head_id|form|lemma|verb|verb_compound|morph_case|sentence_id|sentence|timex_tag|ekilex_tag|ner_tag
627138|halduskohtusse|halduskohus|kaebama||ill|403052|""" Me kaebasime Tallinna halduskohtusse rahandusministeeriumi kantsleri Aare Järvani otsuse , millega ta kirjutas laenutaotluse kooskõlastuse lehele , et rahandusministeeriumil ei ole seadusest tulenevaid vastuväiteid , kuid seoses linna halvenenud finantsdistsipliiniga keeldub kooskõlastamisest , "" ütles Tallinna linnasekretär Toomas Sepp ."||location|ORG
163212|Euroopas|Euroopa|tutvustama||in|96574|Mina tutvustasin Kabakovi Euroopas juba 1988. aastal , ja tema polnud ainuke .||location|LOC
18588938|peaehtesse|peaehe|käima||ill|11610877|Ema-isa soovitasid poisile küll ühe ilusa sõjamaalingu teha , indiaanlase peaehtesse käivad suledki olid juba valmis ostetud , kuid laps jäi endale kindlaks .|||
22845177|Haapsallu|Haapsalu|pidama||adit|14423952|Haapsalu Turismi tegevjuht Heli Huul pidas huvituristide jõudmist Haapsallu tähtsaks .||location|LOC
2721481|mahus|maht|andma|üle|in|1709805|Raudsepp lubatud mahus töid üle ei andnud .|||
23273851|Kasahstanis|Kasahstan|laskma|maha|in|14797409|Maksimavicius laskis Kasahstanis maha Karaganda metallurgiakombinaadi direktori A . Svitšinski .||location|LOC
20324425|karussellile|karussell|naasma||all|12704006|Olen enda peale vihane , » kahetses alles kolme nädala eest karussellile naasnud Maier .|||
4727978|läheduses|lähedus|jalutama||in|2948435|Kuigi : väärtuslikke ja suuremõõdulisi esemeid ei maksa autosse jätta ka siis , kui parkimine on tasuline ning läheduses jalutab politseinik .|||
24120953|kabinetis|kabinet|vaatama|ringi|in|15443815|Madis vaatab veel loomaarsti kabinetis ringi , uurib tabeleid ja rohupudeleid ning läheb siis tagaruumi , et operatsioonikittel argiriietuse vastu vahetada .|||
1138172|Californias|California|esinema||in|714730|Viimases osas tõi ekspresident Ronald Reagani raamatukogus Californias esinenud ekspresident George Bushi poeg ka mõned näited .||location|LOC
20919522|löögirusikas|löögirusikas|olema|alles|in|13073629|Neljas number David Moyesi löögirusikas on alles 19aastane John Ruddy .|||
5099243|õhkkonnas|õhkkond|vestlema||in|3175370|"Vestleme Tõnu Kaljuste ja Priit Pedajasega proovijärgses õhkkonnas homsest "" Üksiku saare "" esietendusest ."|||
14995305|graafikas|graafika|eksponeerima||in|9336030|Viigi edumeelsus seisneb siin tõigas , et esimesena eesti graafikas eksponeerib ta kunstiväärtusena graafika zhanrilisi iseärasusi .|||
17382899|linnateatrisse|linnateater|soovima||ill|10854018|Kes linnateatrisse ballile minna ei soovi , saab osta 1510kroonise peopaketi ( hind ühele ) ja osaleda aastavahetuseballil Meri tervisekeskuse restoranis Marine , kus esineb Flamingo peotantsurühm , eksootilised kõhutantsijad Zahira , kvartett Flying ( viiulid , tšello , klaver ) , ansambel Laine ning Vello Orumets .|||
3783191|taevasse|taevas|võtma|kaasa|ill|2360793|"Rooma paavsti sõnad on : inimesed , ärge võtke oma elundeid kaasa taevasse , neid läheb vaja maa peal , "" tõdes Vilosius ."|||
2619851|Budapestis|Budapest|olema||in|1646127|Budapestis Rahvusvahelise Korrakaitseakadeemia aastapäeval olnud siseministeeriumi kantsler Märt Kraft ja sisejulgeolekunõunik Jaanus Rahumägi arutasid FBI töötajatega organiseeritud kuritegevuse ja terrorismi vastu võitlemise koostöövõimalusi ja andsid üle ministeeriumi ametlik küllakutse , teatas siseministeerium .||location|ORG
23947953|elusse|elu|tekkima||ill|15334537|//edit: Vahepeal siiski tekib usk elusse peale surma ja hingedesse .|||
6761181|Helmandis|Helmandi|ründama||in|4201629|Talibani teatel ründasid võitlejad kolmapäeval Afganistani lõunaprovintsis Helmandis võõrvägede sõjaväebaasi .|||LOC
1604992|Iraagis|Iraak|ründama||in|1007993|Iraagis ründas skorpion pulmaööl pruuti ja naine suri tema hädaldamist eiranud abikaasa käte vahel , kirjutas teisipäeval kohalik ajaleht .||location|LOC
18502270|Laaksaares|Laaksaar|seisma||in|11554264|Nädalavahetusel seisis Laaksaares 16 autot , kuid ka argipäeviti on mõni mees jääl , ütles Mehikoorma kordoni korrapidaja .|||LOC
6541945|eeslinnas|eeslinn|õpetama||in|4064151|""" Õpetasime Kaplinna ühes eeslinnas , Khayelitshas , kus elasid vaid xhosa rahvusest tumeda nahavärviga inimesed ."||location|
7758805|ooteruumi|ooteruum|lubama||adit|4832020|""" Vam kavo ? "" küsib mees piinlikuks veninud pausi järel , kaob siis tuppa ning paari minuti pärast lubab mind majja , ooteruumi ."||location|
23560821|ühenduses|ühendus|edenema||in|15021233|Tegelikult on liberaliseerimine edenenud kogu ühenduses tunduvalt kiiremini , kui direktiividega on ette nähtud või eeldatud .|||
8157383|surnuaias|surnuaed|kõndima||in|5082325|Kooliõpetaja Nadešda Polienko kõnnib Ivankovo uues surnuaias .||location|
6520859|lõpus|lõpp|juhatama||in|4051321|Peo lõpus juhatan Euroopa hümniks kujunenud Beethoveni 9. sümfoonia lõpukoori - Oodi rõõmule .|||
21697278|keskkonnaministeeriumist|keskkonnaministeerium|varastama||el|13569215|Tundmatud kurjategijad varastasid möödunud nädalal keskkonnaministeeriumist||location|
24801245|Bernis|Bern|võistlema||in|15944003|Nädalavahetusel võistlevad Kaaberma , Loit , Kajak ja Zuikov MK-etapil Bernis .||location|LOC
2213297|kemmergussegi|kemmerg|võtma|kaasa|ill|1391390|Groznõis kinnitati mulle aastate eest , et igal tshetsheeni poisikeselgi on kindzhall , mille ta kemmergussegi kaasa võtab .||location|
12960426|mudelitele|mudel|paigutama||all|8076649|Esimene leping tehti Volvoga , kes paigutab 1,8 -liitrise jõuallika esmalt mudelitele S40 1,8 i ja V40 1,8 i .|||
29718400|joogasse|jooga|võtma|kaasa|ill|20681678|"Magic: matinude|workB : kle võta sinna joogasse fotokas kaasa .... tahan ullult pilte näha , mis sa seal teed"|||
3079835|klubisse|klubi|maksma||ill|1932552|""" Nädala keskel maksab pääse klubisse niigi 30 krooni , kuid ilmselt alandame nädalavahetuse hinda 80-90 kroonilt mõnevõrra allapoole , "" märkis IS Muusikaklubide produtsent Karel Loide ."|||
26962981|andmetesse|andmed|unustama||ill|17635391|Unustasin tõesti andmetesse lisada õige mündi kaalu , aga enam pole see oluline , lahenduskäik on leitud .|||
1482351|A-kategoorias|A-kategooria|võistlema||in|930694|A-kategoorias võistles 9 nimekat nais- ja tütarlastekoori : Eesti Muusikaakadeemia Naiskoor , Eesti Koorijuhtide Naiskoor , tütarlastekoor Ellerhein , ETV Lastekraani tütarlastekoor , Tallinna Pedagoogikaülikooli|||
27394969|Väimelas|Väimela|ehitama||in|18002712|“ Väimelas ehitasime inimestele enne ikka korterid , alles siis hakkasime töökoda rajama . ”||location|LOC
11715490|grammatikasse|grammatika|kasutama||ill|7293504|Leksikaalne info on lisandunud järk-järgult , nagu on lisandunud grammatikasse rektsioonide märgendust kasutavad reeglid .|||
25285906|Kuuendast|Kuuenda|minema|ära|el|16338883|Kuuendast läks ära .|||
17100331|baaslaagrisse|baaslaager|ronima||ill|10670879|Kõigil grupi liikmetel polnudki eesmärgiks jõuda Ameerika kõrgeimasse tippu , kuid Aconcagua baaslaagrisse 4250 meetri kõrgusele ronisid kõik üheksa meest ja grupi ainuke naine .||location|
1133180|piiripunktis|piiripunkt|protesteerima||in|711681|Teistest teeblokaadidest Läti ega Eesti piirivalvel keskpäeva paiku andmeid ei olnud , küll aga protesteerisid talumehed mitmes Läti-Leedu piiripunktis .||location|
17986567|Helsingisse|Helsingi|lõpetama||ill|11225686|Estonian Airi pressiesindaja Raimond Made sõnul lõpetasid nemad Helsingisse lendamise märtsi lõpus , kuna suvisel hooajal liigub üle lahe piisavalt palju kiirlaevu , mis suudavad kõik kahe linna vahel sõitvad turistid ära teenindada .||location|
26793507|Okuridashi|Okuridash|kandma||adit|17478346|Võidule kulus viis sekundit , võidutehnika kandis nimetust Okuridashi .|||
21760656|korterisse|korter|nägema||ill|13609077|Noormehe toa aknast näeb kenasti tütarlapse korterisse .||location|
7866983|Budapestist|Budapest|ostma||el|4899843|Sel suvel ostsin Budapestist midagi analoogilist Lapini raamatule - see oli ungari pop-kunsti ajalugu , mis ilmus juba neli aastat tagasi .||location|LOC
12008381|kehast|keha|saama|välja|el|7481652|Laseriteshow , mille rakendamises teaduses ja meelelahutuses olevat kohalike edisonide edukamaid saavutusi geneetikaalaste tööde kõrval , puudus väljapanekult , aga see-eest oli Grossi tross , mille sees rippudes saab väga kiiresti kehast higi välja .|||
1919225|Hollandis|Holland|ootama||in|1206824|Nüüd ootab ta kuuendat kuud uimastismugeldamises süüdistatuna Hollandis kohut .||location|LOC
20666037|Tšuvaššiasse|Tšuvaššia|saatma|tagasi|ill|12919667|Eelmisel reedel saatsid Venemaa ametivõimud Eesti üliõpilaste ekspeditsiooni Marimaalt tagasi Tšuvaššiasse , põhjendades asja terroriohu ja nende endi julgeolekuga .||location|LOC
4243626|tööstusesse|tööstus|ootama||ill|2644474|""" Ootame Hiina-poolseid investeeringuid ka tööstusesse ."|||
1066894|Haapsalus|Haapsalu|käima|ringi|in|671005|""" Mul on hirm , et keegi käib kurja käega Haapsalus ringi ja süütab koolimaju ."||location|LOC
11530053|tänavalt|tänav|ulatuma||abl|7168162|Et seda väikest parki , mis Juhkentali või õigemini Suure-Juhkentali tänavalt Herne tänavale ulatus , ametlikult just nõnda - Tiigiveski platsiks - nimetatakse , sain teada , kui olin suuteline juba ka taipama , millest see nimetus tulenes .||location|
2147197|kobaras|kobar|askeldama||in|1350331|Omamoodi võib lõikuse käiku - aga loodetavasti mitte tulemust - mõjutada see , kui hästi saavad omavahel läbi need inimesed , kes tihedalt kobaras patsiendi ümber askeldavad .|||
8584908|Eestis|Eesti|askeldama||in|5351901|Hetkest , kui raudteereporteriks ristitud Anneli Ammas veenvalt tõestas , et Eesti Raudtee erastamiskonkursi võitjafirma nimel askeldas Eestis rahvusvaheline suli , algas uus ajaarvamine .||location|LOC
28582617|on-line-ülekandest|on-line-ülekanne|röövima||el|18931042|Eesti fännid , kellel suurest ajavahest tingituna enamik ralli on-line-ülekandest unetunnid röövis , said külma ja kuuma kapaga .|||
10152537|pealinnas|pealinn|maabuma||in|6318437|Mõned nädalad tagasi maabus pealinnas Gonsiori tänavas Double Coffee kolmas kohvik .||location|
24099986|terminoloogiasse|terminoloogia|looma||ill|15428859|See vaid loob selguse terminoloogiasse ning vähendab teineteistest möödarääkimist .|||
9841494|Pakistanis|Pakistan|seisma||in|6131545|Pakistanis Karachi sadama lähedal seisnud vigastatud tanker murdus eile pooleks .||location|LOC
12018831|mandriosas|mandriosa|võimutsema||in|7488711|Ülemaailmse demokraatiakriisi ajal Briti peaministriks tõusnud Winston Churchill , kes astus Euroopa mandriosas võimutsenud totalitaarsusega surmaheitlusesse , oli oma kaasaegsete hulgas päris hirmutava mainega .||location|
17247024|tulekoldesse|tulekolle|jooksma||ill|10767055|Poisid lahkusid klassist pärast tulekahju puhkemist ja jooksid vales suunas otse tuhandekraadise kuumusega tulekoldesse , ütles politsei pressiesindaja .||location|
13122645|haiglas|haigla|süütama||in|8175190|Näiteks süütab asotsiaal haiglas palati ja hukkub teine samasugune .||location|
6108263|aktsiatest|aktsia|võtma|välja|el|3792225|Head näited on siin Ernesto Preatoni ja Talinvesti investeerimisfondid , kes juba suvel suure osa rahast Eesti aktsiatest välja võtsid .|||
25722489|Bahreinis|Bahrein|jätkuma||in|16718428|Bahreinis jätkunud matšil maailmameistri Vladimir Kramniku ja võimsaima arvuti Deep Fritzi vahel lõppes neljas partii 41. käigul viigiga .||location|LOC
2339510|autoteele|autotee|jooksma||all|1469905|Äkki tõmbas tüdruk käest lahti ja jooksis autoteele .||location|
17198713|mõlemalt|mõlema|ulatuma||abl|10733206|Jalgratta sadula kõrgus on õige siis , kui varbaotsad ulatuvad mõlemalt poolt korraga maapinnani , lastel võib sadul olla veelgi madalam .|||
2831819|EM-mängus|EM-mäng|kuuluma||in|1778301|Bulgaaria koondisse kuulus viimases EM-mängus Kreekaga ( 83 : 105 ) kolm Cerno More mängijat : Stoikov , Natov ja Kalin Velcev .|||
4948858|Hummerisse|Hummeri|istuma||ill|3082989|Istume Hummerisse .|||LOC
3965748|paatides|paat|konutama||in|2473405|Kaugemas lahesopis konutab oma paatides kaks kalameest .|||
17797176|seljast|selg|tulema|ära|el|11110097|“ Ekspertiis peab selgitama , kas on võimalik , et poisikese riided tulid seljast ära siis , kui koerad teda edasi-tagasi kiskusid , ” lausus Palta .|||
1629248|millesse|mis|soovima||ill|1023921|000-meheline kiirreageerimisjõud , mida kasutatakse humanitaar- ja rahuvalvekriisides , millesse NATO ei soovi sekkuda .|||
12958589|autofirmasse|autofirma|investeerima||ill|8075331|Paraku said paljud autofirmasse investeerinud alles EAG parkimisplatsil külmetades aru , et oma raha on nad valedesse kätesse andnud .||location|
9069912|jahilt|jaht|kukkuma||abl|5655502|Ja siis suri mees segastel asjaoludel 1991. aastal - kukkus oma jahilt merre ja uppus .|||
1308079|Jaapanis|Jaapan|puhkema||in|819938|Jaapanis puhkes uus toidumürgituse skandaal .||location|LOC
16413181|vestluselt|vestlus|väljuma||abl|10228261|Neiu sinises väljub vestluselt heatujulisena : “ Minult küsiti põhjust mitte tulla psühholoogiat õppima .|||
8965376|Nursipalus|Nursipalu|tulistama||in|5591725|Mart Laar kinnitas täna riigikogu ees , et tulistas kaks aastat tagasi Nursipalus Edgar Savisaare fotot tsiviilisikuna , vahendas ETA .|||PER
24360580|EU-sse|EU|toetama||ill|15609379|Mina toetan Eesti astumist EU-sse .|||
7731261|Amburis|Ambur|surema||in|4814848|Kui oleksin astroloog , siis ütleksin lõpetuseks , et Harrison sündis Kalades ja suri Amburis .|||
19268762|Armeeniasse|Armeenia|võtma||ill|12038449|Nimelt võtab viisakohustuse tõttu WADA testijate sõit Armeeniasse liiga kaua aega .||location|LOC
15400629|loetelus|loetelu|kohama||in|9595577|Räägitakse plastilistest kunstidest ja vahel nimetatakse ka luulet , aga proosakirjandust pole ma üheski sellises loetelus küll kohanud .|||
8124453|inimeses|inimene|koolitama||in|5062555|Lapsepõlv koolitab inimeses võimet võtta või vältida riski .||alive|
14035923|peakorterisse|peakorter|edastama||ill|8744027|Skandaal sai alguse selle aasta sügisel , kui arvutiturvaspetsialistid avastasid , et tasuta jagatav tarkvara RealJukebox edastab kompanii peakorterisse Seattle'is andmeid kasutajate muusikaliste eelistuste kohta .||location|
11865251|minus|mina|käima|ringi|in|7392436|Tundsin ennast hiiglasliku kummist seintega ruumina , millesse mahuvad kõik pildid - need käivad minus ringi , moodustades kaose , ning kui mõni neist vastu seina puutub , on valus .|||
340636|arvutisse|arvuti|toimuma||ill|208784|Igapäevaselt toimus andmete arvutisse sisestamine .|||
10167277|Edela-Aasias|Edela-Aasia|kukkuma|alla|in|6327892|BAGDAD , 22. juuni ( AP-EPLO ) - USA õhuväe luurelennuk U-2 kukkus pärast missiooni Afganistanis Edela-Aasias alla , kui oli naasmas oma baasi Araabia Ühendemiraatides , pardal olnud piloot sai surma .||location|LOC
9509474|linnakohtusse|linnakohus|olema|vaja|ill|5923706|Narva linnakohtusse on vaja ühte , Tallinna linnakohtusse kolme , Ida-Viru maakohtusse kahte , Valga maakohtusse ühte ning Viljandi maakohtusse samuti ühte kohtunikku .||location|ORG
4593925|pealinnas|pealinn|süütama||in|2864659|Iraani pealinnas Teheranis on protestijad süüdanud põlema vähemalt ühe bensiinijaama peale valitsuse otsust kehtestada mootorsõidukitele väljastatavale kütusele limiidid .||location|
13346105|vahesse|vahe|peitma||ill|8327603|Politsei väitis Mihkel Piparile esitatud süüdistuskokkuvõttes , et lohakus seisnes selles , et mees , kes oli vastutav relvaruumi võtmete eest , peitis need relvaaida ukse kohal asuvasse vahesse ega hoidnud neid nõuetekohaselt ning hõlbustas relvaröövi , millega põhjustas suure varalise kahju .|||
24794453|Rooma|Rooma|sõitma|tagasi|adit|15939606|Täna kohtub Itaalia president peaminister Mart Siimanni ja riigikogu esimehe Toomas Saviga , annab pressikonverentsi ja sõidab veel ennelõunal tagasi Rooma .||location|
2130144|linnaeelarvesse|linnaeelarve|kavatsema||ill|1339610|Tallinna volikogu fraktsioonid kavatsevad järgmise aasta linnaeelarvesse neljapäevaks esitada parandusettepanekuid enam kui 180 miljoni krooni eest , projekti järgi on järgmise aasta eelarve suurus 2,95 miljardit krooni .|||
18704661|kinodes|kino|ringlema||in|11686518|Sotsialismileeri kinodes ringelnud Koijko Mitici indiaanifilme vaadanud eestlased tulevad võsas luuramisega ikka kenasti toime .|||
10152693|riiulitesse|riiul|mahtuma|ära|ill|6318546|Tassin Tallinnast koju hunnikute viisi lasteraamatuid , mis mul riiulitesse ära ei mahu , mõned toon oma lastele , aga osa ikka täiesti isekalt endale .|||
19009049|Berliinis|Berliin|valvama||in|11879607|Nii näiteks valvavad Ameerika Ühendriikide saatkonda Berliinis soomusmasinad ja paarsada eriüksuslast .||location|LOC
17695438|keskliidus|keskliit|võimutsema||in|11049195|“ Ametiühingute keskliidus ja liikmesliitudes ei võimutse ükski erakond . ”|||
61358|kesklinnas|kesklinn|üürima||in|35506|Plaadifirma üüris minu ja praegu MTVs ilma tegeva Rootsi bändi Lambretta lauljale Lindale 150ruutmeetrise korteri kesklinnas Hornsgatanil , ” räägib Maarja-Liis oma elust .||location|
12267711|Tartusse|Tartu|edastama||ill|7649559|Arved Bauer edastas joonised faksi teel Tartusse kellelegi Priidu-nimelisele isikule , kes soovitud seadmed ka valmistas .||location|LOC
14148292|kuklasse|kukal|keerama||ill|8811095|Siis tõusis ta kebja liigutusega , võttis riidepuu , riputas mantli naela otsa , noppis tumesiniselt kleidilt halli juuksekarva , laskis selle paberikorvi langeda ; pani kübara pesukapikese peale pitslinikule ; kahmas köögirätiku , pühkis küünrapikkuse kirjutuslaua üle ; kohendas voodil valget päevatekiserva , mis sirmi tagant paistma oli jäänud , kohendas sirmigi ; vaatas kitsukesse peeglisse , päästis juuksed valla , vilunud liigutusega keeras need kuklasse värskemasse krunni - ja naeratas peegelpildile .|||
19903120|WC-potile|WC-pott|ronima||all|12430699|""" Ära roni jalgupidi WC-potile ! """|||
2409305|Kunstihoones|kunstihoone|eksponeerima||in|1514168|Ühe kõrvalepõike on ta kunstist teinud : nimelt eksponeeris ta Kunstihoones 1988. aasta kevadel äärmiselt minimalistliku maali , kus oli ainult kolm värvi - sinine , must ja valge .|||
8908466|Ateenast|Ateena|varastama||el|5556037|Tsatsanidis varastas Ateenast ligi 500 km põhjas Veria linna lähedal ühtekokku umbes 70 lammast .||location|LOC
6072592|linnaeelarvesse|linnaeelarve|kaduma||ill|3770046|Jutt sellest , et linnaosadel kaob 60 protsendi omatulude äravõtmisel linnaeelarvesse huvi seda tulu teenida , on veidi isegi küünilisevõitu .|||
18865015|Spritisse|Spritt|laskma||ill|11787319|Seepärast ei lase peo korraldajad laupäeval Spritisse fotograafe - et inimesed end vabalt tunda saaksid .|||
1014414|kriisikoldes|kriisikolle|jälgima||in|638977|Sellisel juhul võib laserid edukalt paigutada lennukitele , mis kriisikoldes jälgivad vastase poolelt startivaid rakette ning hävitavad need praktiliselt ülestõusmise hetkel .||location|
21405610|maapiirkondades|maapiirkond|edenema||in|13381767|Soome peaminister rõhutas vajadust pöörata rohkem tähelepanu regionaalpoliitikale , et elu edeneks paremini ka maapiirkondades .||location|
13539839|Palestiinasse|Palestiina|soovima||ill|8448059|Organisatsioon on vastu Iisraeli-PVO autonoomiakõnelustele ja soovib Palestiinasse islamiriiki .||location|LOC
13527364|hoovis|hoov|süttima||in|8440151|22. mail kell 2.10 süttisid hooletuse tõttu Tehnika tänav 19 hoovis vana madrats ja praht .|||
24325894|eeki|eek|pidama||adit|15580900|mix ma pean maxma 800 eeki trossi eest ?|||
19860498|kolooniatest|koloonia|importima||el|12404890|Varem olid Euroopa riigid endistest kolooniatest Kariibi meres banaane importinud soodustingimustel .|||
1950290|raketibaasidesse|raketibaas|edastama||ill|1226353|Kodeeritud signaali saamisel teevad ohvitserid kindlaks selle autentsuse , valveohvitserid avavad seifid oma koodidega ning edastavad need raketibaasidesse ning tuumaallveelaevadele , kus need sisestatakse juhtarvutitesse ning see-järel võib tuumaraketid teele saata .||location|
27763618|Riigikogusse|Riigikogu|jääma|edasi|ill|18310218|Võib muidugi ju kodukorraseadusesse kirjutada , et kui fraktsioon , kes eelnõu esitas , lakkab olemast , siis kukub ka eelnõu välja , aga sellega me lihtsalt venitaksime protsessi pikemaks , sest fraktsiooni liikmed jäävad ju Riigikogusse edasi , nad esitavad eelnõu oma nimel ja me alustaksime sama asjaga otsast peale .|||ORG
11449107|mustaveetorustikku|mustaveetorustik|jääma|kinni|adit|7118013|Kukkudes oli ta isegi oma noa rentslisse visanud , kust mina seda niikaua jalaga edasi lükkasin , kuni see mustaveetorustikku kinni jäi .|||
18050875|mõisahoonest|mõisahoone|röövima||el|11263551|Seejärel röövisid mehed mõisahoonest oma ohvri värviteleviisori ja mootorsae koguväärtusega 10 500 krooni .||location|
23829952|EGIPTUSES|Egiptus|sadama||in|15256555|Selliste väidete peale kostavad ( ortodoksed ) ajaloolised jällegi , et VEE-EROSIOONIGA ei saa tegemist olla , kuna EGIPTUSES EI SAJA VIHMA .||location|LOC
16105592|G-7sse|G-7|istuma||ill|10039048|Jaapanile ei istu Venemaa võimalik tulek G-7sse kohe sugugi .|||
12748812|Siberist|Siber|kolima||el|7954740|Nad olid kolinud Riiga Vitebskist , Valgevenest , kuhu nad omakorda olid kolinud Siberist .||location|LOC
2181216|Ropkasse|Ropka|kerkima||ill|1371772|Euroopa Liidu projekti raames kerkib Tartusse Ropkasse tööstuspark , mis peaks meelitama linna välisinvesteeringuid ja looma uusi töökohti .||location|LOC
16703268|D-terminalist|D-terminal|väljuma||el|10412605|Teisel pool Admiraliteedi basseini asuvast D-terminalist väljuvad Stockholmi sõitvad laevad ja Wasa Queen ( Silja Line ) .|||
13793901|lootuses|lootus|vaatama|ringi|in|8603278|Ta vaatas otsivalt ringi , lootuses leida kedagi , kelle seltsis vahetada šampus normaalse valge viina vastu , ja märkas toa teises otsas , akna all Lambert-Humbertit ja Neeme Pärna .|||
2745382|palatis|palat|valvama||in|1725193|Andre ja Raineri emad valvasid kogu eilse päeva poegade juures silmakliiniku palatis , kuid ei soovinud ajakirjanikega õnnetusest kõnelda .||location|
16456648|Siberisse|Siber|jääma|edasi|ill|10255347|Pärast suuremaid ja väiksemaid sekeldusi oli reisiseltskond koos , 19 last kõige erinevamas vanuses , nende seas ka Blumbergi pojad Morris ja Rafail , kelle ema esialgu Siberisse edasi jäi .||location|LOC
15443708|Alpidest|Alpid|naasma||el|9621778|Naasnud Pariisi suusapuhkuselt Alpidest , leiab ta eest tühjakstehtud korteri ja mõrvatud abikaasa .||location|LOC
6218697|müügikohas|müügikoht|kauplema||in|3861191|Hansalaadal kaupleb 250 müügikohas üle 500 kaupleja ja käsitöömeistri .||location|
498245|Hansapangas|hansapank|eksisteerima||in|318589|Enne aastat 2002 eksisteeris Hansapangas viis erinevat arendusprojektide läbiviimise korda , mis kõik olid ametlikud ja kehtestatud eri riikide-osakondade poolt .|||ORG
3860691|asunduses|asundus|tulistama||in|2407999|Läänekalda asunduses Itamaris Nabluse lähedal tulistas tunnistajate sõnul palestiinlasest terrorist Iisraeli teismelisi , kes õppisid seminaris .||location|
1192362|poliitikasse|poliitika|pidama||ill|748118|Gorbatshov rääkis kolmapäeval pressikonverentsil , et kõik viimased aastad on talle pakutud juhikohta küll ühes , küll teises parteis , kuid ta pidas suurde poliitikasse naasmist ennatlikuks .|||
8894041|kehasse|keha|saama|sisse|ill|5546883|"Puust , poroloonist või vatist meisterdatud kehasse hinge sisse saanud nukkude muredele kaasaelamine meenutas Nüganeni seitsme aasta tagust tollaste lavakatudengitega lavastatud suurepärast "" Nukkude akadeemiat "" ."|||
295900|koju|kodu|vedama||adit|178006|Muide , eriti just mehed , kes pärast rasket päevatööd end hädavaevu koju veavad .||location|
832275|korstnast|korsten|saama|välja|el|527934|Tavalisest telliskividest laotud korstnast saavad nad ka omal jõul välja .||location|
7967470|Attias|Attia|tegelema||in|4962353|Sellest ajast on Attias tegelnud paljude eri projektidega , mille sulamit ta õhtul klubis publikule pakubki .|||LOC
5200861|Ateenasse|Ateena|saama||ill|3237038|Rannavolles saab Ateenasse 24 paari , Kristjan Kais ja Rivo Vesik on praeguse reitingu 30. paar .||location|LOC
19253899|Auklandi|Aukland|laskma||adit|12029614|Finišisirgel spurtis Brink mängeldes elu esimese MK-võiduni , Veerpalu hoidis pikka aega teist kohta , kuid lasi kümmekond meetrit enne lõpujoont mööda Auklandi .|||LOC
4798785|kalamehe-pükstes|kalamehe-püks|askeldama||in|2991690|Ranna äärt mööda poolsaare tipu poole minnes , jõuab paadikuurini , kus oranžides kalamehe-pükstes askeldavad kaks meest .|||
26478681|kaevu|kaev|pistma||adit|17245821|Kastan kastekannuga oma varbaid ning pistame vanamehega kordamööda oma pead kaevu .||location|
21577266|steppides|stepp|laiuma||in|13490543|Mets laius nii tänastes Ungari steppides kui ka Saksamaa viinamarjaväljadel .|||
8844730|Airbus|Airbu|juhtuma||in|5516786|Eriti sageli juhtub seda millegipärast uutes Airbus'ides , millega lendamine on muidu tõeliselt mõnus .|||
24843970|usb'sse|usb|käima||ill|15976267|infapuna kah imeb , ostad kusagilt k'st vms kohast sellise bluetooth julla mis usb'sse käib ja voila mobiil pc'ga ühenduses , võid veel u.|||
11139436|Excelsuselt|Excelsus|kaduma||abl|6931671|Küsimus on selles , miks kadus Excelsuselt see ühend ja kas ta siin üldse kunagi on olemas olnud ?|||LOC
12335988|Kaubandusorganisatsiooni|kaubandusorganisatsioon|pidama||adit|7694048|Eesti välisministeerium peab praegu läbirääkimisi ka Maailma Kaubandusorganisatsiooni WTOga .|||ORG
8301882|Arkansases|Arkansas|avama||in|5174573|Arkansases avab ta aga Ühendriikide presidentidele nii iseloomuliku järjekordse presidendiraamatukogu .||location|LOC
3691455|Maubeuge'is|Maubeuge|jälgima||in|2304806|Väikelinnas Maubeuge'is kohtumist jälginud Eesti suursaadik Prantsusmaal Andres Talvik kiitis kaasmaalasi südi mängu eest profiklubi vastu .|||LOC
11858741|koikusse|koiku|ronima||ill|7388081|Tegin tule surnuks ja ronisin koikusse .|||
13674193|Antarktikasse|Antarktika|tahtma|tagasi|ill|8532054|Antarktikasse tahaks mõnikord tagasi .||location|LOC
5401873|metroos|metroo|patrullima||in|3357937|Ärevust lisab , et Washingtoni tähtsamad monumendid on muudetud peaaegu kindlusteks ja et metroos patrullivad hästi relvastatud ja sõjaväelise väljaõppe saanud politseinikud .||location|
420038|kirja|kiri|viskama||adit|265968|Kreutzwaldi kirja Holtzile viskab Holtz samal õhtul nördinult paberikorvi : “ Lunatiker !|||
20889300|turvaettevõttesse|turvaettevõte|edastama||ill|13055123|Kontrolli aeg-ajalt , kas su kodus olev valveseadmestik edastab teateid turvaettevõttesse .|||
1396741|vannitoas|vannituba|pooma|üles|in|877043|Masendusmõtteis möödunud öö järel poos Helgi Muller ennast vannitoas üles .||location|
24360909|liidust|liit|võtma|välja|el|15609659|oleme ka kuulnud , kuidas EL nüüd varsti võtab arutlusele liidust välja astumist puudutava punkti - see on jälle üks asjust , mida neil on kerge lubada .|||
23912611|kõrtsis|kõrts|lõhkema||in|15315258|Maailm lõpeb maikuus , siis kui kõrtsis lõhkeb pomm .|||
17482835|kõrgkoolis|kõrgkool|andma|üle|in|10916640|Ülemaailmne Eesti Kesknõukogu andis eile Tartu Ülikooli ajaloomuuseumis üle stipendiumid 25 edukamale kõrgkoolis õppijale .||location|
