head_id,form,lemma,verb,verb_compound,morph_case,sentence_id,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,classification2,explanation2
4403757,saalis,saal,kõrguma,,in,2745464,Galerii esimeses saalis kõrguvad nn halva sõnumi toojad .,,,,yes,,yes,
11776098,liigasse,liiga,hakkama,,ill,7339399,Hakkad oma idealismiga kohe vastu igasuguseid takistusi loksima ja langed narrina luuserite liigasse .,,,,no,"The term 'liigasse' refers to a figurative meaning of being categorized into a group, not a physical location.",yes,"The phrase 'liigasse' was classified as 'yes' because it indicates a destination or direction (to the league), which relates to a specific place or figurative location."
5589766,Kreekas,Kreeka,ootama,,in,3471388,"Mäletatavasti rääkis mänedzher juba kevadel Eesti Päevalehele , et Kreekas ootavad Sokku rahamäed - võimalus teenida viis korda rohkem kui kodus .",,location,LOC,yes,,yes,
1025763,kaevurist,kaevur,minema,ära,el,645770,"Paap ligasel maanteel rooli keerates : Kui kaevurist ära ametiühingujuhiks läksin , kukkus palk kaheksasaja rubla pealt kahesajale .",,alive,,no,"The term 'kaevurist' relates to a miner, which denotes an occupation rather than a place, so it is classified as 'no'.",no,The phrase 'kaevurist' was classified as 'no' because it refers to the origin or former state of someone (being a miner) and does not indicate a location or place.
17981831,mõtetesse,mõte,tooma,tagasi,ill,11222734,"Garantiitingimused veensid edasimüüjaid , et Hyundai on USA turul tõsine tegija ja tõid firma tarbijate mõtetesse tagasi .",,,,no,The phrase 'mõtetesse' was classified as 'no' because it refers to a metaphorical or abstract concept rather than a physical location.,yes,
9814426,bussile,buss,jooksma,,all,6114841,Kodus sõin ruttu ja jooksin bussile .,,,,yes,,yes,
2205770,kaljult,kalju,kukkuma,,abl,1386972,"Bornholmi saare lähedal toimuv "" Sarex 2000 "" muutus dramaatiliseks esmaspäeval , kui õppuse piirkonna lähedal ekskursioonil olnud 11aastane koolipoiss kukkus kaljult vette ja jäi kadunuks .",,,,no,"The phrase 'kaljult' refers to the edge of a rock or cliff, which is not considered a location in this context, so it was classified as 'no'.",yes,
25257600,Croppist,Croppi,ostma,,el,16312479,"Ühe t-särgi ostsin ka Croppist , kuradi hea valik on neil seal .",,,,yes,,yes,
712218,basseinis,bassein,õpetama,,in,454712,Pelikan Tours õpetab 65 dollari eest neli tundi basseinis algteadmisi ja viib ka lühikesele veealusele reisile .,,location,,yes,,yes,
24846397,title'ist,title,pagema,,el,15978003,Kas kuidagi saaks lahti Mozilla Firefoxi page title'ist ?,,,,no,"The phrase 'title'ist' refers to a title or label, not a physical or geographical location.",yes,
5679398,väikeapteegist,väikeapteek,hankima,,el,3526911,Rollingud hankisidki Tabrises ühest väikeapteegist viis pooleliitrist pudelit piiritust autode toitesüsteemide pesemiseks .,,,,yes,,yes,
17081755,kaevikust,kaevik,saama,välja,el,10659060,"“ Kui taalilikult öelda , siis saime pead kaevikust välja , aga välja veel ei roninud , ” ütles eile õhtul “ Postimehele ” rahandusminister Opmann .",,location,,yes,,yes,"The phrase 'kaevikust' specifies the location from which something is emerging, indicating a place, thus it is classified as an adverbial of place."
12657665,aurupilvest,aurupilv,tormama,välja,el,7905019,"Uks prahvatas lahti ning aurupilvest tormas välja roosatav linnahärra , õiglasest vihast tumepunase näoga Anton tema kannul .",,,,no,"The phrase 'aurupilvest' (from the steam cloud) describes an abstract or non-geographical phenomenon, not a location, so it is classified as 'no'.",yes,"The phrase 'aurupilvest' specifies the starting point or origin of movement, which relates to a location, and is therefore classified as an adverbial of place."
8357433,vallakeskustesse,vallakeskus,jääma,alles,ill,5209466,""" See variant tundub kõige radikaalsem , aga muudab kõige vähem ja senistesse vallakeskustesse jäävad vallaametnikud alles , "" põhjendas Liba .",,location,,yes,,yes,
10822599,lumes,lumi,jalutama,,in,6727471,""" * Dogi ja taksikoer jalutavad sügavas lumes .",,,,yes,,yes,
16735075,Pärnus,Pärnu,protesteerima,,in,10435161,"Pärnus protesteerivad lähedalasuvate tänavate elanikud Pärnu jõe paremkaldale uue sadamakai rajamise vastu , linnavalitsusse on jõudnud 110 allkirjaga protestikiri .",,location,,yes,"The phrase 'Pärnus' was classified as location ('yes') because it specifically refers to the city of Pärnu, which is a geographical location.",yes,
22168724,festivalilt,festival,kaduma,,abl,13901673,Nime « Massihävitusrelv » kandev eksponaat kadus Dartington Hallis ( Devoni krahvkond ) peetud festivalilt « Ways with Words » poole pealt .,,event,,no,"The phrase 'festivalilt' was classified as 'no' because it does not represent a specific geographic location; instead, it refers to an event.",yes,
23930825,Helsinkis,Helsinki,jooma,,in,15325274,"No ja siis läksin selle sõbraga välja ja jõin kusagil Helsinkis õlle ja mingid mendid siiberdasid seal , aga need ei teinud õnneks midagi .",,,LOC,yes,,yes,
18480379,Zhigulisse,Zhiguli,ronima,,ill,11540372,Ronivad halli Zhigulisse ja sõidavad sööma .,,,,yes,,yes,
8533747,ööklubides,ööklubi,lõbutsema,,in,5318932,""" 30aastase mehena ootaksin oma naiselt rohkemat , kui et ta seitse päeva nädalas sõbrannadega ööklubides lõbutseb , "" põhjendab lõunamaa mees ahvatlevast plaatinablondist pruudist loobumist .",,location,,yes,,yes,
9476367,Durbanist,Durbani,lahkuma,,el,5903271,"USA ja Iisrael lahkusid nädala algul Durbanist põhjusel , et Iisraeli nimetati konverentsi dokumentides rassistlikuks riigiks .",,,LOC,yes,,yes,
18259426,keldriruumi,keldriruum,sulgema,,adit,11394556,"Wolfgang Priklopil , kes sulges tüdruku tillukesse keldriruumi ja tema põgenemise järel end rongi alla heitis , ei saa seda enam muidugi kinnitada ega ümber lükata .",,location,,yes,,yes,The phrase 'keldriruumi' is an adverbial of place because it specifies the location (a small basement room) where the action occurred.
24164943,lootuses,lootus,levitama,,in,15473966,"Tsetseenia müüti levitavad mõned kohalikud lihtsameelsed lootuses , kuigi pigem endale valetades , et meie praeguse doktriini juures oleme suutelised milleski .",,,,?,?,no,"The phrase 'lootuses' is not an adverbial of place because it indicates a state or manner of hope, not a location."
25597249,mängus,mäng,olema,ära,in,16626479,"heh , ma tunnistan , et ma ei tea sellest mängust sittagi , aga minu meelest oli just kaitse selles mängus paigast ära .",,,,no,"The phrase 'mängus' refers to being in a game, which is an activity, not a location.",yes,
16385567,Kiviõlisse,Kiviõli,saama,,ill,10211395,"“ Oleks sümboolne , kui järgmine alternatiivenergiat andev tuulegeneraator saaks just Kiviõlisse , mis on end ammendanud teise energiaallika - põlevkivi - tootjana ja ümbertöötlejana , ” lausus Urban .",,location,LOC,yes,,yes,
2922040,R380s,R380,peitma,,in,1835704,"R380s peidab endas operatsioonisüsteemi ja 1,2 megabaiti mälu .",,,,no,"The word 'R380s' refers to a device or object, not a physical location.",yes,
2818734,liidukassasse,liidukassa,maksma,,ill,1770322,Saksamaa maksab liidukassasse liikmesriikidest kõige rohkem .,,,,no,"The phrase 'liidukassasse' refers to an abstract entity (a fund or treasury) rather than a specific location, so it is not classified as a location.",yes,
2586803,tulistamismürinas,tulistamismürin,varisema,kokku,in,1625007,"Prassid teavad meenutada juhtumit , kus Klooga aedlinnakus varises tulistamismürinas ühe maja korsten kokku .",,,,no,"The phrase 'tulistamismürinas' refers to a context or event rather than a physical location, so it is classified as 'no'.",no,The phrase 'tulistamismürinas' is not an adverbial of place because it describes a state or condition (the sound of shooting) rather than a spatial location.
7642316,kordonis,kordon,passima,,in,4758618,""" Olevat üleliiduline saladus , kui mõni teada saab , mitu meest kordonis bandiiti passib .",,,,yes,,yes,
8111391,That's,That,lindistama,,in,5054332,"Elvis , Scotty Moore ja Bill Black lindistasid "" That's all right "" -nimelise laulu Sun Recordsile 5. juulil 1954. aastal .",,,LOC,no,"The term 'That's' refers to part of a song title and not a location, so it is classified as no.",no,The phrase 'That's' is not an adverbial of place because it is part of a title and does not refer to a location.
11176482,lühis,lüht,süütama,,in,6955287,"24. mail kell 11.33 teatati , et Taheva vallas Hargla külas on elektriliinide lühis süüdanud metsaaluse .",,,,no,The phrase 'lühis' refers to an electrical short circuit and not a geographic or physical location.,no,The phrase 'lühis' is not an adverbial of place because it refers to the cause of an event (a short circuit) rather than a location.
11206357,Kagu-Eestis,Kagu-Eest,edenema,,in,6975007,Kuidas Kagu-Eestis karuputke tõrjumine edeneb ?,,,LOC,yes,,yes,"The phrase 'Kagu-Eestis' specifies the location where the action of 'karuputke tõrjumine edeneb' (hogweed control progresses) takes place, making it an adverbial of place."
16492950,naaberpesas,naaberpesa,kasvama,üles,in,10277064,"Enn Vilbaste Pärnumaalt Nigula loomade turvakodust , kes päästjatele telefoni teel nõu andis , kinnitas , et pole tingimata tähtis , kas pääsuke päris oma pessa saab , lind kasvab üles ka naaberpesas .",,,,yes,,yes,"The phrase 'naaberpesas' indicates the location where the bird ('lind') can grow up, serving as an adverbial of place."
6918916,jalutusruumis,jalutusruum,süütama,,in,4300551,"Keskealine mees süütas üleeile õhtul Kaubamajaka jalutusruumis karbitäie ilutulestikurakette , paukudest ja tulevärgist ehmatanud külastajad juhtunu tagajärjel kannatada ei saanud .",,location,,yes,"The phrase 'jalutusruumis' refers to a specific location within a building (a walking area), making it a location.",yes,
12736785,aias,aed,kõndima,,in,7949049,õde-perenaine käskis enne puhkusele minekut memmekesed kui vahest aias kõnnite siis siblige natuke lillepeendras näpuviluks see teeb ää söögiisu ja aeg ka läheb jõudsam aga ei mina akka siin ilus niigi,,location,,yes,,yes,
11945442,ajakirjandusest,ajakirjandus,tellima,,el,7439888,"Hansatee tellib ajakirjandusest artikleid , jne.",,,,no,"ajakirjandusest was classified as 'no' because it refers to media or journalism, not a geographical location.",yes,
2072098,Budapestis,Budapest,avama,,in,1304284,"USA Föderaalne Juurdlusbüroo ( FBI ) avab Budapestis oma filiaali , mille töötajad saavad õiguse relva kanda ja iseseisvalt kahtlusaluseid arreteerida .",,location,LOC,yes,,yes,
21132970,rajoonis,rajoon,õhkima,,in,13209942,Dagestani Kazbeki rajoonis õhkis naine paarsada meetrit miilitsa kontrollpunktist eemal liinitakso .,,,,yes,,yes,
20419973,vallas,vald,hulkuma,,in,12765402,Süüdistuse järgi hulkus purjus Aasala mullu 4. veebruaril Harjumaal Loksa vallas Kolgakülas ning märkas spordiklubi sauna aknas tuld .,,,LOC,yes,"The phrase 'vallas' was classified as 'yes' because it refers to an administrative region, which is a location.",yes,
18579800,Zadarisse,Zadar,andma,,ill,11604764,“ Sportlikult annaks Zadarisse minek palju . ”,,,LOC,yes,"The word 'Zadarisse' refers to a specific location, Zadar.",yes,
1431314,Mercedesesse,Mercedes,sokutama,,ill,898342,"Kõige naljakam on aga kogu loo juures see , et tund enne ärasõitu , öösel , läks ta oma viimasesse baari , võttis sealt digitaalteleriühenduse maha ning sokutas selle ka Mercedesesse . """,,,,yes,,yes,
16799439,Prahasse,Praha,lendama,edasi,ill,10475934,Vilniusest lendas Albright eile õhtul edasi Prahasse .,,location,LOC,yes,,yes,The phrase 'Prahasse' is adverbial of place because it indicates a destination or direction towards the city of Prague.
11885271,Iskenderiyasse,Iskenderiya,käima,,ill,7403969,"Eemalt silmasime me palju laevu , mis Antiookiast , Tüürosest või Siidonist Iskenderiyasse käivad , nägin väga kummalise kujuga aluseid , nagu ilmselt ainult siin merel ehitatakse , nägin madalaid pargaseid , mis maismaa äärt mööda kiviplokke ja puid vedasid , nägin ülikute ja suurkaupmeeste luksuslikke kirevaid aluseid , kuid ükski neist ei olnud võrdne meile kiiruses , kui me üle sinava mere põhja poole liuglesime .",,,ORG,yes,,yes,
3235647,Viridisest,Viridis,tellima,,el,2027126,"Seda kunsti tarbivad muuseumid , kes on Viridisest tellinud mahukaid ekspositsioone .",,,ORG,no,"The phrase 'Viridisest' refers to an entity or organization supplying exhibitions, not a location.",yes,
7391802,täiuses,täius,kõrguma,,in,4599344,Kõige tipus kõrgub tsaar kogu oma võimu täiuses .,,,,no,"The phrase 'täiuses' refers to perfection or completeness, which is an abstract concept and not a physical or geographic location, so it is classified as not a location.",no,"The phrase 'täiuses' is not adverbial of place because it describes the completeness or perfection of power, not a spatial location."
1834749,Pariisi,Pariis,viima,,adit,1154899,"Pidevalt politsei poolt jälitatav Valjean leiab Cosette'i , viib ta Pariisi , kus aga neid jälitavad nii Cosette'i kõrtsmikest ahned kasuvanemad kui politsei .",,location,LOC,yes,,yes,
27371102,tornis,torn,kõrguma,,in,17987453,"Aotäht kõrgus tornis juba kiriku pühitsemise ajal 1810 , kuid see raudplekist täht ei pidanud ilmastikule sajanditki vastu .",,location,,yes,,yes,
3952095,osas,osa,olema,ära,in,2465306,"Ma arvan , et nii Päevalehes kui teisteski lehtedes on asi selles osas korrast ära .",,,,no,'osas' is not classified as a location because it refers to 'part' or 'aspect' and does not identify a geographical location.,no,"The phrase 'osas' is not adverbial of place because it specifies a part or aspect of a situation, not a physical place."
7008016,Oskaris,Oskar,juhatama,,in,4356541,""" Näib , et nüüd , kus Laast Oskaris vägesid juhatab , läheb klubi kiiresti ülesmäge .",,,ORG,yes,,yes,
13205537,klubis,klubi,pesitsema,,in,8229861,"Väga imelikuks teeb asja veel see , et vanuse piirang ei ole selles klubis mitte 18 a , vaid 21 a , kuna klubis pesitseb ka kasiino .",,,,?,?,yes,
10729641,külmas,külm,möllama,,in,6668632,Maikuule kohatult külmas ja tuulises Strasbourg'is möllavad europarlamendi suures istungitesaalis kirglikud emotsioonid .,,,,no,The phrase 'külmas' was classified as not location because it is describing a condition (cold) rather than a specific place.,no,The phrase 'külmas' is not adverbial of place because it refers to atmospheric conditions (cold) rather than a specific location.
21558950,8sse,8,astuma,sisse,ill,13479511,"« Nii kui 8sse sisse astusime no lihtsalt oli selline tunne , et midagi hakkab toimuma , » räägib Kairi .",,,,yes,,yes,"The phrase '8sse' clearly refers to a location, so it is classified as an adverbial of place."
7095331,Keilas,Keila,süttima,,in,4411847,"Teisipäeva õhtul süttis Keilas keldrisaun , põlengu põhjuseks oli kuuma tuha ja söega täidetud ämber .",,location,LOC,yes,,yes,
3168959,tuules,tuul,sõitma,ringi,in,1986785,"Teise 16,7 km pikkuse ringi sõitsite Mihhail Botvinovi tuules .",,,,no,"tuules was classified as 'no' because it refers to being in the figurative or physical flow of air, not a specific location.",no,"The phrase 'tuules' describes the condition or manner of Mihhail Botvinovi's movement rather than a specific place, thus it is not an adverbial of place."
57899,Ühelt,üks,paistma,,abl,33725,Ühelt poolt aknast paistab Tartu-Tallinna maantee .,,,,no,The word 'Ühelt' is not a location; it refers to a direction or perspective rather than a specific place.,no,"The phrase 'Ühelt' refers to a source or direction rather than a specific place, so it is not an adverbial of place."
24177843,laus,laug,levitama,,in,15482224,Teiste sõnadega te levitasite teadlikult laus propagandat ja muinaslugusid anarhismist .,,,,no,The phrase 'laus' refers to an attribute of propaganda rather than a location.,no,"The phrase 'laus' modifies the type of propaganda spread and does not refer to a location, hence it is not an adverbial of place."
2168792,laevalt,laev,kukkuma,,abl,1364166,"Estline'i reisilaev Regina Baltica jõudis täna Tallinnasse tavapärasest ajast ligi kaks tundi hiljem , sest varahommikul kukkus laevalt reisija üle parda .",,,,?,?,yes,
4953035,veevõtukohtades,veevõtukoht,pesema,,in,3085545,"Naised pesevad juukseid avalikes veevõtukohtades , lapsed jooksevad paljajalu lehmakookidega kaetud tänavatel .",,,,yes,,yes,
5004292,Kadriorus,Kadriorg,peetuma,,in,3116355,Kadriorus peetud mängu esimene poolaeg kulges lahtiselt .,,,ORG,yes,,yes,
21967636,lühikõnes,lühikõne,tervitama,,in,13778182,Venetsueela president Hugo Chavez ühines tuhandete pidulistega ja tervitas lühikõnes Brasiilia võitu .,,,,no,"The phrase 'lühikõnes' refers to a short speech and is not a location, hence classified as 'no'.",no,"The phrase 'lühikõnes' refers to the medium through which the greeting was delivered, not a place, so it is not an adverbial of place."
26330831,väljalaskekollektorisse,väljalaskekollektor,looma,,ill,17139148,"Mu Lapplander hakkas peale seda gaasi lahtilaskmise peale summutist leeki välja lööma , kui väljalaskekollektorisse prao lõi ja sealt lisaõhku võttis .",,,,no,"The phrase 'väljalaskekollektorisse' refers to a part of a machine (exhaust manifold), not a geographical or physical location, so it was classified as 'no'.",yes,
5343069,Aamulehtis,Aamuleht,esinema,,in,3322509,"Aamulehtis esinenud spetsialistide kinnitusel ei ole analüüsitud loodusannid otseselt eluohtlikud , kuid nende tarbimist oleks siiski kasulik mõnevõrra piirata .",,,LOC,no,The word 'Aamulehtis' refers to the name of a publication and not a physical location.,yes,"The phrase 'Aamulehtis' indicates a location (in Aamuleht) where the specialists appeared, so it is adverbial of place."
24153344,REMOTE_HOST-ist,REMOTEHOST,võtma,välja,el,15466541,võtaks näiteks $REMOTE_HOST-ist välja esimese astme domeeni ja vaataks selle järgi ...,,,,no,The phrase 'REMOTE_HOST-ist' refers to a technical or internet-related term and not a geographic location.,yes,
13365391,lossipargis,lossipark,jalutama,,in,8340618,"Kes kordki jalutanud Schönbrunni lossipargis või imetlenud Viini paleede toredust , ei suuda küllap Austriat nendeta kujutledagi .",,location,,yes,,yes,
3223375,juhtimises,juhtimine,omama,,in,2019894,Eeltooduga seoses tuleks lahti mõtestada kaks olulist asjaolu : mis huvi on Tallinna Sadamal investeerida Sillamäele ning millist positsiooni omab koalitsiooninõukogu esimees ja Keskerakonna liider Edgar Savisaar Tallinna Sadama juhtimises .,,,,no,"The word 'juhtimises' refers to an activity or process (management), not a physical location.",no,"The phrase 'juhtimises' refers to the aspect of management rather than a physical location, so it is not adverbial of place."
3460724,väikesadamatesse,väikesadam,jääma,maha,ill,2166569,Prahti ja sodi on sikutimeestest maha jäänud ka teistesse väikesadamatesse ja mere äärde viivate teede äärde .,,location,,yes,,yes,
6461205,edurivisse,edurivi,jooksma,,ill,4013898,Suleimanovi puudumisel jookseb Kurban Kurbanovi kõrvale edurivisse ilmselt Kasumov või nooremat põlvkonda esindav Hagani Mamedov .,,alive,,no,"The term 'edurivisse' refers to a position or formation, not a physical location, so it is classified as 'no'.",yes,
4443982,ametipostidele,ametipost,naasma,,all,2771135,"Langergaard kinnitas , et SAS püüab töötajaid veenda , et nad kohe oma ametipostidele naaseks .",,,,no,"The word 'ametipostidele' refers to job posts or positions, not a physical location.",yes,
1053276,ETV-s,ETV,esinema,,in,662523,16-aastaselt esines ta koos Olav Ehala ansambliga Kristallid esmakordselt ETV-s .,,location,ORG,no,The phrase 'ETV-s' was classified as 'no' because it refers to a television channel rather than a physical location.,yes,
12144702,põõsastesse,põõsas,kaduma,,ill,7561323,"Seal metsas elas üks hea hull , kellele laagri kokatädid aegajalt süüa jätsid õue , mees jooksis täiesti alasti ringi ja kartis inimesi ja inimesed teda , sest kuigi ta oli hullumajas tunnistatud ohutuks , ei ole ju miski siinkandis stabiilne , ja ma nägingi seda hullu , ühel habrashetkel , enne kui ta pikkade hüpetega põõsastesse kadus .",,,,yes,"The phrase 'põõsastesse' translates to 'into the bushes,' which is a specific physical location.",yes,
237335,teispoolsusesse,teispoolsus,minema,ära,ill,142353,"Me ei kao , me lihtsalt lähme ära teispoolsusesse .",,location,,yes,,yes,
1119402,meeleolusse,meeleolu,kulgema,,ill,703362,Liig lihtsalt mõjus teose vorm : kõigi nelja pilli soolod kulgesid mõtlikust ekstaatilisse meeleolusse .,,,,no,The word 'meeleolusse' refers to a state of mood or emotion and not to a physical or geographical location.,no,"The phrase 'meeleolusse' was classified as 'no' because it indicates a state or mood rather than a specific location, and therefore it is not an adverbial of place."
20626157,ühissõidukist,ühissõiduk,tormama,välja,el,12894518,"Kontrolörid on märganud ka inimesi , kel on pilet , kuid kontrolli nähes tormavad nad ühissõidukist välja .",,,,yes,,yes,"The phrase 'ühissõidukist' was classified as 'yes' because it refers to a specific location (the public transport vehicle) from which people are leaving, making it an adverbial of place."
12645371,palatisse,palat,ootama,,ill,7898357,"Tilguti veenis , randmed ja kederluud torude külge kinni rihmatud , ootas see kärutäis veeretamist kas palatisse või surnukuuri .",,location,,yes,,yes,
14473769,Helsingisse,Helsingi,läkitama,,ill,9002374,"Saatkond läkitab paberid Helsingisse migratsiooniametisse , kes rahuldab taotluse umbes kolme nädalaga .",,location,LOC,yes,,yes,
8318813,salongis,salong,süütama,,in,5185395,"Kui juht süütas salongis tule arve vaatamiseks , käskis reisija tule kustuda ning tulistas arvatavalt kärbikpüssist ühe lasu auto esiklaasi .",,,,yes,,yes,
19782246,Kambodžas,Kambodža,puhkema,,in,12355726,Pärast prints Norodom Ranariddhi tagandamist puhkesid Kambodžas relvakokkupõrked ühelt poolt Hun Seni ja teiselt poolt printsi toetavate üksuste vahel .,,location,,yes,,yes,
7985996,Matsallu,Matsalu,kiirustama,,adit,4973547,"Jaano Martin kiirustab koos uue elukaaslasega Matsallu laste juurde , Mare Ots aga sõidab Tallinna , et toeks olla oma 80aastasele emale , kes keeldub kodumajast lahkumast .",,location,LOC,yes,,yes,
5241305,USA-st,USA,avastama,,el,3261241,"TALLINN , 28. aprill ( EPLO ) - Tallinna tolliinspektuuri ametnikud avastasid USA-st postisaadetisega salakaubana Eestisse toimetada üritatud enam kui saja tuhande krooni väärtuses vääriskive .",,location,LOC,yes,"The phrase 'USA-st' refers to the United States as a specific location, hence classified as 'yes'.",yes,
9776847,altarile,altar,ronima,,all,6090800,Üksik nunn ronib trepikesega altarile ning korrastab hommikuse teenistuse järel küünlaid .,,,,yes,"The phrase 'altarile' refers to an altar, which is a specific location within a structure.",yes,
19465909,alaküljelt,alakülg,paistma,,abl,12157374,"Piisab , kui keerata ülespidi mis tahes pillirooleht ja selle alaküljelt paistavad silma kümned ja sajad eri suuruses tillukesed tiivutud putukad .",,location,,no,The phrase 'alaküljelt' refers to a relative direction on an object and not a specific physical location.,yes,
16428867,Ülenurmele,Ülenurme,investeerima,,all,10238107,"Kui investeerime Ülenurmele , ei saa Tartu kunagi suuremaid lennukeid vastu võtta .",,location,LOC,yes,,yes,"The phrase 'Ülenurmele' specifies a location where the investment is directed, so it is classified as an adverbial of place."
12872209,hukatusse,hukatus,vedama,,adit,8022681,"“ No näed , siis vean veel sindki hukatusse . ”",,,,no,The phrase 'hukatusse' was classified as 'no' because it refers to a concept ('ruin' or 'destruction') rather than a specific geographical location.,yes,
4808278,lastehaiglasse,lastehaigla,ootama,,ill,2997765,""" Kõik lapsed , kellel on mingid terviseprobleemid , mille suhtes on vaja nõu saada ja mida lapsevanem loeb , et pole võimalik edasi lükata , neid ootame Tallinna lastehaiglasse Mustamäele Tervise 28 , samuti Kesklinna lastepolikliinikusse , kus töötab samuti traumatoloog ja üldpediaater , kes tegeleb erakoraliste probleemidega , "" ütles Tallinna lastehaigla juhatuse esimees Mall-Anne Riikjärv Aktuaalsele kaamerale .",,location,ORG,yes,,yes,
12015129,lõpuaastaisse,lõpuaasta,võtma,ette,ill,7486278,“ Platoni paberite ” (  Plato's Papers  ) nimitegelane elab Londonis aastal 3700 ja võtab ette ajarännu 20. sajandi lõpuaastaisse .,,time,,no,The phrase 'lõpuaastaisse' refers to a time period (the last years) and does not denote a specific physical location.,yes,
15223402,linnakeses,linnake,tervitama,,in,9482642,33 000 elanikuga linnakeses tervitasid purjetajaid afrobrasiillaste löökpillide orkester ( 80 trummitagujat ! ) ning sajad kohalikud elanikud ja turistid .,,location,,yes,,yes,
2280343,Minskist,Minsk,naasma,,el,1433281,Hiljuti Minskist naasnud kommunistliku partei rahvusvaheliste küsimustega tegeleva Andrei Filippovi väitel usaldab enamus Valgevene rahvast siiralt Lukashenkot .,,location,LOC,yes,,yes,
12818112,kivil,kivi,lamama,,ad,7992041,Samal ajal kui Margit lamas kuival hallil kivil ja lasi päikesel ning mu pilgul puutuda oma nautlevat keha .,,,,yes,,yes,
26290265,eelarvekavas,eelarvekava,olema,ära,in,17104535,"Vot juhatus tohib MTÜ-s teha vaid neid kulutusi , mis on eelarvekavas ära",,,,no,"The term 'eelarvekavas' refers to a financial plan or budget framework, not a location.",no,"The phrase 'eelarvekavas' describes a reference to the budget plan rather than a location, so it is not classified as an adverbial of place."
2926314,Metzi,Metz,jõudma,,adit,1838287,Metzi jõuab Oper täna .,,location,LOC,yes,,yes,
12757391,emamaale,emamaa,valguma,,all,7958702,"Ka neid sadu tuhandeid valgeid prantslasi ( need kuulsad pieds noirs 'mustjalad' ) , kes korraga oma emamaale valgusid , polnud kuhugi panna , neidki põlati ja mõnitati , rääkimata araablastest , kelle vastu ilmselt tunti vimma hoolimata sellest , et paljud , nagu Amidi isagi , olid võidelnud nimelt selle eest , et Alžeeria jääks edasi Prantsusmaa departemanguks , mille koolides lapsed õpivad , kuidas "" meie esivanemad gallialased "" olid heledapäised ja siniste silmadega .",,location,,yes,,yes,
1625874,Tartu-,Tartu,saatma,,adit,1021711,"Rappima on veel liiga pehme sõna väljendamaks seda kahju , mida esmaspäevane äikesetorm koos rahega Tartu- ja Jõgevamaal korda saatis .",,location,LOC,yes,,no,"The phrase 'Tartu-' is part of a compound word and does not specify a location within the context of the sentence; hence, it is not adverbial of place."
10526312,klientidest,klient,tellima,,el,6543390,"On siis põhjuseks kõrge hind või lihtsalt hirm uue tehnika ees , kuid numbrid räägivad selget keelt : kui algselt tellis öise nägemise seadme lisavarustusena ligi 20% klientidest , siis tänaseks on see protsent langenud kümme korda .",,alive,,no,"The word 'klientidest' refers to 'customers', which is not a location and hence classified as 'no'.",no,"The phrase 'klientidest' refers to a group of people and not a specific physical location, so it is not adverbial of place."
16413656,Itaaliasse,Itaalia,lõpetama,,ill,10228512,Eile lõpetas Venemaa president ametliku visiidi Itaaliasse .,,location,LOC,yes,,yes,"The phrase 'Itaaliasse' clearly indicates the destination of the visit and specifies a place, making it adverbial of place."
19199851,Lõuna-Hispaaniasse,Lõuna-Hispaania,plaanima,,ill,11996250,"Peatsed rattatrennid plaanib Välbe Lõuna-Hispaaniasse : « Ilmselt lähen aprilli lõpul , üks sõber ootab seal . »",,,LOC,yes,,yes,
19668385,jõest,jõgi,sõitma,läbi,el,12286782,"Soomaa rahvuspargi lähedal sõitsid autod jõest läbi , samuti rallisid maastikuautod mereranda pidi .",,,,yes,,yes,
125086,suus,suu,käima,ringi,in,73068,Aastatega kokku keedetud elektrilobi käib päev-päevalt hullemini suus ringi .,,,,no,The phrase 'suus' refers to something being in the mouth and not a location in a physical or geographical sense.,yes,
26175633,Mažeikiais,Mažeikiai,puhkema,,in,17031715,Leedus Mažeikiais puhkes eile Baltimaade ainsas naftatöötlemistehases tulekahju .,,location,LOC,yes,,yes,
6819334,vabaduses,vabadus,kauplema,,in,4237340,"Meie tänases tulevikunägemuses elavad üheskoos demokraatlikud riigid , mis saavad üle vanadest vaenudest , mis austavad omavahelisi kultuuri- ja ajaloosidemeid , mis kauplevad vabaduses , austavad üksteist suurte rahvastena ning püüdlevad üheskoos rahu sajandi poole .",,,,no,"The phrase 'vabaduses' refers to a state of being (freedom) and not a physical place, so it is not classified as a location.",yes,
21286377,Julgeolekunõukogus,julgeolekunõukogu,omama,,in,13305599,Ahtisaari pidi kõnelema Hiinas ÜRO Julgeolekunõukogu tulevase resolutsiooni üle - Hiina nagu ka Venemaa on NATO pommitamisretked otsustavalt hukka mõistnud ja omab Julgeolekunõukogus vetoõigust .,,,,no,The phrase 'Julgeolekunõukogus' refers to a governing body or council and not a physical or geographical location.,yes,
21016142,Kuubale,Kuuba,investeerima,,all,13134386,"Igaüks , kes Kuubale investeerib , peab tulevikus sanktsioonidega arvestama .",,location,,yes,,yes,
24514009,ujudes,uju,pesema,,in,15709745,"Kõigepealt pidime karja ajama läbi järve , et nad ujudes end peseksid , siis on hiljem kergem pügada ning vill puhtam .",,,,no,"The phrase 'ujudes' refers to the action of swimming, not a specific place.",no,"The phrase 'ujudes' describes the manner in which the subject performed the action (swimming), not the location, so it was classified as not adverbial of place."
