head_id|form|lemma|verb|verb_compound|morph_case|sentence|sentence_id|timex_tag|ekilex_tag|ner_tag
1133019|finishis|finish|ootama||in|Paarkümmend meetrit enne lõppu pistavad finishis ootavad sakslased kisama .|711569|||
4996083|Eestis|Eesti|harjutama||in|Vigastus tingis plaanide muudatuse , aasta lõpus harjutas Ani Eestis ning sõitis Austraaliasse täna .|3111156||location|LOC
2536119|mastis|mast|rippuma||in|Kristen rippus seitsmekraadise pakasega mitu tundi taburetiga mastis , et kevadel jahti ornungisse ajada .|1594020|||
7222164|sadamasse|sadam|tahtma||ill|Kesklinna sadamasse Admiraliteedi basseini äärde tahaks uue raehoone ehitada arhitektide liit , mis näeb selles võimalust luua sadama juurde uus linnasüda .|4491597||location|
29131339|sus|sina|jooma||in|Juku16: kes sus joob|19468415|||
2084449|Taanis|Taani|põrkama|kokku|in|Kolm inimest sai surma ja üle 20 vigastada , kui Taanis põrkasid eile varahommikul kokku kaks reisijaid vedanud rongi .|1311922||location|LOC
13140184|Coffikus|Coffiku|avama||in|Lastekaitsepäeval avas LHV investeerimispankur  Rain Tamm  Suur-Karja tänaval Coffikus oma fotonäituse lastest , keda ta on pildistanud oma viimase kolme aasta jooksul tehtud reisidel Venezuelasse , Peruusse , Equadori , Argentinasse , Laosesse , Vietnami , Kambodzhasse ja Itaaliasse .|8186525|||LOC
26810874|Vormsist|Vormsi|hankima||el|Praegu hangib saekaater puidu Vormsist ja palkide väljavedu ei korralda .|17488596||location|
16660791|enamikus|enamik|surema||in|Ameerika ihtüoloogide viimaste uurimuste põhjal need kalad , kes alguses küll toibuvat näivad , surevad valdavas enamikus mõne kuu jooksul ikkagi .|10384552|||
8848293|Djurgårdensist|Djurgårdensi|naasma||el|Eesti liiga liidri TVMK ründaja Ingemar Teever naaseb Rootsi meistrivõistlustel esikohta hoidvast Djurgårdensist positiivsete emotsioonidega .|5518956|||
3429781|bussijaamas|bussijaam|jätkuma||in|Pärast avamist jätkub Taisto bussidele piletimüük ka kõrvalasuvas ATP bussijaamas , kinnitas Moor .|2147144||location|
6651751|palvemajja|palvemaja|tungima||adit|Mullu 14. oktoobril tungis näiteks jõuk noori mehi palvemajja Sergijev Possadis Moskva lähistel , rüüstades seda ja pekstes kohalikku imaami .|4132436||location|
8538190|tiimi|tiim|sulgema||adit|Ralf Schumacher sulges kõrvad tiimi korralduse eest ka Prantsuse GP-l , kui ta väitis , et ta raadio ei toiminud .|5321708||alive|
28032669|eelarvesse|eelarve|kasutama||ill|Valitsus kasutab nende rahade tagasitoomisel Põllumajandusministeeriumi eelarvesse legaalseid mooduseid .|18511887|||
6421547|augustiöös|augustiöö|jätkuma||in|Imetlevat õhkamist ja vaimustunud jutuvadinat jätkus augustiöös jalutajatele veel kauaks .|3989411|||
309283|kabinetis|kabinet|süütama||in|Siis süütab ta kabinetis küünlad ning laseb aknast rakette , ise karjudes : “ Au meie firmale ! ”|186174|||
2600066|autorooli|autorool|lubama||adit|Riigikogu alustas diskussioone laialdast vastukaja leidnud liiklusseaduse muudatusettepanekute üle , mis tõstaks Eesti teedel piirkiirust ja lubaks kerges joobes juhte autorooli .|1633315|||
15875808|Estonialt|Estonia|kukkuma||abl|Lõpparuande kuues peatükk põhineb päästeparvedel pääsenud tunnistajate ütlustel ning käsitleb Estonialt merre kukkunud inimestega juhtunut meres ja parvel .|9895738|||LOC
6255810|liikmesriikides|liikmesriik|omama||in|Eesti Ühispank ei oma tütarettevõtjate võrgustikku erinevates EL-i liikmesriikides , seetõttu ei näe ma juristina praegu otsest vajadust SE-ks ümberregistreerimiseks , ?|3884319||location|
24048635|majasse|maja|võtma||ill|"Kui keegi tuleb teie juurde ega too enesega _sama õpetust_ , siis ärge võtke seda oma majasse ja ärge öelge temale : "" Tere tulemast !"|15394900|||
1153770|koduhoovis|koduhoov|süütama||in|Kaks päeva peale kaklust süütasid tundmatud kurjategijad Viimsis Kuulmanni koduhoovis tema kaks sõiduautot .|724332|||
5642546|Esoili|Esoil|saama||adit|Kui me saame koos Svergosega Esoili enda kätte , teeme me Tallinna oma Balti peakorteriks ja oleks loomulik vaadata edasi Venemaaga kauplemise võimalusi , kuid mõlemad meie emafirmad - Texaco ja Norsk Hydro - juba tegutsevad Venemaa turul ja ka Ida-Euroopa riikides .|3504106|||PER
2619851|Budapestis|Budapest|olema||in|Budapestis Rahvusvahelise Korrakaitseakadeemia aastapäeval olnud siseministeeriumi kantsler Märt Kraft ja sisejulgeolekunõunik Jaanus Rahumägi arutasid FBI töötajatega organiseeritud kuritegevuse ja terrorismi vastu võitlemise koostöövõimalusi ja andsid üle ministeeriumi ametlik küllakutse , teatas siseministeerium .|1646127||location|ORG
7959984|töörütmis|töörütm|arenema||in|Sündmused arenesid õmblusmasina töörütmis mitmel eri tasandil , kaadrivahetusi toetasid helis peaaegu igas märulis kasutatavad ruumilised nätakad .|4957746|||
24568103|Väätsalt|Väätsa|sõitma||abl|Samas sõidab Väätsalt skulptuuriga “ Kalevipoeg kündmas ” lahkunud Pajo MMile Kanadasse .|15747237||location|LOC
17853233|kodulinnast|kodulinn|kolima||el|Lordi ainus naisliige , 27aastane Awa kolis aastatuhandevahetusel kodulinnast Porvoost Helsingisse , ta elab üksi .|11145201||location|
17813805|sündmuspaika|sündmuspaik|kihutama||adit|Kedagi ei jäta külmaks , kui tuletõrjekomando või kiirabi sündmuspaika kihutab .|11120201||location|
16330779|Põllumajandusülikooli|Põllumajandusülikool|tooma||adit|Eesti Põllumajandusülikooli on tudengikandidaadid toonud rekordarvu avaldusi : kooli 405 riigieelarvelisele kohale on nelja päevaga esitatud 1263 avaldust ( mullu 970 ) .|10178412|||ORG
26045945|elusse|elu|tahtma||ill|Lõpetada tahaks ühe väikse kõrvalepõikega elusse enesesse .|16945841|||
18973239|kohalt|koha|paistma||abl|Ketta 41.95 oli Ameerikas just seda ala harjutanule hull altminek , taas paistis maailm 12. kohalt .|11855471|||
2333856|eelarveprojektis|eelarveprojekt|puuduma||in|Praeguses eelarveprojektis puudub selle seaduse rakendamiseks sada miljonit krooni .|1466481|||
11529003|romaanides|romaan|levitama||in|Jagades Sartre'i ja Camus' arusaamu “ angazheeritud kirjandusest ” , levitas ta filosoofilisi ideid ka oma ilukirjandusliku loomingu kaudu romaanides “ Mandariinid ” ( 1954 ) , “ Kohusetundliku tütre mälestused ” ( 1958 ) .|7167564|||
1326653|Piusasse|Piusa|olema||ill|Võru politseiprefektuuri korrapidaja sõnul sõitis Lauri ( 19 ) oma Ford Sierraga mõnisada meetrit sõiduteel paralleelselt rongi kõrval ja keeras siis äkki jaama lähedal raudteeülesõidukohal Piusasse teel olnud Edelaraudtee reisirongile ette .|831800||location|LOC
13557202|populaarkultuuris|populaarkultuur|omama||in|Mu salamisi sugenev väide selle teooriaga tutvudes oli esmapilgul solvav - et rock pole Eesti populaarkultuuris mingit sisulist kaalu omanud , et kogu siinne muusika on rockist tõrksalt mööda vaadanud .|8458789|||
12036537|maailma|maailm|pöörduma||adit|maailma pöördub ta lakkamatult|7497997|||
2464576|Floridasse|Florida|jääma||ill|Sirje sõitis üksi Eestisse , pere jäi Floridasse .|1548883||location|ORG
14771656|arenguteele|arengutee|kerkima||all|Siimanni poliitika eduvõimalused oleksid paremad , kui Eesti arenguteele poleks kerkinud maailma üldise majanduslanguse ja Vene kriisiga seonduvad probleemid , mille lahendamine nõuab usaldust ja otsusekindlust .|9190660|||
10955013|keskosas|keskosa|süttima||in|Viimati juhus nii ränk õnnetus 1982. aasta juulis , mil turismibuss maa keskosas Beaune'i lähedal põlema süttis ning hukkus 53 inimest , neist 44 lapsed .|6809178|||
21580659|Finantsraskustes|finantsraskus|maksma||in|Finantsraskustes Brann maksis Leedu koondislase eest 1 miljon Norra krooni ehk ligi 2 miljonit Eesti krooni .|13492596|||
1628375|Norrasse|Norra|saama||ill|""" Pidevalt küsitakse infot , kuidas ja millal Norrasse tööle saab ."|1023414||location|LOC
9476474|kiirtoidurestoranis|kiirtoidurestoran|sööma||in|DAYTON , 25. aprill ( AP-EPLO ) - USAs Ohios leidis kiirtoidurestoranis söönud mees oma võileivast tüki nahka , see võib kuuluda restorani mänedžerile , kes lõikas endale kogemata sõrme ja tema pöidlalt tulnud nahk võis jääda salatilehtedesse .|5903337||location|
14924750|spordisaalis|spordisaal|harjutama||in|Praegu harjutavad lapsed näidendit kooli spordisaalis ja auditooriumis , aga detsembris oleks direktori hinnangul vaja juba suurel laval proove teha .|9290511||location|
16320890|Boliivias|Boliivia|sündima||in|Che Guevara sündis 14. juunil 1928 Boliivias .|10172368||location|LOC
22689103|maakonnas|maakond|askeldama||in|« Kõiki meie murdmaasuusatajaid toitlustab väike restoran , mis asub suusastaadionist 500 meetri kaugusel , » ütles Eesti Torino-delegatsiooni juht Martti Raju , kes juba viis päeva olümpiaregioonis ehk Piemonte maakonnas askeldab .|14292010|||LOC
3764091|arveraamatus|arveraamat|leiduma||in|Tallinna rae arveraamatus leidub alates 1484. aastast sissekandeid , et preestrite asendajad ehk vikaarid on saanud iga-aastaseid makse .|2349265|||
21228527|alaossa|alaosa|saama||adit|Kuulihaava paremasse jalga saanud tartlane Aleksander ( 25 ) sõitis enne politsei saabumist lähedalasuvast taksopeatusest taksoga Mustamäe haiglasse ja kuuli kõhu vasakusse alaossa saanud narvalase Aleksandri ( 25 ) viis Mustamäe haiglasse oma autoga tema sõber .|13268621|||
14166499|büroolaual|büroolaud|lamama||ad|Ürbi üle pea tõmmanud , lamab Nikyas näoli büroolaual .|8821711|||
11199901|kultuurimajas|kultuurimaja|juhatama||in|Ehanõmme talu peremeest mängis Valgamaa kutsekeskuse emakeeleõpetaja Kalju Mugu , perenaist pensionär Asta Mäeorg , kes juhatab Tõrva kultuurimajas estraadiringi ja on laiemalt Tõrva Tildena tuttav .|6970735||location|
24427593|koormast|koorem|pääsema|välja|el|Osa sigu oli kolme korrusega koormast välja pääsenud , nad olid šokis ja vaevlesid päikese käes .|15655038|||
14427957|kaotuselt|kaotus|kulgema||abl|Valloonide ja teiste germaani vabatahtlike traagiline lahingutee kulges läbi meeleheitlike võitluste kaotuselt kaotusele ja taandumiselt taandumisele .|8973942|||
10750475|erapraksises|erapraksis|omama||in|Arstina omab kogemusi erapraksises , õpetamises , meditsiini-alases nõustamises ja meditsiinipersonali juhtimises nii haiglates kui ka eraettevõtetes .|6681895|||
11828147|julgeolekust|julgeolek|võtma|kaasa|el|Ta võttis kellegi julgeolekust kaasa ja hakkas siiapoole tulema .|7369812|||
22719573|köögis|köök|lõhkema||in|""" Aga nüüd pean ma küll minema , mul on täna igavene rutt - meil köögis lõhkes veetoru ja mu mees hoiab oma sõrme augu ees , kuni ma torulukksepa toon ! """|14311494|||
5540562|kanuudesse|kanuu|istuma||ill|Seejärel istuvad matkajad kahekaupa kanuudesse ning kaapavad mööda jõge allavoolu .|3441536|||
3626956|Abhaasias|Abhaasia|peetuma||in|Bassajev omandas laialdase tuntuse 1995. aasta juunis toime pandud ulatusliku pantvangide võtmise operatsiooniga Budjonnovskis , kuid ta etendas juhtivat rolli ka aastail 1992-1993 Abhaasias peetud lahingutes Gruusia keskvalitsuse vastu .|2265605||location|LOC
755517|Jaapanis|Jaapan|pidama||in|Ometi ei pea Häkkinen tähtsamaks esikohta Jaapanis , vaid hoopis Kanadas .|480953||location|LOC
14246034|Belgradis|Belgrad|ründama||in|Pärast seda kui NATO lennukid “ bambusesse panid ” ehk Belgradis eksikombel Hiina saatkonnahoonet ründasid , on ilmselge , et õhurünnakud kui sõjaline strateegia ei ole mitte ainult ebaefektiivne , vaid koguni kahjulik NATO mainele .|8866843||location|LOC
20602397|punktidest|punkt|olema|ära|el|« Maret oli esimestest punktidest alates tujust ära .|12879893|||
478095|Gdanskis|Gdansk|toimuma||in|Juunis 1992 toimus Gdanskis Kassuubi Kongress , üldteemaga “ Kassuubide tulevik ” .|304811|||ORG
10882549|EAS-is|EAS|käima||in|Elcoteq Tallinn ei ole seni EAS-is toetusi küsimas käinud .|6764327|||ORG
6632724|kohast|koha|varastama||el|Möödunud neljapäeval ja reede öösel varastasid kurjategijad mitmest kohast Tartu maantee rekonstrueerimise tõttu pingeta jäänud trammi kontaktliini .|4120559|||
415963|raudkapist|raudkapp|võtma|välja|el|Need kümmekond hallil paberil  nota  't , mis ta nüüd sealtsamast raudkapist välja võtab ja puldile enda ette ritta laob : Rootsi Johan III-nda kiitus .|263561|||
20597653|foorumites|foorum|toimima||in|Erialastes foorumites toimib sageli moderaatorile solvangutest teatamise kord .|12876652|||
2087069|haigekassakaarti|haigekassakaart|pidama||adit|Töökohast saadud haigekassakaarti ja palgast sotsiaalmaksu maksmist pidas piisavaks kulutuseks ära löödud küünarnukist traumatoloogi juurde vett välja imema tulnud Dmitri Martshenko .|1313448|||
9360268|vihmametsadest|vihmamets|naasma||el|Kuidas aga koalitsioonikriis ka ei kulgeks , vihmametsadest naasnud president Schusteril terendab silmapiiril juba uus väljakutse .|5832831||location|
29855462|fotokauplusest|fotokauplus|varastama||el|californication: Viini fotokauplusest digitaalkaamera varastanud mehed unustasid kuriteopaigalt pagedes oma fotod kaasa võtta.|20981263|||
828414|Sindis|Sindi|avama||in|31. märts Tolaram Group avab Sindis tekstiilivabriku Qualitex .|525591||location|LOC
24410195|fraasis|fraas|puuduma||in|» Ses viimases fraasis puudub kibedus .|15644761|||
27328763|andmekogusse|andmekogu|saama||ill|2 ) andmesaajatele , kes saavad rahvastikuregistrist andmeid nende poolt peetavasse andmekogusse või väljaantavatesse dokumentidesse kandmiseks ;|17942494|||
28524512|Roomas|Rooma|tegelema||in|Astroloogia on huvitav nähtus , eriti kui jälgida tema ajalugu , tema kohanemist eri ajastute ja kultuuridega ja tema hämmastavat elujõudu - võrreldes teiste antiikaja auväärsete ennustuskunstidega , nagu ennustamine ohvriloomade maksa järgi ( hepatoskoopia ) , lindude lennu järgi ( sellega tegelesid Roomas augurid ) või välkude järgi ( selle ala spetsialistid olid fulguraatorid ) .|18887612||location|LOC
7982180|koridoris|koridor|jagama||in|Neile jagab koridoris teadmisi juba komisjonile esinenud tütarlaps .|4971080|||
23827280|riiki|riik|võtma|kaasa|adit|Peale ministeeriumi kantsleri Annika Velthuti võttis Reiljan eksootilisse riiki kaasa ka oma abikaasa Anne .|15254938|||
23491559|Dagestanis|Dagestan|lõhkema||in|Dagestanis Buinakskis lõhkes sõjaväeelamu juures võimas autopomm , hukkus 64 inimest .|14974616||location|
13012557|kändu|känd|jääma|kinni|adit|""" Kõige hullemad on toored kännud , "" ütles Smitt , kelle sõnul jääb niiduki tera kändu kinni ning pidurdab oluliselt lõikuri liikumist ."|8108817|||
1130619|liftis|lift|pussitama||in|Kaks tundmatut kurjategijat pussitasid kolmapäeval Tallinnas Koplis liftis meest .|710143|||
23740613|versioonides|versioon|käima|ringi|in|Varasemates versioonides käis päris palju see ringi ekslemine närvidele .|15203157|||
3056811|rööbastele|rööbas|naasma||all|Otsa kihutanud auto tõttu kolmapäeva hilisõhtul Lasnamäel teelt välja vastu majaseina paiskunud tramm naaseb rööbastele uuel aastal , sest enne juurdluse lõppu ei julge trammipark ühissõidukit oma raha eest remontima hakata .|1918465|||
14997896|esinemispaikades|esinemispaik|tutvustama||in|Pealinna esinemispaikades tutvustavad endi kultuuri vene , valgevene , ukraina , tatari , korea , leedu , läti , tshuvashi , armeenia , juudi , kasahhi ning usbeki ühingute liikmed .|9337735|||
820169|Malaisias|Malaisia|olema||in|Vormel 1 MM-võistluste eelviimasel etapil Malaisias ülivõimsalt kiireimad olnud Ferrarid diskvalifitseeriti tehnilistele nõuetele mittevastavuse tõttu ja Mika Häkkinen kuulutati etapi võitjaks .|520543||location|LOC
25778206|hinges|hing|kaevama||in|optimist 01:34 Mis mure küll su hinges kaevab ?|16751853|||
1520048|Leetu|Leedu|sõitma|tagasi|adit|Esiliiga mullune resultatiivseim mängija Rauckis sõidab Leetu tagasi .|954374||location|LOC
9533495|löömingus|lööming|tulistama||in|TALLINN , 29. juuli ( EPLO ) - Soomes Laitila Ranta talus maasikahooaja lõpupeol puhkenud löömingus tulistas 31aastane eestlane jahipüssist peole kontvõõraks tulnud Eesti ehitusmeeste maasturit , kus istus kaks inimest , kirjutab SL Õhtuleht .|5938819||event|
4861129|Patareis|patarei|nappima||in|Samuti napib Patareis haigla jaoks kohaldatud ruume .|3030526|||ORG
22617738|Kohilas|Kohila|juhtuma||in|Teine pussitamine juhtus Raplamaal Kohilas , kus kaks meest , 30-aastane ja 33-aastane , läksid kallale 62-aastasele mehele ning üks kallaletungijaist lõi talle noaga selga .|14248019||location|LOC
1648079|kubermangugümnaasiumis|kubermangugümnaasium|levitama||in|Tuleb vaid ahhetada sügavalt filosoofilise filoloogiahariduse üle , mida Napoleoni eest põgenenud saksa professorid Riia kubermangugümnaasiumis levitasid .|1035926||location|
12230928|kandidaatriikides|kandidaatriik|arenema||in|Teiselt poolt on selge , et ka kandidaatriikides arenevad vaidlused kas valitsuskoalitsioonide , survegruppide või lihtsalt veel kujundamata poliitikate tõttu .|7624288||location|
3424155|tervishoiuametisse|tervishoiuamet|esitama||ill|Pärast kohtuprotsessi esitas Texase inimõiguste grupp CCHR kaebuse osariigi tervishoiuametisse ja väitis , et Yates sai viletsat psühhiaatrilist ravi .|2143600|||
29856923|tln'sse|tln|kaduma||ill|Liisz: õu ... kao tln'sse selle plaadiga nah ... ma lasen arvutisse :P|20984440|||
3354856|eelarvesõjas|eelarvesõda|ootama||in|Riigikogu opositsiooni esindajad ootavad valitsuselt eelarvesõjas järeleandmisi .|2101929|||
4369431|Melbourne'is|Melbourne|võistlema||in|Täna võistlevad Melbourne'is 50 m rinnuliujumises Martti Aljand ja Martin Liivamägi ning 200 m vabadistantsil Elina Partõka ja Maria Albert .|2724057||location|LOC
3111969|Toidutares|toidutare|jooma||in|Tema sõnul jõi reede öösel kauplust valvanud mees varguse hetkel juhuslikult Toidutares kohvi .|1952318|||
213672|küljeluus|küljeluu|säilima||in|Leitud küljeluus imeväel säilinud koetükike võimaldas analüüsida seda omanud isendi kromosoomide garnituuri .|127584|||
193027|Kremlis|Kremli|olema||in|Kui EK(b)P Keskkomitee I sekretär Nikolai Karotamm 1949. aasta kevadel oli Kremlis aru andmas kollektiviseerimise edenemisest Eestis , päris Stalin Eesti parteijuhi üllatuseks : “ Nikolai Georgijevitsh , kas Te olete lugenud Gans Leberechti romaani “ Valgus Koordis ” ? ”|114901|||ORG
12076093|esikus|esik|ajama||in|Kujutage ette , et need kaks meest , kes teie esikus segast juttu ajasid , lepivad seejärel teie selja taga kokku , kummale neist teie korter jääb , ning nimetavad seda veel džentelmenide kokkuleppeks !|7520019|||
24943116|alamrubriigis|alamrubriik|puuduma||in|kujunduse ja otstarbe tõttu puuduvad neil kaupadel mänguasja või punktide 2-5 puhul nuku põhiomadused ; punktides 1 , 2 ja 3 , 4 , 5 ja 6 nimetatud tooteid ei ole seetõttu grupi 69 märkuse 2 punkti f , grupi 39 märkuse 1 punkti q , grupi 44 märkuse 1 punkti o või XV jao märkuse 1 punkti m kohaselt gruppidest 69 , 39 ja 44 või XV jaost välja jäetud ; punktis 6 nimetatud tootel puuduvad siiski Tollikoostöö Nõukogu nomenklatuuri selgitavate märkuste alamrubriigis 8306 A nimetatud pisi- või seinakaunistustega samalaadsete sisekujunduses kasutatavate dekoratiivesemete omadused ;|16052939|||
1620539|Hamburgis|Hamburg|avama||in|Juba 1. minutil avas baierlane Paulo Rink Hamburgis skoori .|1018036||location|LOC
1274543|Stockmannis|Stockmann|korraldama||in|Tema sõnul korraldas Kristiine Keskus kohe pärast Stockmannis toimunut keskuse suuremate rentnike ning turvafirma koosoleku , et analüüsida tegevuskava selliste olukordade vältimiseks .|799028|||ORG
20591557|sõjaväe-osast|sõjaväe-osa|varastama||el|Kaks Gruusia politseinikku ja põgenik Abhaasiast varastasid riigi keskosast sõjaväe-osast maa-õhk-tüüpi raketi .|12872846|||
892825|Vilniusse|Vilnius|naasma||adit|Vilniusse naasevad president ja Leedu delegatsioon reede pärastlõunal .|564442||location|LOC
17590068|otsas|ots|seiklema||in|Enne õigele teele jõudmist lohutame rühma eksinud tudengeid , kes enda arvates hoopis Põhja-Kõrvemaa teises otsas seiklesid .|10982461|||
1172628|stiilis|stiil|omama||in|Meie kutsujaks oli Sir David Roche , kelle perekond omab saarel asuvat keskaegses stiilis Norris Castle it .|735985|||
11979408|korvtoolides|korvtool|jooma||in|Astume köögiuksest palkonile , kus mitu vanamoodsate kübaratega daami korvtoolides kohvi joovad .|7462498|||
6229526|liidus|liit|tutvustama||in|Me tutvustame uues liidus oma kaasavara .|3867855|||
5380910|karbis|karp|säilima||in|Austrid säilivad kinnises karbis nädal aega ning süüakse kohe pärast avamist .|3345495|||
5713504|oblastites|oblast|sõitma|ringi|in|Kümme päeva sõitis Vene Tsheljabinski , Sverdlovski ja Gorki oblastites ringi Eesti majandusdelegatsioon , kes tutvustas siinseid transiidivõimalusi .|3548047|||
12581238|revideerimises|revideerimine|jälgima||in|Ühe liinina varasemate taotluste revideerimises jälgib kunstnik protsessi kulgemist .|7852727|||
9090301|varjust|vari|voolama|välja|el|Igal Coca-colal on ka oma kali , mis ootamatult varjust välja voolab ja treenitud marketingigurude säravad kingad märjaks teeb .|5667652|||
28719169|demokraatiasse|demokraatia|olema||ill|Eesti demokraatiasse on tekkimas uus meetod : palve ja vist ka palvetamine , sest mitte ainult ajakirjandus ja mitte ainult ärimeeste organisatsioonid , mitte ainult ametiühingud ja teised olukorraga rahulolematud ühiskondlikud jõud ...|19029661|||
21141111|Gstaadis|Gstaad|peetuma||in|"Kuid tegelikult peame väga rahul olema , "" hindasid Kristjan Kais ja Rivo Vesik etteastet Šveitsis Gstaadis peetud maailmameistrivõistlustel ."|13214594|||
25518344|Edmontonis|Edmonton|tervitama||in|Edmontonis meeste odaviske kvalifikatsioonivõistluste eel tervitas soomlane Juha Laukkanen sakslast Boris Henryt Hitleri kombel - kaks näppu vuntsideks nina all ja teine käsi uhkelt ees .|16547343||location|LOC
16989957|aastaplaani|aastaplaan|sulgema||adit|Uksed suleb A äidab ainuisikuliselt BMG Eesti aastaplaani , kuid nende lauluväljaku kontsert vihma tõttu palju kuulajaid kohale ei meelita .|10599331|||
16271630|Brühlis|Brühl|juhtuma||in|Saksamaal Brühlis ööl vastu pühapäeva juhtunud raudteeõnnetus on viinud elu kaheksalt inimeselt .|10142403|||LOC
3669780|Kõigil|kõik|vedelema||ad|"Kõigil vedeleb ju midagi pööningul , lisaks on ka päästeamet pööningute kontrollimise ette võtnud , "" ütles Pisike ."|2291989|||
18081442|telefoni-|telefon|avanema||adit|rton tundis Kati puhul sama , avanes telefoni- ja reisifirmadel võimalus alustada nende arvel rikastumist .|11282536|||
4647535|tennisekeskuses|tennisekeskus|harjutama||in|Ligi nädala vältel harjutas Kanepi tuntud Rootsi tennisekeskuses oma uue treeneri Magnus Larssoniga .|2898471|||
1671686|Austraaliast|Austraalia|emigreeruma||el|1959. aastal emigreerus Kalejs Austraaliast USA-sse , kus 1993. aastal tunnistas Chicago apellatsioonikohus , et Kalejs oli juhatanud Salaspilsi surmalaagris tuhandeid inimesi hävitanud kompaniid .|1051032||location|LOC
5228230|osariigis|osariik|peatuma||in|Buss peatus Assami osariigis Gossaigaoni linnas , et reisijad saaksid väljuda , kui pomm plahvatas , ütles kohalik administraator A.K. Bhutani .|3253635||location|LOC
1597060|võrku|võrk|laskma||adit|Läinud nädala kolmes mängus lasi Aubin oma võrku vaid kaks litrit ning Penguins sai kaks võitu ja ühe viigi .|1002800|||
3912645|millest|mis|rändama||el|17. jaanuaril avatakse Tallinna Kunstihoones John Smithi järjekordne suur ühisnäitus , millest märkimisväärne osa rändabki suve hakul Veneetsiasse .|2440084|||
7762949|liiklussõlmes|liiklussõlm|peatuma||in|Plahvatus toimus öösel kell 3.07 kohaliku aja järgi , mõni minut pärast seda , kui Punest Jammusse suundunud kiirrong oli peatunud Põhja-India tähtsas liiklussõlmes , Punjabi osariigi pealinna Chandigarhi lähistel Ambala jaamas .|4834929||location|
15395408|sotsiaalküsimustes|sotsiaalküsimus|vestlema||in|Minuga on vangla administratsiooni töötajad seitsme aasta jooksul sotsiaalküsimustes vestelnud ehk viis korda , mingit “ sotsiaaltööd ” ma ei mäleta .|9592102|||
8440742|liinibussis|liinibuss|pidama|kinni|in|Lõuna politseiosakonna autopatrull pidas selles teos kahtlustatavana liinibussis number 17 kinni Valeri ( s. 1965 ) , kes paigutati arestimajja .|5261918|||
19638566|džässihelides|džässiheli|arenema||in|Kuid alles õhtul rannahotellis sobivad tantsupõrandal esimesed suvetutvused , mis arenevad hiljem kuursaali džässihelides ja lõpevad valgete öödega .|12267467|||
25515593|Pornonäljas|pornonälg|võimutsema||in|Kui mahub : Pornonäljas poisid võimutsevad netipunktis|16545603|||
7777035|ametisse|amet|olema||ill|""" Võtaksime politseinikke meelsasti tööle , kuid erilist tungi sellesse ametisse ei ole , "" tõdes Moora ."|4843964|||
11208925|vestis|vest|askeldama||in|Kirbuturu leti taga askeldas kollases vestis Lions-mees , kes lähemal vaatlusel osutus kohtunik Aare Kaldmaaks .|6977118||location|
4468522|sööklas|söökla|süttima||in|Päästekeskuse pressiesindaja ütles Päevaleht Online'ile , et kuigi kooli sööklas süttinud elektrikilp sai tugevalt kahjustada , tuli sellest edasi ei läinud .|2786592||location|
10373243|Rumeenias|Rumeenia|juhtuma||in|Nagu juhtus Rumeenias Nicolae Ceaucescuga .|6451548||location|LOC
22697349|Tamsalus|Tamsalu|pussitama||in|Laupäeva õhtul kell 19.30 pussitas tundmatu kurjategija Tamsalus Ääsi tänava korteris 30aastast Konstantini , kes viidi ravile Tartu Maarjamõisa haiglasse .|14296943||location|LOC
15971179|naistesse|naine|võtma|kaasa|ill|Kuulge , mul on oma pojaga raskusi , võtke ta endaga naistesse kaasa ja tehke tast mees . ”|9955945||alive|
1365403|Pireusest|Pireus|väljuma||el|115meetrine parvlaev väljus Pireusest ja pidi sõitma vahepeatustega mitmel saarel Samosesse vastu Türgi piiri .|857313||location|LOC
5169531|Liibanonis|Liibanon|olema||in|1985. aastal vabastas Iisrael 1150 palestiinlast , et saada tagasi kolm Liibanonis vangis olnud sõdurit .|3218302||location|LOC
572483|lühiartiklis|lühiartikkel|tutvustama||in|“ Päevaleht ” tutvustas 1928. a. anonüümses lühiartiklis S. Undsetit seoses Nobeli auhinna määramisega .|369609|||
19234652|toidus|toit|sööma||in|Kuid rinnapiim ei väldi ega ravi ühtki allergikut , kui lapse ema sööb ise toidus ohtralt nn. vitamiine mitmesuguseid köögi- ja puuvilju , mis rinnapiima kaudu allergiseerivad last .|12017737|||
4445855|kasiinodesse|kasiino|investeerima||ill|Ega EAÕK ometigi kasiinodesse ei investeeri ?|2772267||location|
22130288|kõrvalhoones|kõrvalhoone|tegelema||in|Parapsühholoogiaga tegeleb Albert kahes väikeses kõrvalhoones , mis kujundatud tervisekeskuseks .|13878363||location|
19505305|Washingtonis|Washington|kohtama||in|""" Kohtasin teda Washingtonis , kui ta oli juba poolsurnud ."|12182918||location|LOC
20977100|klubis|klubi|ründama||in|23aastase naise avalduse järgi ründas tundmatu naine teda ööl vastu 11. detsembrit Edise küla klubis .|13110603|||
17383524|järvest|järv|saama|välja|el|Vesi oli meeldivalt soe , nii et kui järvest välja saime , olid meil kõhud päris tühjad .|10854452|||
21635062|ametiautost|ametiauto|sõitma||el|Järvamaa omavalitsustes sõidab praegu 27 suhteliselt odavat autot Eesti riigi ligi 5000-st avaliku sektori ametiautost .|13527608|||
