verb,verb_compound,morph_case,classification2,sentence_id,head_id,head_loc,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,is_org,is_abstract
rippuma,,ad,UNK,1875647,2987549,9,palju,paljudel,"Topise siseelundid koosnesid samuti kaltsupoe rõivastest , millest paljudel rippusid küljes paarikroonised hinnasildid .",,,,no,"The phrase 'paljudel' refers to many of something but does not indicate location, so it is not adverbial of place.",no,no,no,no,no
rippuma,,ad,UNK,9034968,14526725,6,maastikumaa,maastikumaal,"Minu mereäärse hüti seinal ripub maastikumaal , millel on kujutatud üldistatud vormiga järve ja järveäärset metsa .",,,,no,"The phrase 'maastikumaal' refers to a landscape painting, which is an object and not a place, so it is not classified as an adverbial of place.",no,no,no,no,no
rippuma,,ad,UNK,3407180,5483881,1,üks,ühel,ühel neist ripuvad koguni õnnelike ja puhanud liikmete pildid seina peal .,,,,no,"The phrase 'ühel' refers to one of the objects but does not indicate a place, so it is not an adverbial of place.",no,no,no,no,no
rippuma,,ad,UNK,6148088,9868320,1,Maa,Maal,"Maal rippus toona tema kabineti seinal ja ta sai selle lahkudes endale , "" ütles Künnapas .",,,,no,"The phrase 'Maal' refers to a painting and not a location, so it is not adverbial of place.",no,no,no,no,no
seisma,,el,loc,6196076,9949627,19,arutelu,aruteludest,""" Uuestisündinu "" usk on emotsionaalne , selles peitub vaen intellektuaalsuse vastu - ning see seisab kaugel teoloogilistest aruteludest .",,,,yes,,,,,,
seisma,,el,loc,11123649,17819639,10,küla,külast,Saatuse tahtel seisid sel varasel hommikutunnil kõrvalteel viissada meetrit külast Žiguli ja mootorratas .,,,,yes,"The phrase 'külast' indicates a physical location ('from the village'), so it is classified as an adverbial of place.",,,,,
seisma,,el,loc,669013,1063707,14,keskaeg,keskajast,"Eesti vanimal maakirikul Ridalas on ajaloos vedanud , sest see on muutumatuna seisnud keskajast peale .",,time,,no,"The phrase 'keskajast' refers to a time period ('since the Middle Ages') and not to a location, so it is not adverbial of place.",yes,no,no,no,yes
seisma,,el,loc,8220501,13191453,5,netiavarus,netiavarustest,"Eelkõige neile , kes netiavarustest kaugemal seisavad .",,location,,yes,,,,,,
seisma,,el,loc,11873551,18999736,16,molekul,molekulidest,"Näiteks avastusest , et ka kobras ja kurg seisavad koos nendest samadest kardetud ja arusaamatutest molekulidest .",,,,yes,,,,,,
seisma,,el,UNK,5163200,8283491,6,ilm,ilmast,"Avamispäeval seisid külmast ja tuulisest ilmast hoolimata Pirital , Eesti Näituste paviljonide uste taga tuhanded ehitushuvilised külastajad .",,,,no,The phrase 'ilmast' is not an adverbial of place because it refers to weather conditions rather than specifying a location.,no,no,no,no,no
seisma,,el,UNK,7759518,12439721,7,juulileping,juulilepingutest,"Kui Eesti soovib kõiki - ka juulilepingutest väljaspool seisnud erusõjaväelasi ja kaagebeelasi - siia elama jätta , siis on see selgelt ohtlik nii tema kui tema liitumise puhul ELiga ka Euroopa julgeolekule .",,,,no,"The phrase 'juulilepingutest' refers to agreements rather than a location, so it is not adverbial of place.",no,no,no,no,no
seisma,,el,UNK,6927519,11132684,16,mõte,mõtetest,"Mina ise eelistaksin määratlust , mille järgi kultuur on terviknähtus , mis seisab koos meie mõtetest , neist kantud hoiakutest ja väärtushinnangutest , samuti eelnevatest otsusest , tegudest ja nende tulemustest .",,,,no,The phrase 'mõtetest' was classified as not adverbial of place because it refers to thoughts rather than a physical location or spatial concept.,no,no,no,no,no
seisma,,el,UNK,161172,268206,17,huvi,huvidest,"Meri andis survele järele ning “ lootes , et riigi huvid seisavad kriitilistel aegadel kõrgemal erakonna huvidest ” kirjutas ta Riigikogu kõnetoolis valitsusliikmete ametissemääramise paberitele alla .",,,,no,"The phrase 'huvidest' was classified as 'no' because it refers to 'interests,' which are abstract concepts, not places.",no,no,no,no,no
seisma,,el,UNK,7915322,12678017,3,männilaud,männilaudadest,"Heledal peitsimata männilaudadest riiulil seisis terve hulk isesuguseid puujuurtest ja okstest "" skulptuure "" : rõngasse tõmbunud madu , pea püsti , mürgikeel suust väljas ; hüppehoos konn ; ühel jalal seisev , end nokitsev kurg ja veel mitu-mitu omapärast vigurit , millele ma kohe ei osanud nime anda .",,,,no,"The phrase 'männilaudadest' indicates the material the shelves were made of rather than a location, thus it is not an adverbial of place.",no,no,no,no,no
sisaldama,,el,loc,503604,792233,8,lääs,läänest,""" Pärast müüre "" sisaldab mõistagi kõike läänest õpitut , kuid keerab viimasele paar vinti peale .",,location,,yes,,,,,,
sisaldama,,el,loc,2409436,3863012,25,pala,palast,"Viimase 30 aasta salvestustest välja valitud materjal sisaldab Rendi sõnul kogu eesti koorimuusika ajalugu alglätetest kuni tänapäevani , alates esimesel laulupeol kõlanud Aleksander Kunileiu palast "" Mu isamaa on minu arm "" kuni Erkki-Sven Tüüri , Arvo Pärdi ja Raimo Kangro lauludeni , Veljo Tormisest rääkimata .",,,ORG,yes,,,,,,
sisaldama,,el,loc,17911616,27301786,5,amet,ametitest,"Nimetatud paragrahv sisaldab loetelu ametitest , millesse valitud isikud peaksid peatama oma kuulumise kohalikesse volikogudesse .",,,,yes,"The phrase 'ametitest' refers to positions or offices, which can imply a location where these roles are situated, and thus it is classified as an adverbial of place.",,,,,
sisaldama,,el,loc,11331920,18160156,8,ideoloogia,ideoloogiast,Tema figuraalkompositsioonid sisaldavad kõikvõimalikke müüte alates nõukogude ideoloogiast ja lõpetades dürerlike metafooridega .,,,,yes,,,,,,
sisaldama,,el,loc,14541907,22987948,9,paralleel,paralleelist,"1  Sisaldab alamjaotusi 29 , 30 ja 31 põhja pool paralleelist 59° 30' .",,,,yes,,,,,,
sisaldama,,el,UNK,9288477,14921548,7,devalveerumine,devalveerumisest,"Hoolimata “ sõltumatu filmi ” väidetavast devalveerumisest , sisaldas Mannheimi programm siiski peamiselt traditsioonilist arusaamist “ sõltumatust mõtlemisest ” .",,,,no,"The phrase 'devalveerumisest' indicates a process or change rather than a physical place, so it is not adverbial of place.",no,no,no,no,no
sisaldama,,el,UNK,14229422,22603127,4,lõige,lõikest,"Šokolaaditooteid , mis lõikest 1 lähtuvalt sisaldavad muid taimseid rasvu kui kakaovõi , võib turustada kõigis liikmesriikides , kui nende artikli 3 kohaseid märgiseid täiendatakse järgmise selgesti nähtava ja loetava selgitusega : “ sisaldab lisaks kakaovõile muid taimseid rasvu ” .",,,,no,"The phrase 'lõikest' refers to a legal or textual section, not a physical location, and thus it is not adverbial of place.",no,no,no,no,no
sisaldama,,el,UNK,12669642,20272260,7,hitt,hittidest,"Kontsert sisaldab endas enamiku Turneri tuntumatest hittidest , mitte ainult viimase heli-plaadi meeleolult suhteliselt keskpäraseid lugusid .",,,,no,"The phrase 'hittidest' does not indicate a location or place, hence it is not classified as an adverbial of place.",no,no,no,no,no
sisaldama,,el,UNK,6829911,10989917,9,sein,seinast,"Mõttepähklite selektsioon tehti põhimõttel , et kogum sisaldaks seinast seina küsimusi - täpselt nagu "" Mnemoturniiri "" saateski aegade jooksul põhimõtteks on olnud .",,,,no,"The phrase 'seinast' refers to a source or comparison but not to a location in this context, so it is not adverbial of place.",no,no,no,no,no
sisaldama,,el,UNK,9417225,15121269,1,,Nullist,"Nullist kümne milligrammini sisaldasid nitriteid AS Nõo Lihatööstuse rulaad Mõnus ( 6,5 mg/kg ) , sama firma rulaad Nõo ( 6,4 mg/kg ) , Valga liha- ja konservitööstuse vürtsisealiha ( 5,9 mg/kg ) , Lihameistri Ranniku sink ( alla 5 mg/kg ) , Talleggi salaami Ranna ( 8 mg/kg ) , AS Adavere Lihatööstuse Kuningavorst ( 6,4 mg/kg ) ning Tarva LT keeduvorst shampinjonidega ( 5,6 mg/kg ) .",,,,no,"The phrase 'Nullist' refers to an origin or starting point but not a specific location, so it is not classified as an adverbial of place.",no,no,no,no,no
soovitama,,el,loc,14837972,23333388,1,tolm,Tolmust,"Tolmust soovitan siiski ennem puhtaks teha , kuna see võib kriipida .",,,,yes,,,,,,
soovitama,,el,loc,6592523,10608041,2,muuseum,Muuseumidest,""" Muuseumidest soovitame lastele Tallinna linnamuuseumi , Tallinna tehnika- ja teaduskeskust , lastemuuseumi ning Eesti kunstimuuseumi filiaale , "" ütles ettevõtlusameti turismiosakonna spetsialist Mari Viiras .",,location,,yes,,,,,,
soovitama,,el,loc,12317720,19721135,1,Maciulait,Maciulaitist,"Maciulaitist soovitas Deltale Kaunase Zhalgirise peadirektor Ginas Rutkauskas , kes on õppinud Tartu Ülikoolis spordiarstiks .",,,,yes,,,,,,
soovitama,,el,loc,15009544,23547838,1,postimüügikataloog,Postimüügikataloogist,"Postimüügikataloogist soovitaksin soodsa hinnaga nuge tellida vaid siis , kui on tegemist tuntud tootja sooduspakkumisega ning samu nuge on võimalik ka kaupluses vaadata ja proovida .",,,,yes,,,,,,
soovitama,,el,loc,9623906,15445242,3,kirjastus,kirjastusest,"Elle Veermäe kirjastusest SE & JS soovitab lugejatele Mait Rauni raamatut “ Wake up ehk naiivseid mälestusi ajaloost ” , mis on noore inimese silmade läbi humoorikalt kujutatud ajalugu .",,,,yes,,,,,,
soovitama,,el,UNK,12961211,20735329,2,müüdav,müüdavaist,Meil müüdavaist soovitab Kuning Philadelphiat ja Vigalas toodetud Mascarponet .,,,,no,The phrase 'müüdavaist' refers to items being sold and does not describe a physical location.,no,no,no,no,no
soovitama,,el,UNK,16810096,25870857,1,võie,Võietest,"Võietest soovitaksin klassikalist muna- ja singivõiet , kuid siinkohal tuleks arvestada , et võided on kõrgema kalorsusega kui eelnimetatud katted .",,,,no,"The phrase 'Võietest' refers to the type of spreads being discussed and not a location, so it is not an adverbial of place.",no,no,no,no,no
soovitama,,el,UNK,14702763,23166556,8,sittumine,sittumisest,Külamehed soovitasid veel igasugu asju alates põllunurkadesse sittumisest kuni klaasikildude ja metallifreesi laastude maase kaevamiseni .,,,,no,"The phrase 'sittumisest' was classified as 'no' because it refers to an action or activity, not a location or place.",no,no,no,no,no
soovitama,,el,UNK,17215253,26429367,8,tulija,tulijatest,Uus-Meremaa on ikka väga hea – uuematest tulijatest soovitaksin Saint Clairi ja tema veidi odavamat toodet Vicar's Choice .,,alive,,no,"'tulijatest' was classified as 'no' because it specifies a group or type of people, not a physical place.",no,no,no,no,no
soovitama,,el,UNK,8733528,14018766,7,sissetulek,sissetulekust,Algupärase näitekirjanduse edendamiseks soovitas leht etenduste sissetulekust osa autorile honorariks maksta .,,,,no,"The phrase 'sissetulekust' refers to a source of income rather than a physical location, so it is not adverbial of place.",no,no,no,no,no
suurenema,,all,loc,610508,968154,9,Venemaa,Venemaale,"Isegi kõige optimistlikuma loogika kohaselt suureneb tinakirstude vool Venemaale , sest ees ootavad mägilahingud ning tshetsheenidele eeliseid andvad halvad ilmad .",,location,LOC,yes,,,,,,
suurenema,,all,loc,3033276,4865711,5,ilulõikus,ilulõikusele,Aasta-aastalt suureneb välismaalt Eestisse ilulõikusele tulijate arv .,,,,yes,"The phrase 'ilulõikusele' describes a destination or direction related to cosmetic surgery, which is why it is classified as an adverbial of place.",,,,,
suurenema,,all,loc,10915615,17481081,15,majandus,majandusele,"Kui aga teatud määral ühepoolne börsi kirjeldamine ka edaspidi jätkub ja börsi mõju terviklikule majandusele üha suureneb , võivad börsikõikumised paratamatult kaasa tuua suuremahulisi ja kauakestvaid majanduskriise .",,,,yes,,,,,,
suurenema,,all,loc,2665047,4275428,8,välisturg,välisturgudele,Jookide müük on samaaegselt suurenenud oluliselt ka välisturgudele .,,,,yes,,,,,,
suurenema,,all,loc,9660991,15503422,10,diilerisüsteem,diilerisüsteemile,"Tänu liitumisele paraneb Alexela Oili efektiivsus , sest tänu diilerisüsteemile ei suurene firma kontorikulud tanklate arvu kasvades .",,,,no,"The phrase 'diilerisüsteemile' specifies a reason or cause, not a location, so it is not adverbial of place.",no,no,no,no,yes
suurenema,,all,UNK,13507335,21603876,3,levik,levikule,Tänu ülemaailmsele levikule suurenevad need numbrid veelgi .,,,,no,"The phrase 'levikule' refers to a concept of spreading or dissemination rather than a physical location, therefore it is not an adverbial of place.",no,no,no,no,no
suurenema,,all,UNK,5728155,9186778,18,seitse,seitsmele,"Samuti näeb kohtute seaduse eelnõu ette , et riigikohtu põhiseaduslikkuse järelevalve kolleegiumi liikmete arv suureneb seniselt viielt seitsmele .",,,,no,The phrase 'seitsmele' is classified as 'no' because it refers to a number of individuals and not a specific location.,no,no,no,no,no
suurenema,,all,UNK,13655393,21822473,9,millenniumiboonus,millenniumiboonusele,"Samuti on võimalik , et võidusumma suureneb tänu millenniumiboonusele 3 , 5 miljonini .",,,,no,"The phrase 'millenniumiboonusele' specifies the cause or source of the increase, not a location, so it is not an adverbial of place.",no,no,no,no,no
suurenema,,all,UNK,11818376,18914549,14,saastatus,saastatusele,"Nahka hapnikuga rikastav hooldus parandab ainevahetust ja elustab kudesid , naha vastupanuvõime keskkonna saastatusele suureneb .",,state,,no,"The phrase 'saastatusele' (to pollution) refers to a consequence or target, not a location, and is therefore not adverbial of place.",no,no,no,no,no
suurenema,,all,UNK,19135253,28864943,11,meetod,meetodile,Oluliselt suurenevad kulutused kõige efektiivsemale HIV leviku vastu kasutusel olevale meetodile - süstalde vahetuse programmile .,,,,no,The phrase 'meetodile' is not classified as an adverbial of place because it refers to the method itself rather than a location.,no,no,no,no,no
tegema,,abl,loc,4953238,7952781,5,sild,sillalt,"10-16-aastased poisikesed teevad Pirita sillalt vettehüppeid kolmandat päeva , julgemad pea ees .",,,,yes,,,,,,
tegema,,abl,loc,12925949,20676772,9,auto,autolt,"Linnaringi võidusõidul rajalt välja kihutanud leedulase Alfredas Kudla autolt löögi saanud ja hirmuäratava õhulennu teinud kohtunik Henri Kirikal sai küll mitu rasket vigastust , ent noormehe elule ohtu pole .",,,,yes,,,,,,
tegema,,abl,loc,3709276,5973550,12,väravaesine,väravaesiselt,Avapoolaja lisaminutid aga muutsid kõik : neist teisel tegi Hugo Ibarra väravaesiselt 2 : 1.,,location,,yes,,,,,,
tegema,,abl,loc,6706428,10789653,18,matusetseremoonia,matusetseremoonialt,"TALLINN , 5. aprill ( EPLO ) - Eesti Televisioon teeb reedel otseülekande paavst Johannes Paulus II matusetseremoonialt Vatikanist .",,event,,yes,,,,,,
tegema,,abl,loc,12554805,20092289,6,rõdu,rõdult,Umbes kakskümmend juudi ajakirjanikku teeb rõdult sääred .,,location,,yes,,,,,,
tegema,,abl,UNK,2954559,4738265,13,vilets,viletsalt,"Kui teed midagi edukalt , siis kannad edukuse märki , kui teed viletsalt , kannad viletsuse märki .",,,,no,"The phrase 'viletsalt' describes how something is done, not where it happens, hence it is not an adverbial of place.",no,no,no,no,no
tegema,,abl,UNK,17814038,27196653,28,norm,normilt,"Aga nojah , tegin teise plaadi ka , mis oli juba ära crackitud , kuid bootableks ma igatahes ei suutnud seda teha  - oma arust tegin kõik normilt , kuid igatahes plaadi pealt ei boodi vaid tuli ikka win all hakata installima ( aga vahet ei ole ... ) .",,,,no,"The phrase 'normilt' indicates a manner or way ('normally') rather than a location, so it is not an adverbial of place.",no,no,no,no,no
tegema,,abl,UNK,13948309,22208946,20,absoluutväärtus,absoluutväärtuselt,"Kui mitu vastuvõetavat pakkumist käsitlevad täielikult või osaliselt samu vaate , määrab komisjon kõnealuse alkoholikoguse pakkujale , kes teeb absoluutväärtuselt kõrgeima pakkumise .",,,,no,"The phrase 'absoluutväärtuselt' describes a manner or means, not a location, so it is not an adverbial of place.",no,no,no,no,no
tegema,,abl,UNK,1995164,3182027,15,kultuurilooline,kultuurilooliselt,""" Riigikeeleõpetaja peab olema nagu kohalik kultuurikandja , kes muu hulgas teeb ka ekskursioone kultuurilooliselt olulistesse paikadesse ja muud sellist , "" ütles Marika Lepikult .",,,,no,"The phrase 'kultuurilooliselt' describes a manner or relation to cultural history, not a place, so it is not classified as adverbial of place.",no,no,no,no,no
tegema,,abl,UNK,16298705,25238538,4,vertikaalsuund,vertikaalsuunalt,BSPlayer tegi filmile vertikaalsuunalt mirrorit ( ühesõnaga Columbia pictures tädi oli pea alaspidi ...,,location,,no,"The phrase 'vertikaalsuunalt' refers to a direction or orientation but not a specific location, so it is not adverbial of place.",no,no,no,no,no
tõmbama,,all,loc,9880758,15853300,18,MM,MMile,"Veel neli kuud tagasi nägi Nazaroviene tulevikku tumedates värvides , ränk jalavigastus sise-MMil Pariisis näis ka suurele MMile kriipsu peale tõmbavat .",,event,ORG,yes,,,,,,
tõmbama,,all,loc,5941865,9538737,6,leht,lehele,Sellega ma ju tõmbaksin oma lehele vee peale .,,,,yes,,,,,,
tõmbama,,all,loc,7498689,12038068,8,ihu,ihule,"Jälgib sealt , kuidas naine suvekleidi paljale ihule tõmbab ning seejärel ka last riidesse panema hakkab .",,,,yes,,,,,,
tõmbama,,all,loc,1018984,1621693,5,libe,libedale,""" Viie paiku tõmbas libedale , siis mindi välja ja kell kaheksa olid mehed juba tagasi , "" ütles firma juht Jüri Jaakson .",,,,yes,,,,,,
tõmbama,,all,loc,7389563,11860918,4,ihk,ihule,Tõmbasin pluusi paljale ihule ning tõusin .,,,,yes,The phrase 'ihule' was classified as an adverbial of place because it specifies the physical location where the action (pulling the shirt) occurred.,,,,,
tõmbama,,all,UNK,9641310,15471889,25,lahendamine,lahendamisele,"Kui ta midagi veel rohkemat teha tahaks , peaks ta hakkama kas diktaatoriks või nõrgal juhtumil poliitiliseks publitsistiks , kes tõmbab oma riigi probleemide lahendamisele välisriikide tähelepanu .",,,,no,The phrase 'lahendamisele' refers to a goal or target and does not indicate a place.,no,no,no,no,no
tõmbama,,all,UNK,12218392,19560432,11,kasutamine,kasutamisele,Soome suusakoondise uus treener Magnar Dalen tõmbas kindla kriipsu alpimaja kasutamisele .,,,,no,"The phrase 'kasutamisele' refers to the act of usage and not a location, so it is not classified as an adverbial of place.",no,no,no,no,no
tõmbama,,all,UNK,1411078,2244367,9,aade,aadetele,""" Oleksin sellega vee peale tõmmanud kõigile oma aadetele . """,,,,no,The phrase 'aadetele' was not classified as adverbial of place because it refers to principles rather than a location or spatial aspect.,no,no,no,no,no
tõmbama,,all,UNK,3419823,5504949,8,maailmasõda,maailmasõjale,NATO järjekordne laienemine möödunud nädalal tõmbas Teisele maailmasõjale joone alla veel seitsme riigi jaoks .,,event,,no,"The phrase 'maailmasõjale' refers to the Second World War, which is an event and not a location, so it is not an adverbial of place.",no,no,no,no,no
tõmbama,,all,UNK,9185891,14764183,22,kvaliteet,kvaliteedile,"“ Usun , et direktorid ja õppealajuhatajad on õpetajate suhtes objektiivsed , sest riigieksamid ja koolide pingeridade koostamine tõmbab tähelepanu õppetöö kvaliteedile , ” ütleb Vääri .",,,,no,The phrase 'kvaliteedile' is not classified as an adverbial of place because it refers to a concept (quality) rather than a location.,no,no,no,no,no
tõusma,,all,loc,18366773,27842663,16,klaviatuur,klaviatuurile,"Ma ei saanud aru , millest jutt käib , kuid mul ei tõusnud ka näppud klaviatuurile , et kirjutada ... ajuvabadus , lollid , klounid , tsirkus jne jne --- Artikkel igati normis .",,,,yes,,,,,,
tõusma,,all,loc,1789128,2847918,12,eraisik,eraisikutele,"Juriidilistele isikutele langeb hind ligi 14 protsendi võrra , kuid tõuseb eraisikutele - umbes 11 protsenti .",,,,yes,,,,,,
tõusma,,all,loc,4477482,7199935,13,kuldmedal,kuldmedalile,Nädalapäevad tagasi täitus ka pöidlahoidjate kauane unistus - Pertelson tõusis EMil Haagis kuldmedalile .,,location,,yes,,,,,,
tõusma,,all,loc,9460263,15190785,4,kindlustusselts,kindlustusseltsidele,"“ Kahju tõuseb kindlustusseltsidele vaid siis , kui auto tervikuna hävib - selliste õnnetuste osa on aga väga väike ning see ei too kaasa kindlustusmaksete otsest kasvu . ”",,location,,yes,,,,,,
tõusma,,all,loc,14202647,22580108,4,ekraan,ekraanile,1960ndatel aastatel lavalt ekraanile tõusnud Noiret'viimase aja hiilgerollidest on tuntuimad « Cinema Paradiso » külakinotehnik ning Tšiili luuletaja Pablo Neruda « Il Postinost » .,,,,yes,,,,,,
tõusma,,all,UNK,12522247,20044274,7,"80,5","80 , 5-le","Omakapitali osakaal tõusis bilansis aasta jooksul 80 , 5-le .",,,,no,"The phrase '80 , 5-le' was classified as 'no' because it indicates a numerical value or a quantity, not a location.",no,no,no,no,no
tõusma,,all,UNK,1502688,2391576,17,kann,kannule,"Võimsalt jooksis taas Stanislav Olijars , kes iga tõkkevahega ettepoole rühkis ning viimasel tõkkel päris Garcia kannule tõusis .",,,,no,"The phrase 'kannule' describes closeness or proximity to someone, but it does not specify a place.",no,no,no,no,no
tõusma,,all,UNK,12299744,19690285,8,42,42-le,NATO-liitumise toetus on poole aastaga tõusnud 39-lt 42-le .,,,,no,"The phrase '42-le' refers to a numerical value rather than a location, so it is not adverbial of place.",no,no,no,no,no
tõusma,,all,UNK,824756,1315783,12,15,15le,"Möödunud neljapäeval Lõuna-Iraagile tehtud Lääne õhurünnakute ohvrite arv on tõusnud 14lt 15le , teatas neljapäeval Iraagi armeekindral .",,,,no,"The phrase '15le' does not specify a location or direction, thus it was not classified as an adverbial of place.",no,no,no,no,no
tõusma,,all,UNK,2009280,3205733,12,180,180-le,"Mees meenutab , et pärast kolmenädalast EPO-kuuri tõusis tema verearv 150-lt 180-le .",,,,no,"The phrase '180-le' refers to a numerical measurement rather than a location, so it is not classified as an adverbial of place.",no,no,no,no,no
töötama,,ad,loc,8290576,13294646,4,eelproov,eelproovil,Noorte laulupeo lastekooride eelproovil Valga kultuurikeskuses maakonna kooridega töötanud laulupeo üldjuht Ingrid Kõrvits kiitis lauljate hääli ja pööras erilist tähelepanu laulude sõnadele .,,event,,yes,,,,,,
töötama,,ad,loc,1035713,1647730,10,eluala,elualadel,"Vastupidi , enamik mängumeestest töötab suurt vaimset pinget nõudvatel elualadel .",,,,yes,,,,,,
töötama,,ad,loc,9094466,14623336,7,Väärtpaberibörs,Väärtpaberibörsil,"Ma pole mitte kunagi töötanud Tallinna Väärtpaberibörsil ( TVB ) , ei tipp- ega lõppjuhina .",,,ORG,yes,,,,,,
töötama,,ad,loc,164778,274483,15,Järvamaa,Järvamaal,"Lõpuks selgus , et ta otsustas ise oma probleemide leevendamiseks pakku minna ja töötas Järvamaal talusulasena , ” räägib komissar Uno Paas .",,location,LOC,yes,,,,,,
töötama,,ad,loc,11739561,18787108,15,erimissioon,erimissioonil,"Rootsi Wallenbergide tööstusdünastia liige Raoul Wallenberg töötas Teise maailmasõja päevil 1944. aastast Rootsi diplomaadina erimissioonil Ungaris , kirjutas päevaleht USA Today .",,,,yes,,,,,,
töötama,,ad,UNK,4408753,7090471,3,bensiinimootor,bensiinimootoril,"Mullafrees töötab bensiinimootoril ning talle sobib nii 95 kui ka 98 bensiin , tal on vähemalt 5 Hj ning tema töölaius sobib nii kitsaste oludesse ( 33 cm ) kui ka suurematele pindadele ( kuni 81 cm ) .",,,,no,"The phrase 'bensiinimootoril' describes the mechanism used by the machine, not indicating any place, so it is not an adverbial of place.",no,no,no,no,no
töötama,,ad,UNK,961977,1532699,5,WAP-maa,WAP-mail,"Ainukese erinevusena ei tööta WAP-mail mitte veebilehitsejas , vaid mobiili või elektroonilise taskumärkmiku WAP-brauseris .",,,,no,"The phrase 'WAP-mail' refers to a system or service, not a location, so it is not adverbial of place.",no,no,no,no,no
töötama,,ad,UNK,3578706,5762713,9,juhatus,juhatusel,õdedele annavad tööd polikliinikud ning nad töötavad arstide juhatusel .,,,,no,'juhatusel' is not an adverbial of place as it describes the manner or context (under someone's guidance) rather than a physical location.,no,no,no,no,no
töötama,,ad,UNK,407988,634919,12,aur,aurudel,"Tuntud on ka kulla , seatina , mangaani ja teiste metallide aurudel töötavad sama tüüpi laserid .",,,,no,"The phrase 'aurudel' indicates a medium or material, not a specific location, so it is not an adverbial of place.",no,no,no,no,no
töötama,,ad,UNK,20020245,29408671,5,ehistus,ehistusel,kats22: ma töötan ehistusel :D,,,,no,"The phrase 'ehistusel' might reference where someone is working, but it does not clearly define an actual physical place, so it is not an adverbial of place.",no,no,no,no,no
unistama,,el,loc,9103238,14636606,6,Euroopa,Euroopast,"Juba Euroopa Ühenduste asutajad unistasid Euroopast piirikontrolli ja valuutavahetuspunktideta - suuremast Euroopast , mis ületab meie kontinendi järsu jagunemise Idaks ja Lääneks .",,location,LOC,yes,,,,,,
unistama,,el,loc,11709187,18739480,2,Palestiina,Palestiinast,"Iseseisvast Palestiinast unistavad kõik palestiinlased , seda pooldavad kõik araablased ja kogu maailm , kinnitas Arafat .",,location,LOC,yes,,,,,,
unistama,,el,loc,2160246,3451206,2,koolipidu,koolipidudest,Unistavad koolipidudest .,,event,,yes,,,,,,
unistama,,el,loc,12015892,19231606,2,ajaleht,ajalehest,Unistan ajalehest,,,,yes,,,,,,
unistama,,el,loc,14006975,22298554,15,hõbe,hõbedast,"Levadia võis kulda juba terve läinud nädala omaks pidada , seevastu Flora unistas veel hõbedast .",,,,yes,,,,,,
unistama,,el,UNK,17833532,27225382,3,elektrilamp,elektrilambist,Edison unistas elektrilambist ja hakkas seda unistust täide viima.,,,,no,"The phrase 'elektrilambist' was not classified as adverbial of place because it describes the object of an idea, not a specific location.",no,no,no,no,no
unistama,,el,UNK,14428681,22853230,4,ettevõte,ettevõtetest,"Vallavõim unistab loodussäästlikest ettevõtetest , kuid laiutab abitult käsi , kui juttu tuleb keset Lihulat laiutavaist prügimägedest .",,,,no,"The phrase 'ettevõtetest' refers to 'about companies' and does not indicate a place, so it is not an adverbial of place.",no,no,no,no,no
unistama,,el,UNK,12605537,20171488,6,Germaanianimeline,Germaania-nimelisest,Paul Anton de Lagarde unistas Germaania-nimelisest Suur-Saksamaast .,,,LOC,no,The phrase 'Germaania-nimelisest' was classified as 'no' because it describes characteristics of an idea or concept rather than a physical place.,no,no,no,no,no
unistama,,el,UNK,592470,939049,32,kapsas,kapsast,""" Ma pole eriline toidunautija , kuid korra-paar lasen end lõdvaks : kui ilusat ilma peab , grillin mõnel õhtul liha , "" tunnistab Kirsipuu , kes võõrsilgi ei unista mulgi kapsast ja seapraest .",,,,no,"The phrase 'kapsast' refers to an object (cabbage) rather than a location, hence it is not adverbial of place.",no,no,no,no,no
unistama,,el,UNK,2741861,4397978,36,ilus,ilusast,"Vihje - kui oled telefoni vähemalt korraks välja lülitanud , interneti eest meelega maksmata jätnud , mõelnud kõigi peale , keda aastate jooksul oled teadnud , ja lõpuks teki üle pea tõmmanud ning unistanud millestki ilusast , siis "" Oota mind ära "" on plaat , mis räägib just sinust .",,,,no,"The phrase 'ilusast' refers to something beautiful, which does not denote a location or place, so it is not an adverbial of place.",no,no,no,no,no
vajama,,abl,loc,12584920,20139528,4,valuutafond,Valuutafondilt,"Venemaa vajab Rahvusvaheliselt Valuutafondilt ( IMF ) väga raha , mida veel ei ole laekunud , kuid mis on kinnitatud tänavusse aastaeelarvesse – USA on aga IMF-i peamine rahaallikas .",,location,ORG,yes,,,,,,
vajama,,abl,loc,2202521,3521598,11,partei,parteilt,Kristlike demokraatide võimule naasmine vajab üha selgemalt toetust just Fortuyni parteilt .,,alive,ORG,yes,,,,,,
vajama,,abl,loc,10980710,17587318,8,Liidu,Liidult,"Ligipääs ostujõulisele turule , mida me Euroopa Liidult kõige enam vajame , on meil ju olemas kuis muidu pääseks juba praegu 80% Eesti ekspordist ELi ?",,,,no,"The phrase 'Liidult' indicates the European Union as a source or giver, not a physical location, so it is not an adverbial of place.",no,no,no,yes,yes
vajama,,abl,loc,11141183,17847057,14,keskerakond,Keskerakonnalt,"Sest algusest peale on ju paremerakonnad end määratlenud ühise poliitilise trupina , kes Keskerakonnalt vajas vaid pisut värsket liha , aga ei midagi enamat .",,,ORG,yes,,,,,,
