sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,classification,explanation,classification2,explanation2,timex_tag,ekilex_tag,ner_tag,is_time,is_abstract
20367485,29566049,4,jooma,,in,ausaltöelde,ausaltöeldes,caupz: p2tt ausaltöeldes ma 2 päeva jõin,no,"'ausaltöeldes' means 'honestly speaking', which does not denote a location, so it's classified as 'no'.",no,"The phrase 'ausaltöeldes' refers to a manner of speaking and not a location, so it is not an adverbial of place.",,,,no,no
16648679,25625812,1,vedelema,,ad,Kelleg,Kellegil,"Kellegil mingit ülearu kangi ei vedele kodus , mida ei ole vaja ?",no,"'Kellegil' was classified as not a location because it refers to someone, not a geographical place.",no,"The phrase 'Kellegil' was classified as 'no' because it indicates a person (someone) rather than a location, and therefore is not an adverbial of place.",,,,no,no
6247896,10035748,14,patrullima,,in,erariie,erariietes,"Suurem mõju oli kindlasti politseipatrullide liikumisel , kes festivali- ja telklaagri alal nii erariietes kui ka univormis patrullisid .",no,The word 'erariietes' refers to wearing civilian clothes and does not indicate a physical location.,no,The phrase 'erariietes' was classified as 'no' because it describes the state or condition of the police patrols rather than specifying a physical location.,,,,no,no
6969410,11197727,10,pooma,üles,in,narkouim,narkouimas,"23. septembri õhtul poos end Narva politsei arestikambris üles narkouimas Aleksandr , 17. veebruari öösel Võru prefektuuri arestimajas vahialune Gaspar .",no,"The phrase 'narkouimas' refers to being under the influence of drugs and not a location, so it was classified as 'no'.",no,"The phrase 'narkouimas' was classified as 'no' because it refers to the state of being under the influence of drugs, not a specific place.",,state,,no,no
4178861,6725365,11,jälgima,,in,aken,aknas,"Toksisin oma lugu arvutisse , aga ühe silmaga jälgisin teises aknas Torino olümpiamängude naiste kümne kilomeetri klassikadistantsi tabelit .",no,The term 'aknas' refers to a window in a computer or real-world setting and not a specific geographical location.,no,"The phrase 'aknas' was classified as 'no' because it refers to a metaphorical window in a computer interface, not a physical location.",,,,yes,yes
15659182,24434442,4,pakutama,,in,vanus,vanuses,Et presidenditooli ses vanuses enam ei pakuta .,no,The word 'vanuses' pertains to age and does not indicate a specific place.,no,"The phrase 'vanuses' refers to an age or stage of life rather than a physical location, so it is not classified as an adverbial of place.",,time,,no,no
8022761,12872337,10,sulgema,,adit,üsk,üska,"Alles siis , kui telestuudio tuttavad lõhnad teda oma üska sulgesid , sai Killu Uppin aru , mis tal terve suvi oli puudunud : oma pere tunne !",no,"The phrase 'üska' refers to a womb, which is not a location but a part of anatomy, hence classified as 'no'.",no,"The phrase 'üska' refers to a metaphorical or figurative sense rather than indicating a specific place, so it is not classified as an adverbial of place.",,,,no,no
17014622,26153291,17,pakutama,,in,laast,laastus,"Seadus peab reguleerima , millistele tingimustele peab see vesi vastama , millistele tingimustele peaksid vastama laias laastus pakutavad teenused , näiteks kas või veerõhu poolest .",no,"The word 'laastus' refers to a general framework or outline rather than a location, so it is not classified as a location.",no,"The phrase 'laastus' does not indicate a location or spatial context, so it is not an adverbial of place.",,,,no,no
4903141,7872496,7,viskama,,adit,mõrvarelv,mõrvarelva,"Seejärel jooksis tapja tänavale ja viskas mõrvarelva kaks maja eemal prügikonteinerisse , kust Normanov selle hetk hiljem üles korjas ning sõbra oma kesklinnas asuvasse korterisse sõidutas .",no,"The word 'mõrvarelva' refers to a murder weapon, which is not a physical location.",no,"The phrase 'mõrvarelva' refers to an object and not a location or spatial context, so it is not an adverbial of place.",,,,no,no
11757640,18815873,4,pidama,,in,Eerik-Niile,Eerik-Niiles,Kas peate ka Eerik-Niiles Krossi heaks ja ustavaks nõuandjaks ?,no,"The term 'Eerik-Niiles' is a name and refers to a person rather than a location, hence classified as 'no'.",no,"The phrase 'Eerik-Niiles' refers to a person and does not denote a location, so it is not an adverbial of place.",,,LOC,no,no
13628916,21793994,9,kulgema,,abl,marsruut,marsruudilt,"Maire Kruusi postiring on 80 km pikk ja marsruudilt kulgeb Lihulast Kasari poole , hõlmates kõik vahepealsed külad .",no,"'marsruudilt' was classified as 'no' because it refers to a route or path, not a precise location.",no,"The phrase 'marsruudilt' refers to a route or path but not a specific place, so it is not an adverbial of place.",,,,no,no
12383098,19824231,39,edenema,,in,aine,ainetes,"Üpris laialt on paljudes maades ja ka Eestis levinud umbes säärane arusaam : "" Need vanemad ( ja õpetajad ) , kes lapse arengut osavõtlikult jälgivad , teavad vägagi hästi , kas lapse õpe koolis üldse ja eri ainetes edeneb või ei edene .",no,"The phrase 'ainetes' refers to subjects or topics in education, not a physical or geographical location.",no,"The phrase 'ainetes' refers to subjects or areas of study and not a physical location, so it is not an adverbial of place.",,,,no,no
18801110,28401765,4,koolitama,,in,aasta,aastas,"Samuti koolitavad ametiühingud aastas tuhandeid töötajaid , et nad tööturul toime tuleksid .",no,"The word 'aastas' refers to a time period ('in a year') rather than a physical location, hence classified as 'no.'",no,"The phrase 'aastas' indicates frequency rather than a specific location, so it is not an adverbial of place.",,,,no,no
5650541,9062164,6,mahtuma,ära,adit,sõjaväevorm,sõjaväevormi,""" Alles nüüd kui minu sõjaväevormi mahuks lahedasti ära kaks minusugust , on kolleegid hakanud ütlema , et Malle , sa oled nii kõhnaks jäänud , "" sõnab naine .",no,"The word 'sõjaväevormi' refers to a military uniform and not a location, so it was classified as 'no'.",no,"The phrase 'sõjaväevormi' refers to an object (a military uniform) rather than a place, so it is not an adverbial of place.",,,,no,no
11534668,18471889,5,viskama,,adit,naps,napsi,Õhtupoolikul oli koos sõpradega napsi visanud isa teleri taha magama uinunud .,no,The phrase 'napsi' was classified as not a location ('no') because it refers to alcoholic drinks and not a geographical or physical place.,no,"The phrase 'napsi' refers to an object or substance (alcoholic drink) rather than a location, so it is not an adverbial of place.",,,,no,no
13121147,20995027,13,kohama,,in,selg,seljas,"Kuid tõden rõõmuga , et ei ole ma Hitlereid ega Stalineid kellelgi seljas kohanud .",no,The phrase 'seljas' was classified as not a location because it refers to a body part or position rather than a geographical or physical location.,no,The phrase 'seljas' was classified as not adverbial of place ('no') because it refers to something metaphorical rather than indicating a specific location.,,,,no,no
8168179,13111485,20,ajama,,in,dialekt,dialektis,"Justusel oli erakordne anne keelte peale , ta rääkis merede tuntumaid keeli ja ajas asju ka kahes hiina keele dialektis .",no,"The phrase 'dialektis' refers to 'dialects' and not a specific location, therefore classified as 'no'.",no,"The phrase 'dialektis' refers to the type or variant of a language and not a physical location, so it is not an adverbial of place.",,,,no,no
7089481,11399363,5,ilutsema,,in,kindralimunder,kindralimundris,"Esimesel etiketil ilutses mehe kindralimundris pilt , tagumisel elulugu .",no,"The phrase 'kindralimundris' describes a type of clothing (general's uniform), not a location.",no,The phrase 'kindralimundris' describes the appearance of the man in the image and is not indicating a specific place.,,,,no,no
8349421,13378789,5,asutama,,ill,Larrou,Larrousse,Paari aasta pärast asutas Larrousse oma tiimi .,no,"'Larrousse' was classified as not a location ('no') because it refers to a person's name, not a geographical place.",no,"The phrase 'Larrousse' refers to a person or entity and not to a location, so it is not an adverbial of place.",,,LOC,no,no
16312126,25257166,4,tahtma,,adit,emojakk,emojakki,Vot toda Emerica emojakki tahaks .,no,"The term 'emojakki' does not refer to a distinct geographic location but seems to be a casual or figurative expression, so it is classified as 'no'.",no,The phrase 'emojakki' is not an adverb and does not specify a location.,,,,no,no
2537443,4070816,18,sõitma,välja,abl,paremus,paremuselt,"Korsika ralli avapäeva eelviimasel , 17,72 km pikkusel neljandal kiiruskatsel sõitis Markko Märtin ( Ford ) välja paremuselt üheksanda aja ja on samal kohal ka kokkuvõttes .",no,"The phrase 'paremuselt' refers to a ranking or comparison of performance, not a physical or geographical location, so it was classified as 'no'.",no,"The phrase 'paremuselt' indicates a ranking or position, not a place, so it is not adverbial of place.",,,,no,no
7338147,11773675,9,võtma,kaasa,el,proosategu,proosateost,Mingi sisetunde ajel oli ta kodust kolm oma proosateost kaasa võtnud ja tõmbas need nüüd riiulite varjus portfellist välja .,no,"The phrase 'proosateost' refers to a prose work, which is an object and not a physical location, therefore it is not classified as a location.",no,"The phrase 'proosateost' refers to an object (a literary work), not a place, so it is not adverbial of place.",,,,no,no
7970838,12781199,20,reisima,,adit,aeg,aega,"Ütlen nii sellepärast , et mul polnud õrnematki ettekujutust , kuidas ja kuhu me ta harjal reisime – teise aega , teisele universumi otsa või teise reaalsusse .",no,"The word 'aega' refers to 'time' and not a physical location, so it is classified as 'no'.",no,"The phrase 'aega' refers to time, not a location, so it is not adverbial of place.",,,,no,no
1895818,3020440,46,pidama,,ill,toimetulek,toimetulekusse,"Sirje Eelma peab seda lausa naljakaks - ikka ja jälle on kusagilt kuulda , et Kunstisuvi on perekondlik äriline ettevõtmine : "" Seda , et me oleme kolme aasta jooksul suutnud ligi poole miljoni eest meie kunstnike töid müüa , peame oma panuseks nende igapäevasesse toimetulekusse .",no,"The word 'toimetulekusse' refers to coping or subsistence, which is a concept and not a physical location, hence it is classified as 'no'.",no,"The phrase 'toimetulekusse' was not classified as adverbial of place because it does not specify a location, but rather refers to a general concept of coping or subsistence.",,,,yes,yes
635279,1008298,12,pagema,,el,kes,kellest,"Praegu on lisaks Viitkarile vanglate ameti põgenike nimekirjas neli meest , kellest kolm pagesid juba 1993. ning üks 1996. aastal .",no,The word 'kellest' is a relational pronoun used for people and does not denote a location.,no,"The phrase 'kellest' specifies a subset of individuals but does not indicate a location, so it is not classified as an adverbial of place.",,,,no,no
1429645,2274507,25,säilima,,in,barokkstiil,barokkstiilis,"Palmse mõis on esimene Eestis , kus on restaureeritud ja korras hoitud kõik mõisaansamblisse kuuluvad ehitised , mille südameks olev häärber on üks väheseid barokkstiilis säilinud mõisahooneid Eestis .",no,"'barokkstiilis' refers to a style rather than a physical location, so it was classified as 'no'.",no,"The phrase 'barokkstiilis' describes the style of the manor house rather than specifying a location or place, so it is not classified as an adverbial of place.",,,,no,no
13265426,21223621,12,kaduma,,ill,kerglus,kerglustesse,"Tuleb loota , et selle lipu kõrgel hoidmine kitšlikult lihtsustatud maailma kerglustesse ei kao .",no,"The phrase 'kerglustesse' refers to an abstract concept of ease or lightness, not a physical location, so it is classified as 'no'.",no,"The phrase 'kerglustesse' refers to a figurative concept or abstract idea rather than a physical or locational place, so it is not classified as an adverbial of place.",,,,yes,yes
17157656,26352572,5,tahtma,,adit,est,esti,"Kui Sa to~esti tahad sedapidi kysida ( ja mitte näiteks « Millised on erinevused punkt . net'i ja alternatiivide vahel ) , leiad ee .",no,"'esti' does not refer to a physical or geographical location; it is a part of another word in the sentence, so it is classified as 'no'.",no,The phrase 'esti' was classified as 'no' because it does not indicate a location or place; it is part of the name 'sedapidi kysida' and has no spatial reference.,,,,no,no
10997382,17613997,6,mahtuma,ära,adit,saateaeg,saateaega,Aga muidu ei mahu me saateaega ära .,?,?,no,"The phrase 'saateaega' is not adverbial of place because it refers to a concept of time or content allocation, not a physical location.",,time,,no,no
14585046,23036577,7,hakkama,,ill,aasta,aastatesse,"Suurepärane , hakkame lõpuks ka 70-ndatesse aastatesse oma muredega jõudma .",no,"The phrase 'aastatesse' refers to a period in time, not a specific location.",no,The phrase 'aastatesse' was classified as not adverbial of place ('no') because it indicates a time frame (the 70s) rather than a specific location.,,,,no,no
10419696,16714947,48,ringlema,,in,proosavorm,proosavormis,"Aga ei , ansambli juht oli kontserdi lõppedes nõus selgitama , et nende laulude sisu ongi enamasti poliitilise sõnumiga , tekst räägibki maailmakodanikest kaaslaste raskest saatusest , sookaaslaste naiste erilisusest , murest , orjusest , vabadusest ja rõõmust , kõigest , mis me peas harilikult ikka pigem proosavormis ringleb .",no,"The word 'proosavormis' refers to a way of writing and not a location, so it is classified as 'no'.",no,"The phrase 'proosavormis' was classified as not adverbial of place ('no') because it describes the form or manner of expression, not a place.",,,,no,no
10096366,16197297,16,seiklema,,in,tingimus,tingimustes,"Helirezhissöör Enn Säde , kes tegi Meriga koos kolm filmi ja seikles Venemaa äärealadel rasketes tingimustes , iseloomustas tänast presidenti kui head meeskonnaliiget , muhedat , aga alati kiirgava vaimsusega isiksust .",no,The phrase 'tingimustes' refers to 'conditions' rather than a specific physical location.,no,"The phrase 'tingimustes' was classified as 'no' because it refers to the conditions in which something occurred, not a specific location.",,,,no,no
7494884,12029999,24,ilutsema,,in,plaan,plaanis,""" Sympathy for the Devil "" algustaktide ajaks ripuvad nad juba alla ekraanilt ( 12m 7,7 m ) , kus ilutseb Jaggeri suures plaanis nägu , või seisavad laval püsti .",no,"The word 'plaanis' does not indicate a specific location; it refers to a plan or scheme, not a place.",no,The phrase 'plaanis' was classified as 'no' because it refers to a characteristic (Jagger's face in a close-up view) rather than indicating a location or position.,,,,no,no
12220084,19563252,42,lennutama,,ill,aupaiste,aupaistesse,"Finaalmatši kangelased on mõlemad Linnu talu tooted Linnu L ja Linnu M. Üha harvemaks , kuid teravamaks muutunud munakangelaste sööstud tipnesid finaalis Triinu osava ründe tõrjumise ja ühe tabava süütu kõksukesega , mis Linnu talu M-i pealtvaatajate võileivale , võitja aga uhkesse aupaistesse lennutab .",no,The phrase 'aupaistesse' was classified as not a location because it refers to 'glory' or 'fame' and not a geographical place.,no,The phrase 'aupaistesse' was classified as 'no' because it does not denote a physical or conceptual location or place but rather a figurative state of glory or honor.,,,,yes,yes
5461926,8757116,9,käima,,in,44,44S,"Markko Märtin käis sel aastal rallimasinat Subaru Imp-reza 44S juba testimas , ülehomme reisib ta esimese MM-etapi paika Monte Carlosse .",no,The term '44S' is not a location as it seems to refer to a vehicle model and not a place.,no,"The phrase '44S' was classified as 'no' because it refers to a specific model of a rally car, indicating an object rather than a place.",,,,no,no
8402651,13466528,14,eksisteerima,,in,esitus,esituses,"Järgnevalt tehakse katse välja selgitada , esiteks , kas skansioon eksisteerib regilaulu traditsioonilises esituses objektiivsemal tasandil kui üksiku inimese tajuotsus ; ja kui see on nii , siis teiseks , kuidas seda kirjeldada füüsikaliste näitajate abil .",no,"The phrase 'esituses' refers to a mode or way of presentation, not a specific geographic or physical location, so it was classified as not location ('no').",no,"The phrase 'esituses' was classified as 'no' because it refers to the concept or manner of presentation, not a physical location or place.",,event,,yes,yes
7375620,11838616,5,laskma,,adit,Marilyn,Marilyni,Reesi lasi pilgu üle Marilyni .,no,"The phrase 'Marilyni' is classified as not a location because it refers to a person, not a physical place.",no,"The phrase 'Marilyni' is not classified as an adverbial of place because it refers to a person, not a location or spatial context.",,,PER,no,no
9376215,15057071,6,lõhkema,,in,valm,valmides,Mõned kirsisordid lõhkevad niiske ilmaga valmides .,no,The phrase 'valmides' refers to a time-based action (ripening) and not a physical place.,no,"The phrase 'valmides' refers to the ripening process and does not specify a location, hence it was classified as not adverbial of place.",,,,no,no
6444701,10361776,11,investeerima,,ill,bakter,bakterisse,"Valio juht Veijo Meriläinen ütles , et ettevõte on investeerinud bakterisse ligi 5 miljonit eurot ( 80 mln krooni ) .",no,The phrase 'bakterisse' refers to an entity (bacterium) rather than a geographical or physical location.,no,"The phrase 'bakterisse' indicates an investment into a bacterium rather than a place, so it was classified as not adverbial of place.",,,,no,no
10640541,17054139,5,kostma,,el,hommik,hommikust,"Iga päev , sisuliselt hommikust õhtuni kostab siit üürikorterist valju muusikat , käteplakse , jalgade klõbinat ja reibas meeshääl loeb : üks , kaks , kolm , neli .",no,"The term 'hommikust' refers to a time of day rather than a place, so it is not classified as a location.",no,"The phrase 'hommikust' refers to a time frame, not a location, so it is not an adverbial of place.",,,,no,no
12565408,20108835,17,vedama,,adit,kiber,kipra,"Mind leides - harilikult võtab otsimine aega kümmekond sekundit - veab ta lauba ühest kõrvast teiseni kipra , pilgutab silmi ja toob kuuldavale ilmse naerulagina .",no,The phrase 'kipra' was classified as not location ('no') because it describes a physical characteristic (wrinkling of the forehead) rather than a specific location.,no,"The phrase 'kipra' describes a state or manner (creased), not a location, so it is not an adverbial of place.",,,,no,no
5873314,9426716,26,ilutsema,,in,abielu,abielus,"Eriti just viimasest , sest kui Kreitzbergi passis peaks olema perekonnaseisu kohta tempel "" lahutatud "" , siis tema elukaaslasel Sirje Priimäel ilutseb seal "" abielus "" .",no,"The word 'abielus' refers to a marital status and not a physical location, so it is 'no'.",no,"The phrase 'abielus' refers to a marital status and not a physical location, so it is not adverbial of place.",,state,,no,no
11458597,18356727,9,maanduma,,all,mis,millele,"Tegelikult on haltuura hoopis määrus nr . 36 , millele allakirjutaja on vahepeal maandunud riigikogujate olümposlikes kõrgustes .",no,"The phrase 'millele' refers to 'which' and does not denote a specific location, so it was classified as 'no'.",no,"The phrase 'millele' refers to something abstract (a regulation) and not a specific location, so it is not adverbial of place.",,,,no,no
10222757,16404439,9,seiklema,,in,otsing,otsinguis,"Pärast seda kui Cruise on kättemaksu ja lohutuse otsinguis seigelnud New Yorgi seksuaalse unenäo taolises maailmas , soovitab Nicole Kidman olla tänulik , et nad on unenägudest ärganud ja ikka veel koos .",no,'otsinguis' is not a location because it refers to the act of searching rather than a geographic place.,no,"The phrase 'otsinguis' describes a state or condition rather than a physical location, so it is not an adverbial of place.",,,,no,no
5931522,9522019,14,pidama,,adit,duell,duelli,""" Väga libe ja raske sõita , "" oli Toni Gardemeisteriga neljanda koha duelli pidanud Märtini napp kommentaar katse lõpus .",no,"The phrase 'duelli' refers to an event or conflict rather than a geographic location, so it is not classified as a location.",no,"The phrase 'duelli' refers to the act of dueling and does not denote a location, hence it is not an adverbial of place.",,event,,no,no
8810421,14146820,11,kõndima,,in,salm,salmis,"Rennit pakkus näha oma vastset sonetti , kus kahes esimeses salmis keegi luuletaja truualamliselt aasal kõnnib ja nurmelille nupukeisi kimpu säeb .",no,"The word 'salmis' refers to a stanza or verse in poetry, and not a geographic location.",no,"The phrase 'salmis' refers to 'in the stanzas', which describes a part of a poem, not a physical location or spatial context, so it is not an adverbial of place.",,location,,no,no
15226180,23777384,14,hoidma,kinni,in,lõpp,lõpus,"Hoopis huvitavam on see , kuidas ta vees nädal aega on ja siis lõpus 7 minutit hinge kinni hoiab .",no,"The phrase 'lõpus' refers to a point in time, not a physical location.",no,The phrase 'lõpus' is not classified as an adverbial of place because it refers to a point or moment in time rather than a location.,,,,no,no
14999156,23531120,6,kõndima,,adit,selg,selga,"Kohustuslikku jõulupidu , mis kõnnib selga nagu vääramatus ja mis neile tegelikult ei meeldi .",no,"The phrase 'selga' was not classified as a location because it refers to a part of the body, not a geographic location.",no,The phrase 'selga' is not classified as an adverbial of place because it does not indicate a location or spatial relationship.,,,,no,no
8233491,13211229,5,passima,,in,suund,suunas,Unifitseeritud futuristlike prillidega ühes suunas liikumatult passivad kujud moodustasid impersonaalseid skulptuurseid  bodyart'i  ansambleid .,no,"Classified as 'no' because 'suunas' refers to a direction, not a specific location.",no,"The phrase 'suunas' indicates a direction rather than a specific location, so it is not an adverbial of place.",,,,no,no
10814057,17319867,12,kerkima,,ill,au,ausse,"Meie lähim , Helsingi-Vantaa “ Heureka ” , kerkis Eestiski päevakajalisse ausse president Meri visiidi järel möödunud aastal .",no,"The phrase 'ausse' refers to the concept of being held in esteem or honor, not a geographical or physical place.",no,"The phrase 'ausse' was classified as 'no' because it does not indicate a location or spatial context, but rather an abstract state or condition.",,,,yes,yes
1579125,2512205,5,rändama,,el,agent,agentidest,Eelnevalt olid Slow Foodi agentidest ajakirjanikud rännanud läbi terve maailma ja otsinud võimalikke kandidaate .,no,The phrase 'agentidest' was classified as 'no' because it refers to a group of people (Slow Food agents) rather than a location.,no,The phrase 'agentidest' is not an adverbial of place because it does not indicate a location but refers to people associated with 'Slow Foodi'.,,,,no,no
13335973,21334936,4,võtma,kaasa,el,külastaja,külastajatest,"Kord oli üks külastajatest kaasa võtnud hariliku haamri , mille viskas vastu sarkofaagi klaasi .",no,"The term 'külastajatest' refers to visitors, which are people, not a location.",no,The phrase 'külastajatest' is not an adverbial of place because it refers to a group of people and not a location in the given sentence.,,alive,,no,no
15722741,24534995,6,rajama,,in,oktoober,oktoobris,Turistide meelitamiseks rajab Kadi Koort oktoobris Saare turismitalu maadele viburaja .,no,The phrase 'oktoobris' refers to a time period (October) and not a location.,no,"The phrase 'oktoobris' indicates a time ('in October') rather than a location, so it is not an adverbial of place.",,,,no,no
481240,756076,13,kauplema,,in,hind,hinnas,"Bankiirõ ei tunne huvi kellegi hõbedase samovari rahaks vahetamise vastu ega kauple hinnas . """,no,"The phrase 'hinnas' refers to pricing or value rather than a geographical location, so it is not classified as a location.",no,"The phrase 'hinnas' refers to trading or negotiating the price, not a specific location, so it is not classified as an adverbial of place.",,,,no,no
3482484,5607809,4,võtma,välja,el,igavus,igavusest,Kolmas seltsiline on igavusest noa välja võtnud ja vannub vene keeles .,no,The phrase 'igavusest' refers to a state of being bored and does not denote a location.,no,"The phrase 'igavusest' refers to a reason or cause (boredom) and not a location, so it is not classified as an adverbial of place.",,,,no,no
3912481,6301928,2,omama,,in,asi,Asjas,""" Asjas ei oma tähtsust , kas sellel isikul on olemas mingisugune lõhkeaine või lõhkeseadeldis ja kuidas ta seda kasutades avalikku korda rikkuda kavatseb .",no,"The word 'Asjas' refers to a matter or case and not a physical location, hence it is classified as 'no'.",no,"The phrase 'Asjas' refers to a topic or matter rather than a specific location, so it is not classified as an adverbial of place.",,,,no,no
6087417,9771586,3,kerkima,,all,kasumiprognoos,kasumiprognoosile,Vastupidiselt kahanevale kasumiprognoosile kerkis Pro Kapitali aktsia hind viie tehingu ja 343.,no,"The term 'kasumiprognoosile' refers to a financial forecast and not a physical location, so it is classified as 'no'.",no,"The phrase 'kasumiprognoosile' refers to a trend or forecast, not a specific location, so it is not classified as an adverbial of place.",,,,no,no
9977335,16003914,9,jooma,,in,osa,osas,Kas te jõite “ Õnne 13 ” ühes osas koos Eino Baskiniga päris viina ?,no,"The term 'osas' refers to 'in one part', which is not specific to any physical location, hence classified as 'no'.",no,"The phrase 'osas' refers to a part or aspect of something, not a physical location, so it is not classified as an adverbial of place.",,,,no,no
6202404,9960704,22,lamama,,ad,iga,igal,"Üks pealtnägija rääkis BBCle , et nägi , kuidas kahekordne buss oli lõhki nagu "" karp sardiine "" ning inimesi lamas igal pool .",no,"The word 'igal' conveys quantity and dispersion, not a specific physical place, so it is classified as 'no'.",no,"The phrase 'igal' refers to distribution or extent across all locations, but it does not specify a single place, so it is not classified as an adverbial of place.",,,,no,no
6537416,10516238,21,kukkuma,,ill,kooma,koomasse,""" Need heroiinikud , kes praegu elus on , vajavad juba nii kanget kraami , et kukuvad pärast süsti kohe koomasse , "" nentis ta .",no,The phrase 'koomasse' was classified as 'no' because it refers to a medical state or condition rather than a location.,no,"The phrase 'koomasse' refers to a state or condition (coma) rather than a specific location, so it was classified as not adverbial of place ('no').",,,,no,no
3365057,5414150,14,kandma,,adit,jooks,jooksu,"Kumbki mees ei osanud veel öelda , kui kaua Loskutov seda abivahendit enne jooksu kannab .",no,The phrase 'jooksu' refers to a run or running and is not a location.,no,"The phrase 'jooksu' refers to the action of running and not to a specific location, so it is not classified as an adverbial of place.",,,,no,no
11481617,18392428,12,tervitama,,in,pahv,pahvides,Neljapäeval koos uue aastaga saabunud suitsetamiskeeldu tervitasid paljud osariigi elanikud sigarette pahvides .,no,"The term 'pahvides' refers to an action associated with smoking, not a location.",no,"The phrase 'pahvides' describes an action (smoking) rather than a location, so it is not classified as an adverbial of place.",,,,no,no
358889,555825,23,paiknema,,ad,haige,haigetel,"Sellele võib lihtsalt vastata , väites , et need , kelle raamatutest ning ideedest oli äsja juttu , paiknevad Lääne pühiskonna psüühiliselt haigetel äärealadel .",no,"The phrase 'haigetel' refers to a condition or state of people, not a geographical or physical location.",no,"The term 'haigetel' refers to people (psychically ill individuals) rather than a place, thus it is not classified as an adverbial of place.",,,,no,no
11685776,18703404,9,seiklema,,in,raudrüü,raudrüüs,"Nagu kuulus kurva kuju rüütel , kes täies raudrüüs ka plaadi kaaneümbrise koomiksis seikleb , otsides ikka seda tõelist tunnet ja ilu .",no,The word 'raudrüüs' describes armor (a physical state of being) and not a specific location.,no,"The phrase 'raudrüüs' describes a state or manner (clad in armor) and does not indicate a specific location or direction, so it is not an adverbial of place.",,,,no,no
120731,202396,7,omama,,in,kergejõustik,kergejõustikus,"Tegeleb spordiga , omab esimest järku kergejõustikus , sõjalises kolmevõistluses ja võrkpallis .",no,"The phrase 'kergejõustikus' was not classified as a location because it refers to athletics as an activity, not a geographic place.",no,"The phrase 'kergejõustikus' describes an activity or category rather than a physical location, so it is not adverbial of place.",,,,no,no
16082608,24964307,14,avastama,,el,jutt,jutust,"( Ahto räägib loo , kuidas ta veel sel aastal avastas oma ema jutust mitu maausule viitavat märki .",no,The word 'jutust' refers to narrating or storytelling and does not indicate a specific location.,no,The phrase 'jutust' is not classified as an adverbial of place because it does not indicate a location but instead describes something related to 'telling' or narration.,,,,no,no
9501762,15253819,6,paigutama,,all,kaks,kahele,"Autor paigutanuks viimased nagu ettevaatlikult kahele poole , küsides vaataja käest , kas ma ehk liiga ei väsita vaatajat oma kohalolekuga .",no,"The phrase 'kahele' refers to a numerical concept or position rather than a specific geographical or physical location, so it is classified as 'no'.",no,The phrase 'kahele' is not classified as an adverbial of place because it refers to distribution or positioning rather than specifying a physical location.,,,,no,no
1546746,2461092,10,saama,,adit,EEK,EEKi,"Nimelt saab 10. koht konstruktorite arvestuses umbes 150 miljoni EEKi eest FIA-lt tugirahasid järgmiseks hooajaks , viimaseks jääv tiim aga mitte sentigi .",no,"The term 'EEKi' refers to a currency (Estonian kroon) rather than a location, hence it was classified as 'no'.",no,"The phrase 'EEKi' refers to currency, not a location, so it was classified as 'no' for adverbial of place.",,,ORG,no,no
603362,956528,6,käima,,ill,lähedalolev,lähedalolevasse,"Tei-sisõnu piirkondades , kust inimesed lähedalolevasse linna tööle käivad .",no,"The word 'lähedalolevasse' refers to proximity, but it does not specify a location. Therefore, it is not classified as a location.",no,"The phrase 'lähedalolevasse' refers to proximity or location but does not function as an adverb indicating the place in context, so it was classified as 'no' for adverbial of place.",,,,no,no
444345,695209,11,kostma,,el,era,Erast,""" Mis on kasu teadusest , kirjandusest , "" kostab Erast .",no,"Erast is a name of a person, not a location.",no,The phrase 'Erast' is not an adverbial of place as it refers to a person and not a location or position.,,,PER,no,no
182453,303204,10,nägema,ette,ill,kaasomand,kaasomandisse,Ringhäälinguseadus nägi ette selle andmise ETV ja Eesti Raadio kaasomandisse .,no,"The phrase 'kaasomandisse' refers to joint ownership, which is not a physical or geographical location.",no,The phrase 'kaasomandisse' is not an adverbial of place as it denotes a legal state of co-ownership rather than a specific location or position.,,,,yes,yes
9756093,15654184,3,helisema,,in,keel,keeles,Aga saksa keeles võibolla heliseks ?,no,"The word 'keeles' refers to language and not a geographical or physical location, so it was classified as 'no'.",no,"The phrase 'keeles' refers to the language or mode of communication, not a physical location, hence it is not adverbial of place.",,,,yes,yes
5341854,8569176,14,paigutama,,all,mõõtsüsteem,mõõtsüsteemidele,"Meeleterve Jaan Kaplinski , haritud maailma-inimene , kes kodumaa-mõistmise lihtsalt suurematele ja nõudlikumatele mõõtsüsteemidele paigutab , kes vaatab meid ja meile ajaloo sügavusest , rändurina sageli teistelt kontinentidelt ja kaugetelt randadelt , teiste keelte ja teiste usundite tundmisalalt , - see Jaan Kaplinski sunnib ümber vaatama ka mõistet rahvuslik , kui see muutub eneseupituse , enesepiiratuse ja enesekindluse meile harjumuspäraseks mugavaks sümboliks , - ja see Kaplinski sünnitab teinegi kord ebamugavust .",no,"The phrase 'mõõtsüsteemidele' was classified as 'no' because it refers to measurement systems, which are not specific geographical locations.",no,"The phrase 'mõõtsüsteemidele' refers to abstract systems of measurement rather than a physical place, so it is not adverbial of place.",,,,yes,yes
