lemma,sentence_id,head_id,example_num,total_count,feats,case,number,proper,deprel,form,loc,loc_rel,parent_loc,pos,id_x,text
dikteerimine,11333570,18162760,2,76,"ad,com,sg",ad,sg,0,obl,dikteerimisel,7,1,,S,33492784,"Kui terve esimene poolaeg kulges võõrustajate dikteerimisel , siis teise poolaja alul muutus jaapanlaste mäng kindlamaks ."
dikteerimine,16282781,25216474,3,76,"ad,com,sg",ad,sg,0,obl,dikteerimisel,26,1,,S,46332333,"” Ühesõnaga ma arvan nii , et tuleb lõpetada see praktika , mida me siin rakendame juba pikemat aega , ma ei tea , kelle dikteerimisel , et me koostame niisuguseid seadusi , millest me isegi aru ei saa , nii et minister peab meile ütlema , mis on selle seaduse mõte ."
dikteerimine,11295202,18101691,4,76,"ad,com,sg",ad,sg,0,obl,dikteerimisel,15,1,,S,33381061,Vallo Reinkort  tõi kohe algul viis punkti ning kogu esimene poolaeg kulges Tartu klubi dikteerimisel .
dikteerimine,10820560,17330363,5,76,"ad,com,sg",ad,sg,0,obl,dikteerimisel,11,-1,,S,31973008,"Kohtumise viimasel neljandikul ärkas vastaste mängujuht  Vrbica Stefanov  , kelle dikteerimisel hakkas Skopje MZT vahet vähendama ."
rambivalgus,10288094,16511505,1,78,"com,ill,sg",ill,sg,0,obl,rambivalgusesse,19,-1,,S,30495232,"Teatri autobuss korjas kõik neli peale ja sõidutas Pushkini tänavale , kus noored näitlejad räämas välisilmega teatrimajas peagi rambivalgusesse astusid ."
rambivalgus,4420857,7109364,2,78,"com,ill,sg",ill,sg,0,obl,rambivalgusesse,2,-1,,S,13267944,"Taas rambivalgusesse tõusnud esimese postkommunistliku Riigiduuma esimehe lemmiksõnad on "" konsensus "" ja "" leppimine "" ning lausa paaniliselt kardab ta endale vaenlasi soetada ."
rambivalgus,14401813,22808880,3,78,"com,ill,sg",ill,sg,0,obl,rambivalgusesse,5,1,,S,42192230,"Argentinas sündinud marksist tõusis rambivalgusesse Kuubal , kus ta 1959. aastal aitas Fidel Castrol võimule saada ."
rambivalgus,7086674,11394241,4,78,"com,in,sg",in,sg,0,obl,rambivalguses,6,-1,,S,21245983,"Avastseenil , suures plaanis ja rambivalguses kohkunud , kuid väärikas preili Jannsen , veidi tagaplaanil ja kõrval teda ründav arstiproua "" Milline jultumus ."
rambivalgus,17229348,26452388,5,78,"com,ill,sg",ill,sg,0,obl,rambivalgusesse,29,2,,S,48428135,"Siis oli ta kogunisti töötu ning alles mänedžeri karm nõudmine põikpäisus unustada ning välja näha täpselt nii , nagu nõutakse , käituda nii , nagu nõutakse tõi ta rambivalgusesse tagasi ."
linnavaraamet,10934259,17512428,1,79,"all,com,sg",all,sg,0,obl,linnavaraametile,2,-1,,S,32303993,"Tallinna linnavaraametile laekus eile lõppenud ASi Tallinna Vesi enamusaktsiate erastamiskonkursil kolm pakkumist firmadelt Generale des Eaux , Northumbrian Water Group ja International Water UU ."
linnavaraamet,14733348,23210574,2,79,"com,el,sg",el,sg,0,obl,linnavaraametist,16,2,,S,42893455,"Hilinemise põhjused on erinevad ning neist suur osa on tõsised , ütles Priit Pärtelpoeg Tallinna linnavaraametist ."
linnavaraamet,14506369,22939939,3,79,"all,com,sg",all,sg,0,obl,linnavaraametile,5,1,,S,42426297,"Sauna tarvis eraldas volikogu linnavaraametile 600 000 krooni , millest jäi 1. märtsist jõustunud uute saunanõuete tõttu väheks ."
linnavaraamet,9786130,15701605,4,79,"all,com,sg",all,sg,0,obl,linnavaraametile,14,3,,S,29010080,"Briti parlamendisaadik Mike O'Brien avaldas Suurbritannia saatkonna ja justiitsministeeriumi kaudu Tallinna linnavaraametile survet maja Rataskaevu 6 tagastamiseks inimestele , kellel seaduse järgi poleks sellele õigust ."
linnavaraamet,12636863,20220739,5,79,"com,in,sg",in,sg,0,obl,linnavaraametis,3,-1,,S,37365422,"Kas Pilar linnavaraametis käis , seda me ei tea ."
kallaletung,12978290,20763892,1,82,"com,in,sg",in,sg,0,obl,kallaletungis,14,2,,S,38393159,"Tulisema loomuga Harry peoõhtule järgnes skandaal , sest paparatso Nirach Tanner süüdistab teda kallaletungis ."
kallaletung,10721251,17179603,2,82,"all,com,sg",all,sg,0,obl,kallaletungile,11,1,,S,31707110,"Nice ” is peetaval iluuisutamise MMil järgnes skandaalsele hotellis toimunud kallaletungile prantslasele Stephane Bernadis ” le kukkumine paarissõidus , mille tõttu ukrainlane Palamartšuk sattus haiglasse ."
kallaletung,11960125,19140345,3,82,"com,in,pl",in,pl,0,obl,kallaletungides,4,1,,S,35339104,"Venemaa miilits kahtlustab kallaletungides Jaanilinna ja Narva elanikele üht kindlat noormeest , sest pärast tema vahistamist on kallaletungid lõppenud ."
kallaletung,4609441,7408084,4,82,"com,in,sg",in,sg,0,obl,kallaletungis,19,3,,S,13822024,"Viljandis Suure Venna pubi juures 12. aprilli öösel puhkenud tülis jalaluu murdnud mees süüdistab kahte turvafirma Securitas töötajat kallaletungis , kirjutab Sakala ."
kallaletung,695085,1105776,5,82,"com,in,sg",in,sg,0,obl,Kallaletungis,1,-2,,S,1997905,"Kallaletungis vigastada saanud Heini Sulg rääkis Eesti Päevalehele , et sündmused kestsid maksimaalselt poolteist minutit ."
kindlustatu,2420461,3881220,1,85,"abl,com,sg",abl,sg,0,obl,kindlustatult,9,1,,S,7266383,Sotsiaalministri poolt kehtestatud visiiditasu määrus ei määratle eraldi kindlustatult ja kindlustamata isikult võetavat visiiditasu .
kindlustatu,3746231,6033278,2,85,"all,com,pl",all,pl,0,obl,kindlustatutele,13,2,,S,11274642,"ühe piirkonna peale on üks haigekassa , kes ostab teenust kogu piirkonna kindlustatutele ."
kindlustatu,16749381,25773675,3,85,"all,com,sg",all,sg,0,obl,kindlustatule,17,-1,,S,47272138,"Ei tea täpselt , kuidas oli Norras , aga Rootsis oli küll nii , et sealmaal kindlustatule maksis visiit tervisekeskuse üldarsti juurde 100 SEK , kindlustamata inimesele aga pealt 600 SEK , viimasel juhul oli lisaks visiiditasule vaja maksta ka tehtud uuringute ja analüüside eest ."
kindlustatu,17240401,26470013,4,85,"ad,com,sg",ad,sg,0,obl,kindlustatul,2,-1,,S,48459437,"Kui kindlustatul tekib kalendriaasta jooksul õigus eri hüvitistele , maksab haigekassa hüvitist ühe kindlustatule soodsaima määra ulatuses ."
kindlustatu,2420743,3881589,5,85,"ad,com,sg",ad,sg,0,obl,kindlustatul,22,1,,S,7266977,"Ravikindlustusseaduse kohaselt on ajutise töövõimetuse hüvitis rahaline kompensatsioon , mida haigekassa maksab kindlustatule töövõimetuslehe alusel juhul , kui töövabastuse tõttu jääb kindlustatul saamata sotsiaalmaksuga maksustatav tulu ."
tootmishoone,14723046,23195418,1,106,"com,in,sg",in,sg,0,obl,tootmishoones,5,1,,S,42863939,"Spermalabor asub Ekseko tohutus tootmishoones , mille kõikidel soppidel ei suuda valvurid silma peal hoida ."
tootmishoone,3597589,5793285,2,106,"com,in,sg",in,sg,0,obl,tootmishoones,13,2,,S,10830895,Tehasele tüliks olev seade asub tehase territooriumil ühes eriliselt valve all olevas tootmishoones ning meenutab väliselt keskkütte katelt .
tootmishoone,787696,1256050,3,106,"com,in,pl",in,pl,0,obl,tootmishoonetes,8,-2,,S,2284568,Peale metalli ladustamise kavatseb Ruma hakata terminali tootmishoonetes Venemaalt tulevat metalli enne Lääne-Euroopasse edasi saatmist ka töötlema .
tootmishoone,4372258,7032799,4,106,"com,in,pl",in,pl,0,obl,tootmishoonetes,13,2,,S,13126038,"Märksa kindlam tundub ühe Tallinna firma äriplaan , mis näeb ette kõrgetes tootmishoonetes shampinjonide kasvatamist ja lubab anda tööd sajale inimesele ."
tootmishoone,10661192,17085298,5,106,"com,in,sg",in,sg,0,obl,tootmishoones,7,1,,S,31535730,"Praegu rendib Inko Balti Pangale panditud tootmishoones ruume õmblusfirma , kus jätkavad senist tööd pankrotistunud firmade rohkem kui 300 töötajat ."
talvepäev,6684085,10753392,1,112,"ad,com,sg",ad,sg,0,obl,talvepäeval,3,-1,,S,20088851,"Ühel külmal talvepäeval astusid tema kabineti uksest ette teatamata sisse keskkomitee esimene sekretär Johannes Käbin , ministrite nõukogu esimehe esimene asetäitja Edgar Tõnurist jt."
talvepäev,14863674,23363930,2,112,"ad,com,sg",ad,sg,0,obl,talvepäeval,3,-1,,S,43164352,"Ühel hämaral talvepäeval Sun , 14 Jan 2001 15:10:18 +0200 , « Suur Karu » saatis siia järgmised read :"
talvepäev,13327063,21320363,3,112,"ad,com,sg",ad,sg,0,obl,talvepäeval,3,-1,,S,39441916,Ühel nukral talvepäeval lasi ta mantlipärija enda juurde kutsuda ja lausus :
talvepäev,7102770,11422077,4,112,"ad,com,pl",ad,pl,0,obl,talvepäevadel,13,1,,S,21297458,"Ja mis nad seal Postirahvalgi Anetiga kogu aeg tegid , eriti pikkadel talvepäevadel – lugesid muudkui võidu ."
talvepäev,15805260,24620010,5,112,"ad,com,sg",ad,sg,0,obl,talvepäeval,3,-1,,S,45343606,"Ühel hämaral talvepäeval Fri , 5 Jan 2001 09:09:37 +0200 , Lauri Kaljuvee saatis siia järgmised read :"
kodustaadion,10030186,16090513,1,114,"ad,com,sg",ad,sg,0,obl,kodustaadionil,24,2,,S,29716646,Mart Poomi veatu etteaste Derby County väravas rikkus kohtuniku eksimus lõpusekundeil ning kodus pallinud “ jäärad ” kaotasid liiga liidriks tõusnud Leeds Unitedile kodustaadionil 0 : 1.
kodustaadion,908849,1448091,2,114,"ad,com,sg",ad,sg,0,obl,kodustaadionil,19,-2,,S,2651112,"Lõpu lähenedes tühjenesid Panathinaikose meeste energiavarud ja Sir Alex Ferguson võis juubeldada : "" Ma pole kolm aastat kodustaadionil nii head mängu näinud ! """
kodustaadion,13821513,22036991,3,114,"ad,com,sg",ad,sg,0,obl,kodustaadionil,10,3,,S,40772927,"Kui Viljandi Tulevik murrab homme Eesti meistrivõistluste avaringi lõpuvoorus kodustaadionil maha TVMK meeskonna , möödub ta mööblitootjatest ja tõuseb edetabelis teisele reale ."
kodustaadion,14609563,23074205,4,114,"ad,com,sg",ad,sg,0,obl,kodustaadionil,10,2,,S,42658531,Inglismaa jalgpallimeistrivõistlustel alistas Derby County Pride Parki nime kandval kodustaadionil 29 300 fänni silme all Londoni West Ham Unitedi 2 : 0 ning tõusis liigatabelis seitsmendale kohale .
kodustaadion,10936168,17515689,5,114,"com,el,sg",el,sg,0,obl,kodustaadionist,22,3,,S,32310063,"Et aga siinne publik ei ole eriti kärme peale kasvama , piisab Blindile vast ka nende ühe sponsori , FC Flora kodustaadionist Maarjamäel ."
mänguminut,4734177,7605345,1,132,"ad,com,sg",ad,sg,0,obl,mänguminutil,2,-1,,S,14196853,56. mänguminutil võttis 21-aastane Schweinsteiger mänguohjad enda kätte ja saatis umbes 25 meetrilt palli värava poole teele .
mänguminut,6726320,10820901,2,132,"ad,com,sg",ad,sg,0,obl,mänguminutil,13,-1,,S,20210578,"Põhiturniiri viimane mäng viis rivist ameeriklasest ääre Donald Beachami , eile esimesel mänguminutil sai õlavigastuse leedulane Egidijus Mikalajunas ."
mänguminut,11512205,18438016,3,132,"ad,com,sg",ad,sg,0,obl,mänguminutil,6,1,,S,34012997,"Lantana parim viigistamisvõimalus tuli 32 . mänguminutil , kui Karin Danilicevase ilusa seinasöödu tagajärjel karistusalasse pääses ja seal Jazzi kaitse poolt maha niideti ."
mänguminut,7668556,12295874,4,132,"ad,com,sg",ad,sg,0,obl,mänguminutil,3,-1,,S,22861028,Kuid viimasel mänguminutil juhtus midagu uskumatut -  Kenichi Uemura  esmalt viigistas ja Maezono jõudis seejärel lüüa veel jaapanlaste võiduväravagi - 3 : 2.
mänguminut,2493632,3999169,5,132,"ad,com,sg",ad,sg,0,obl,mänguminutil,5,1,,S,7487108,Esimese värava lõi 10. mänguminutil brasiillane Luis Marin .
patarei,8700179,13955748,1,136,"com,el,pl",el,pl,0,obl,patareidest,14,2,,S,25834078,"Ma mõtlesin , et see on igati õigustatud tegu ja vabastasin lambi nendest patareidest ja kinkisin ühe oma naisele ja võtsin teise endale ."
patarei,2322031,3718550,2,136,"com,el,pl",el,pl,0,obl,patareidest,11,2,,S,6962453,"Tegelikult oli nii selle pärast , et Brežnev sai toidet patareidest , Tšernenko aga elektrivõrgust ."
patarei,8191553,13147862,3,136,"com,in,sg",in,sg,0,obl,Patareis,2,-2,,S,24404951,Kuidas Patareis see naisteäri käib ?
patarei,9516717,15277970,4,136,"com,in,sg",in,sg,0,obl,Patareis,8,1,,S,28258241,Neljapäeval politsei konvoibussist põgenenud Imro Kirsipuu röövis Patareis karistust kandes oma kambrikaaslast ja sai selle eest pika vabadusekaotuse .
patarei,12193726,19523557,5,136,"com,in,sg",in,sg,0,obl,Patareis,4,1,,S,36056958,Tiit Madisson istus Patareis paaris eksemplaris paljundatud kohmaka eestikeelse kirjandi eest .
erikool,13428119,21477131,1,155,"com,in,sg",in,sg,0,obl,erikoolis,2,-1,,S,39735812,Orissaare erikoolis õpib praegu viiendast kuni üheksanda klassini kokku 93 õpilast vanuses 13-18 aastat .
erikool,11386682,18245996,2,155,"com,in,sg",in,sg,0,obl,erikoolis,19,1,,S,33651103,"“ Ega nad vist päris normaalsed ole , seda kinnitab juba tõsiasi , et mõlemad õpivad ühes Tallinna erikoolis , ” lausus pressiesindaja ."
erikool,12039838,19271176,3,155,"com,el,sg",el,sg,0,obl,erikoolist,7,-1,,S,35585216,Jäljetult on kadunud augusti lõpul Kaagvere erikoolist lahkunud 15aastane Sigrid Boston .
erikool,12218157,19560003,4,155,"com,in,sg",in,sg,0,obl,erikoolis,10,3,,S,36124599,"Haridus- ja teadusministeeriumi hinnangul annab laupäevane märatsemine Viljandimaal Puiatu erikoolis märku , et erikoolid vajavad tõhusamaid turvameetmeid ."
erikool,10995344,17610409,5,155,"com,in,sg",in,sg,0,obl,erikoolis,24,-4,,S,32479750,"Viimsi keskkoolis narkootikume tarbivast ja kaasõpilasi hirmutavast kuueliikmelisest jõugust ähvardab nelja poissi noortevanglasse saatmine , sest kool neid ohjes hoida ei suuda ning erikoolis poistele kohti ei jätku , kirjutas Eesti Päevaleht ."
taliolümpia,4172420,6714778,1,187,"ad,com,sg",ad,sg,0,obl,taliolümpial,13,3,,S,12539519,"Kui 18-aastane šveitslane Simon Amman võitis nelja aasta eest Salt Lake City taliolümpial kaks kuldmedalit , oli ta ise sama üllatunud kui teisedki ."
taliolümpia,17201744,26408267,2,187,"ad,com,sg",ad,sg,0,obl,taliolümpial,11,2,,S,48344504,Norra kiiruisutaja Johann Olav Kossi sõnul satuvad tema maailamrekordid Nagano taliolümpial tõsisesse ohtu .
taliolümpia,4459471,7170688,3,187,"all,com,sg",all,sg,0,obl,taliolümpiale,5,2,,S,13379806,Seejärel suunab EOK jõupingutused taliolümpiale .
taliolümpia,16108036,25005508,4,187,"ad,com,sg",ad,sg,0,obl,taliolümpial,15,-1,,S,45993682,"Rootslane mäletab Arne Sirelit ja Uno Leisti , talle sümpatiseerivad õed Šmigunid , Nagano taliolümpial pani ta tähele Jaak Maed ja Andrus Veerpalu ."
taliolümpia,12565805,20109405,5,187,"ad,com,sg",ad,sg,0,obl,taliolümpial,19,4,,S,37155733,"Kogunesid ju spordihullud juba pärast südaööd televiisori ette vaatama , kuidas Mika Myllylä võidab Soomele 34 aasta järel taliolümpial murdmaasuusatamises kuldmedali ."
linnarahvas,4933011,7920623,1,213,"ad,com,sg",ad,sg,0,obl,linnarahval,20,1,,S,14789506,"Kreemholmist eile öösel Jaanilinna läinud soojus olnud küllaldane , et hoida sealset soojavõrku külmumise eest , samas aga tuli linnarahval parasjagu lõdiseda ."
linnarahvas,13620928,21780690,2,213,"all,com,sg",all,sg,0,obl,linnarahvale,7,1,,S,40303060,"Ta lisas , et lõppsõna jääb linnarahvale ."
linnarahvas,13895502,22158286,3,213,"com,in,sg",in,sg,0,obl,Linnarahvas,1,-1,,S,40999025,"Linnarahvas ja Kallastele tulnud külalised lustisid , selgitati välja eriti vinged kummijukud ."
linnarahvas,3938845,6343750,4,213,"all,com,sg",all,sg,0,obl,linnarahvale,6,1,,S,11847750,Enne oodatud koorma saabumist esinevad linnarahvale ka los cabezudos ehk hiigelpead ning los gigantes ehk hiiglased .
linnarahvas,4482361,7207263,5,213,"all,com,sg",all,sg,0,obl,linnarahvale,4,2,,S,13446859,"Eile taastas linnavalitsus linnarahvale tasuta hommikukohvide pidamise traditsiooni , millele pandi algus üle-eelmisel hooajal ."
messikeskus,5148628,8260334,1,219,"com,in,sg",in,sg,0,obl,messikeskuses,6,1,,S,15436798,Järgmisel neljapäeval esineb Tallinna Näituste messikeskuses flöödirocki pioneer Jethro Tull eesotsas legendaarse Ian Andersoniga .
messikeskus,548304,866071,2,219,"com,in,sg",in,sg,0,obl,messikeskuses,10,3,,S,1534795,"Eesti Näituste AS korraldab 27.-29.04.2000. aastal messikeskuses esimese rahvusvahelise info- ja kommunikatsioonitehnoloogia , ringhäälingu- , elektroonika- , reklaami- ja meediamessi INFOCOM 2000 ESTONIA ."
messikeskus,15941249,24796914,3,219,"com,in,sg",in,sg,0,obl,Messikeskuses,3,-1,,S,45635683,Tartus Näituste Messikeskuses algab täna õllefestival Õllelager 97 .
messikeskus,8945892,14380026,4,219,"com,ill,sg",ill,sg,0,obl,messikeskusesse,8,-2,,S,26631111,"Ta liigutab , hüüatas keegi Eesti Näituste messikeskusesse õpivõimalustega tutvuma tulnud külastaja ja osutas sõrmega Tallinna huvikeskuse Kullo boksis istuvale mannekeenile ."
messikeskus,6645808,10693705,5,219,"com,in,sg",in,sg,0,obl,messikeskuses,17,4,,S,19980647,"Rahvusvaheline turismimess "" Tourest 2005 "" toimus sel aastal 18. –20 . veebruarini Tallinnas Eesti Näituste messikeskuses ."
sisemaa,5707238,9154180,1,244,"ad,com,sg",ad,sg,0,obl,sisemaal,3,1,,S,17126417,"Külma tuleb sisemaal kuni viis miinuskraadi , järgnevad ööd jäävad -2-3-kraadisteks ."
sisemaa,13227125,21162454,2,244,"ad,com,sg",ad,sg,0,obl,sisemaal,15,-3,,S,39142973,"Kuigi isa oli tuliselt vastu ja kogu suguselts jäi muretsema , mismoodi laps kaugel sisemaal üksi toime tuleb ."
sisemaa,6751521,10861217,3,244,"ad,com,sg",ad,sg,0,obl,sisemaal,8,1,,S,20283187,"Pühapäev päev toob lumelisa , õhutemperatuur tuleb sisemaal laupäevasega sarnane , vaid saartele ja läänerannikule kannab tugevnev edelatuul soojemat õhku ning termomeetri näit tõuseb kraad-paar üle nulli ."
sisemaa,5830470,9356127,4,244,"ad,com,sg",ad,sg,0,obl,sisemaal,14,-1,,S,17501575,"Hädaabi jõuab praegu kannatanuteni vaid kas õhu teel või meritsi , nii et sisemaal tekkinud maavärinakahjud peab elanikkond ilmselt oma jõul ületama ."
sisemaa,8724180,14001388,5,244,"all,com,sg",all,sg,0,obl,sisemaale,13,2,,S,25919042,"Seni , kuni jagatakse saari ja sõditakse merel , teeme meie ekspeditsiooni sisemaale , ennetame hispaanlasi ."
kuluaar,19124950,28851084,1,275,"com,in,pl",in,pl,0,obl,kuluaarides,16,1,,S,52197496,"Mul on ette kanda lihtsalt kaks väikest kuulujuttu , mis on seoses selle seaduseelnõuga liikunud kuluaarides ."
kuluaar,10159658,16300414,2,275,"com,in,pl",in,pl,0,obl,Kuluaarides,1,-1,,S,30104557,"Kuluaarides tiirutab jutt , et olümpiahooajaks valmistudes tõstsite treeningumahtu 30 protsendi võrra !"
kuluaar,13419956,21464597,3,275,"com,in,pl",in,pl,0,obl,kuluaarides,6,1,,S,39713117,Balti Assamblee mitu liiget mainis kuluaarides ses kontekstis Venemaa naftatransiiti läbi Läti .
kuluaar,10903071,17461722,4,275,"com,in,pl",in,pl,0,obl,kuluaarides,3,1,,S,32211160,Kõnelused algasid kuluaarides
kuluaar,3921842,6316413,5,275,"com,in,pl",in,pl,0,obl,kuluaarides,6,1,,S,11797923,Ründas Eduard Päll ja kaitsesid kuluaarides kõik kaaslased .
töölaud,1514522,2409857,1,281,"ad,com,sg",ad,sg,0,obl,töölaual,3,1,,S,4484643,"Ta pakib töölaual lahti ajalehtenutsaku , millest ilmub välja võileib ja peagi täidab ruumi termosest tõusev mahe kohviaroom ."
töölaud,10058211,16133581,2,281,"ad,com,sg",ad,sg,0,obl,töölaual,13,1,,S,29796982,"“ Kui ma ükskõik millisel maal astun firmajuhi kabinetti ning näen tema töölaual golfipalli , läheb jutt automaatselt “ sina ” peale , ” ütleb Ingver ."
töölaud,7467019,11986226,3,281,"ad,com,sg",ad,sg,0,obl,töölaual,5,1,,S,22312584,Ühel õhtul helises tema töölaual telefon .
töölaud,4168939,6709589,4,281,"ad,com,sg",ad,sg,0,obl,töölaual,5,2,,S,12529566,Korraga liikusid Aime hiiglaslikul töölaual kavandid ja maketid .
töölaud,4930235,7915913,5,281,"ad,com,sg",ad,sg,0,obl,töölaual,11,-1,,S,14780409,"Töötoa seinu katavad riiulid , millel tuhanded uhked raamatud ning töölaual peesitab kümmekonna aasta vanune arvuti ."
kontrollmäng,5662402,9081300,1,292,"com,in,sg",in,sg,0,obl,kontrollmängus,10,3,,S,16988762,Päev hiljem mängis noortekoondise ridades 2 : 2 lõppenud kontrollmängus Slovakkia vastu .
kontrollmäng,5616448,9005703,2,292,"com,in,sg",in,sg,0,obl,kontrollmängus,5,2,,S,16845789,Kalev alistas hooaja esimeses kontrollmängus Gulbenes sealse Bumerangsi 98 : 65.
kontrollmäng,1893944,3017384,3,292,"com,in,sg",in,sg,0,obl,kontrollmängus,9,-1,,S,5642241,"Eestlaste õnneks on Sabry suhteliselt keevaline , viimases kontrollmängus Cote d'Ivoire'iga teenis ta punase kaardi ."
kontrollmäng,6482525,10424737,4,292,"com,in,sg",in,sg,0,obl,kontrollmängus,11,1,,S,19483964,"Klavan treenis ässadega koos kolm päeva , vigastas neljandal peetud kontrollmängus põlve ja veetis kuu aega Hispaania arstide käe all ."
kontrollmäng,11007104,17629632,5,292,"com,in,sg",in,sg,0,obl,kontrollmängus,5,2,,S,32516115,FC Flora kaotas Tallinnas kontrollmängus FK Šiauliaile 1 : 2.
skeem,409467,637127,1,313,"all,com,sg",all,sg,0,obl,skeemile,8,2,,S,1093269,Tunneli tehnilise külje pealt osutaksin kõigepealt kahele skeemile .
skeem,8457777,13555502,2,313,"com,el,sg",el,sg,0,obl,skeemist,7,2,,S,25119745,"Ka mina lähtusin tööd alustades täpsest skeemist , aga hiljem lavastaja julgestusel eemaldusin sellest järjest ja püüdsin tabada üldist meeleolu , ” ei pea noor helilooja oma teost liiga kammitsetuks teise mehe muusika järgi tehtud balletivideost ."
skeem,9338700,14999367,3,313,"com,in,sg",in,sg,0,obl,skeemis,4,2,,S,27761840,"Proovigem Bizarre'i säärases skeemis ning nähkem neid formaalselt kaotajate , luuseritena ."
skeem,10132289,16255980,4,313,"all,com,pl",all,pl,0,obl,skeemidele,8,2,,S,30023574,"Reedel andis sama Eesti Projekti maja null-korrusel skeemidele oma hinnangu piirivalveameti ohvitser Viktor Hansen , kelle sõnul leiti koridorist Ikla piiripunkti ehituse esialgsed projektid aastast 1996 , mida on hiljem oluliselt muudetud ."
skeem,14814722,23302526,5,313,"com,el,sg",el,sg,0,obl,skeemist,4,2,,S,43058359,"Maria hoiab etenduse skeemist väga täpselt kinni , kuid nendes raamides on ta samas väga vaba ."
turnee,10807441,17309001,1,357,"ad,com,sg",ad,sg,0,obl,turneel,8,1,,S,31936261,Näiteks Leedu peaminister  Gediminas Vagnorius  tegi hiljutisel turneel Euroopasse täiesti raevukaid avaldusi stiilis kõik kolm või mitte keegi .
turnee,11849943,18964056,2,357,"ad,com,sg",ad,sg,0,obl,turneel,13,2,,S,35008071,"Teatrikompanii direktor Gibson , 36 , tutvus 68aastase Collinsiga näidendi Armastuskirjad Ameerika turneel ."
turnee,9528378,15295366,3,357,"com,in,sg",in,sg,0,obl,turnees,3,1,,S,28289086,"Ratsukäik seisnes turnees kommunistlikku Hiinasse , mis rahalises mõttes oli mõttetus , küll aga kirendasid uudisest kõigi USA ajalehtede esiküljed ja teleekraanid ."
turnee,11347626,18181678,4,357,"ad,com,sg",ad,sg,0,obl,turneel,5,-4,,S,33528816,1912 . a . jaanuaris kirjanduslikul turneel USA-s rongivagunis keset Utah osariigi troostitut soolakõrbe tabas teda ootamatu surm .
turnee,2647665,4248530,5,357,"all,com,sg",all,sg,0,obl,turneele,25,3,,S,7957966,""" Kui võtame maha kuuajase puhkuse , jääb aastasse 48 nädalat , mille jooksul mängivad klubid 96 kohtumist ning vabal ajal sõidavad veel Aasiasse turneele , "" kritiseeris president ."
oode,727644,1159022,1,375,"ad,com,sg",ad,sg,0,obl,ootel,15,2,,S,2100139,Kevadel rajatakse tulevaste hooneteni asfaltteed ja paigaldatakse tänavavalgustus - mõlemad tööd jäid novembris külma ootel pooleli .
oode,6708860,10793327,2,375,"ad,com,sg",ad,sg,0,obl,ootel,14,2,,S,20161122,"Ehkki paraad algab ametlikult kell 10 , näeb kogu tehnikat Vabaduse platsi ümbruses ootel juba tund aega varem , katsuda saab seda pärast paraadi ."
oode,10807426,17308970,3,375,"ad,com,sg",ad,sg,0,obl,ootel,3,1,,S,31936198,"Tõsiselt seisab ootel 10 riiki : Eesti , Läti , Leedu , Poola , Tshehhi , Ungari , Slovakkia , Rumeenia , Bulgaaria , Sloveenia ."
oode,13339249,21339984,4,375,"all,com,sg",all,sg,0,obl,ootele,8,4,,S,39478804,"Suhtlussuminase vaheaja järel rivistusid fotograafid lava ees ootele , et tabada võimalikult efektseid võtteid tänavuste Teatriliidu preemiate võitjatest ."
oode,17356794,26638053,5,375,"all,com,sg",all,sg,0,obl,ootele,2,1,,S,48745156,Jääme ootele !
taastamine,6751507,10861194,1,494,"all,com,sg",all,sg,0,obl,taastamisele,4,-6,,S,20283141,"Vaatamata klientidele elektrivarustuse taastamisele , pole tormikahjustuste likvideerimine Jaotusvõrgu jaoks veel lõppenud ."
taastamine,18081511,27510864,2,494,"all,com,sg",all,sg,0,obl,taastamisele,9,1,,S,50137078,"Erinevalt maavanemaist , kes on toetust avaldanud maavolikogude taastamisele , pole vallavanemad reformi suhtes sugugi nii üksmeelsed ."
taastamine,4727881,7595479,3,494,"all,com,sg",all,sg,0,obl,taastamisele,30,2,,S,14177931,"Linnapea Andrus Ansipi sõnul on rõõm tõdeda , et Ühispank on leidnud võimaluse tutvustada inimestele Tartu kunstnike töid ning samas aidanud kaasa ka Tartu ühe pärli - Jaani kiriku taastamisele ."
taastamine,16731177,25742766,4,494,"com,el,sg",el,sg,0,obl,taastamisest,2,-1,,S,47217825,"Kogu taastamisest tegi mees sadu pilte , et hiljem oleks tõestus : kõik sai tehtud oma kätega ."
taastamine,11833885,18938890,5,494,"all,com,sg",all,sg,0,obl,taastamisele,10,1,,S,34960271,"Solovjov avaldas arvamust , et ametiauto BMW ei kuulu taastamisele ja et kindlustus hüvitab linnavalitsusele õnnetuse läbi tekkinud kahju ."
pingutus,4205098,6766748,1,498,"all,com,sg",all,sg,0,obl,pingutusele,3,-3,,S,12635113,Vaatamata turuosaliste pingutusele ja hoogsale kasvule on reklaamituru jaotus põhijoontes püsinud muutumatuna juba aastaid .
pingutus,14412456,22826363,2,498,"all,com,sg",all,sg,0,obl,pingutusele,9,2,,S,42225709,"Sõitsin ikka lõpuni , » paneb Tombak kolmenädalasele pingutusele punkti ."
pingutus,4436460,7134389,3,498,"all,com,sg",all,sg,0,obl,pingutusele,9,1,,S,13313920,""" Nii Angereri kui ka Teichmanni organism reageeris pingutusele nii , nagu olime planeerinud ."
