lemma|sentence_id|head_id|example_num|total_count|feats|case|number|proper|deprel|form|loc|loc_rel|parent_loc|pos|id_x|text|gpt_annotation
töölaud|1581742|2515863|1|281|ad,com,sg|ad|sg|0|obl|töölaual|4|1||S|4686215|Veel on Tshulitski töölaual lahti vene meediamagnaadi poja Marian Haitovi tapmine ning kõmulise Tallinna ärinaise abikaasa Lembit Aru mõrv .|LOC
töölaud|2647179|4247749|2|281|all,com,sg|all|sg|0|obl|töölauale|3|-2||S|7956371|Riigikohtu kriminaalkolleegiumi töölauale on jõudnud Toomas Tiigi kaitsja Anti Aasmaa kassatsioonikaebus , milles soovitakse , et kohus tühistaks selle aasta märtsis Viru ringkonnakohtus langetatud otsuse Tiigi sõiduauto konfiskeerimise kohta .|LOC
töölaud|7992517|12819129|3|281|all,com,pl|all|pl|0|obl|töölaudadele|67|2||S|23807741|Kuigi “ oma asjadega ” tegeles meist kõige enam just tema ise , sest me nägime teda järjest harvem , keskmiselt vist kolm-neli korda kuu jooksul – ülejäänu aja oli ta lennus ( kusagil , mingi tähtsal lähetusel , tihti justkui teisel planeedil ) , nii et küllalt tihti piirdusid minu ja mu kolleegide kontaktid oma direktoriga vaid pikkade nimekirjadega , mis olid ilmunud me hommikustele töölaudadele .|LOC
töölaud|11913932|19063993|4|281|all,com,sg|all|sg|0|obl|töölauale|34|-2||S|35196670|Ka ei saaks läbi täiustatud projitseerimissüsteemideta , mis looksid ümbritsevast loomutruu pildi , samuti puutesimulaatorite ( et inimesed ja objektid tunduksid virtuaalruumis ka katsudes tõelistena ) ja superarvutiteta , mis võimsusele vaatamata ikka töölauale ära mahuksid .|LOC
töölaud|6772067|10894346|5|281|all,com,sg|all|sg|0|obl|töölauale|2|1||S|20344375|Aseta töölauale ja pane tossama .|LOC
kontrollmäng|2331808|3734290|1|292|com,in,pl|in|pl|0|obl|kontrollmängudes|11|3||S|6992117|""" Siiski on ülikõva koosseisu kokku kogunud CSKA esinenud seni kontrollmängudes ülivõimsalt ."|NONE
kontrollmäng|2515502|4033873|2|292|com,in,sg|in|sg|0|obl|kontrollmängus|3|1||S|7552077|Saksamaa kaotas kontrollmängus Kreekale 87 : 94.|NONE
kontrollmäng|9611942|15428127|3|292|com,in,sg|in|sg|0|obl|kontrollmängus|10|3||S|28526350|Saatuse tahtel kaotasid taanlased 28. mail toimunud referendumipäeval MM kontrollmängus Rootsile , kuid säilitasid oma täisväärtusliku koha Euroopa Liidus .|NONE
kontrollmäng|3487565|5615990|4|292|com,in,sg|in|sg|0|obl|kontrollmängus|10|2||S|10505205|Võrkpalli MMvõistluste valikmängudeks valmistuv Eesti meeskond alistas laupäeval esimeses kontrollmängus Salos Lõuna-Soome klubide koondise 3 : 0.|NONE
kontrollmäng|2360241|3782270|5|292|com,in,sg|in|sg|0|obl|kontrollmängus|3|-1||S|7081938|""" Teisipäevases kontrollmängus viskasin Avitose vastu mõne korvigi ."|NONE
sekretär|1045127|1661978|1|306|com,in,sg|in|sg|0|obl|sekretäris|4|-1||S|3060475|Optiva Panga juhatuse sekretäris Jana Zeigeris , 21 , elab justkui kaks inimest .|NONE
sekretär|4437981|7136889|2|306|abl,com,sg|abl|sg|0|obl|sekretärilt|5|1||S|13318716|Tööleht küsis viieteistkümnelt Eesti sekretärilt , kui palju nemad kuus teenivad .|NONE
sekretär|5126482|8224998|3|306|all,com,pl|all|pl|0|obl|sekretäridele|4|1||S|15369933|Ta on kirjutanud sekretäridele õpetussõnu , kuidas side- ja mõttekriipsu kasutada .|NONE
sekretär|1497447|2384366|4|306|all,com,sg|all|sg|0|obl|sekretärile|22|1||S|4435586|Ajalehe andmeil hakkas Tukumsis elav nõid kõrge vererõhu ja südamevaevuste all kannatava valitsusjuhi tervise pärast tõsiselt muret tundma ja helistas tema sekretärile .|NONE
sekretär|13955664|22216799|5|306|all,com,sg|all|sg|0|obl|sekretärile|7|1||S|41100970|“ Võtsin kätte ja helistasin presidendi sekretärile , kes mind presidendiga ühendas .|NONE
skeem|269854|425746|1|313|all,com,sg|all|sg|0|obl|skeemile|23|1||S|742272|Nagu paljud teisedki analüüsijad , ei suutnud me hoiduda kiusatusest kontrollida , kas elektrooniliselt saadetud kummituslood kummitusmajadest alluvad W. Labovi pakutud narratiivi strukturaalsele skeemile ( 1972 ) .|NONE
skeem|366616|567029|2|313|abl,com,sg|abl|sg|0|obl|Skeemilt|1|-1||S|966252|Skeemilt näeme , et 20. sajandi lõpu perepärimuses on hästi teada 20. sajandi inimesed ja nende kodu .|NONE
skeem|9647444|15482113|3|313|com,in,sg|in|sg|0|obl|skeemis|9|1||S|28621320|Iga teos ja autor või ajalooperioodki kujutab selles skeemis siis vaid enam või vähem õnnestunud katset jõuda tolle täiusliku lõppseisundini .|NONE
skeem|13593073|21735289|4|313|abl,com,sg|abl|sg|0|obl|skeemilt|4|2||S|40219878|Alaves läks tagasihoidlikult skeemilt 5-4-1 üle 4-4-2-le .|NONE
skeem|10830327|17346219|5|313|all,com,sg|all|sg|0|obl|skeemile|4|-2||S|32000382|Aga kui sellele skeemile vastu hakkad , oled kohe väga paha .|NONE
lihas|3452528|5559143|1|316|ad,com,pl|ad|pl|0|obl|lihastel|14|1||S|10401049|Miks mitte muretseda ortopeedilist patja , mis annab magamiseks mugavama asendi ja laseb lihastel paremini lõõgastuda .|LOC
lihas|5201026|8343418|2|316|com,ill,sg|ill|sg|0|obl|lihasesse|30|-1||S|15593123|The New York Timesi 7. juuli kahest pikemast artiklist loeme , et salmonellabakter põhjustab aastas üle 4000 surmajuhtumi ja viie miljoni inimese haigestumise , ning et E-kolibakter , mis lihasesse sattunud määrdumisest väljaheidetega , põhjustas 1993. aastal USA läänerannikul mitme lapse surma ja sadade täiskasvanute haigestumisi ühe kiirsööklateketi pooltooreste hamburgerite söömisest .|LOC
lihas|18962802|28629252|3|316|com,in,sg|in|sg|0|obl|lihases|13|1||S|51868548|Esmalt eraldati cDNA , mis on olemas südames , kuid puudub glükolüütilises lihases m.|LOC
lihas|16839525|25914043|4|316|all,com,pl|all|pl|0|obl|lihastele|10|-1||S|47513251|Võib endale ükstapuha mida sisendada , aga koos kasuga lihastele teeb pulber paratamatult kahju organismile .|LOC
lihas|5211080|8359948|5|316|com,in,pl|in|pl|0|obl|lihastes|5|1||S|15624155|Venitust tunned vastaspoolse külje lihastes .|LOC
advokaadibüroo|123361|206741|1|340|com,el,sg|el|sg|0|obl|advokaadibüroost|9|-1||S|375034|Urge Roadi ja Treptenit esindav jurist Annika Murulaid advokaadibüroost Concordia ütles Luubile , et kindlustusfirma kasutab venitamistaktikat .|LOC
advokaadibüroo|2814953|4514176|2|340|all,com,sg|all|sg|0|obl|advokaadibüroole|11|-3||S|8464580|"Vandeadvokaat Andres Hallmägi ütles , et majandusaruannetega tutvumise aeglus nende advokaadibüroole probleeme ei valmista : "" Selle majandusinfoga , mis ettevõtted äriregistrile esitavad , pole meil niikuinii suurt midagi peale hakata . """|LOC
advokaadibüroo|22212|38250|3|340|com,el,sg|el|sg|0|obl|advokaadibüroost|23|2||S|69942|Olen oma kliendist Giovanni Sposatost aga aru saanud nii , et kohtusse kavatseb ta siiski kindlasti minna , ” tunnistab Aivar Pihlak advokaadibüroost Legalia .|LOC
advokaadibüroo|1226879|1951066|4|340|all,com,sg|all|sg|0|obl|advokaadibüroole|12|2||S|3610141|Tallinna ringkonnakohtu tsiviilkolleegiumi hinnangul ei õigusta Krinali ebaseaduslikke ja alusetuid väljamakseid advokaadibüroole mitte miski .|LOC
advokaadibüroo|5184320|8317040|5|340|com,in,sg|in|sg|0|obl|advokaadibüroos|25|1||S|15542868|Olukorda ei muuda ka see , et büroost või töötajalt ei või ära võtta õigusteenust osutades saadud teabekandjaid , kuna kõik , mis toimub advokaadibüroos ei ole õigusteenuse osutamine .|LOC
hoiatus|16960179|26068711|1|346|com,el,sg|el|sg|0|obl|hoiatusest|3|1||S|47761196|95% saab hoiatusest aru .|NONE
hoiatus|3220881|5173888|2|346|all,com,pl|all|pl|0|obl|hoiatustele|22|3||S|9695534|Eesti suuremaid tarkvaramüüjaid koondava BSA Eesti Komitee tegevuse koordinaatori Erik Mandre sõnul edastatakse juhul , kui piraat jätkab oma tegevust vaatamata hoiatustele , tema andmed politseile , kes hangib tõendusmaterjali äsja lepingu allkirjastanud ISP-idelt .|NONE
hoiatus|10205347|16375911|3|346|com,el,pl|el|pl|0|obl|hoiatustest|21|3||S|30244681|Kreeka välisministri Theodoros Pangalose sõnul olevat Öcalan saanud 2. veebruaril peatuspaiga Kreeka saatkonnas Keenias , kuid lahkunud sealt esmaspäeval kreeklaste hoiatustest hoolimata .|NONE
hoiatus|10112041|16222399|4|346|com,el,sg|el|sg|0|obl|hoiatusest|3|-1||S|29961010|Hoolimata USA hoiatusest , katsetas India eile hommikul keskmaaraketti Agni II , seda täpselt 11 kuud pärast rahvusvahelist skandaali tekitanud tuumakatsetusi .|NONE
hoiatus|7636626|12248693|5|346|all,com,sg|all|sg|0|obl|hoiatusele|2|-1||S|22776951|NCISi hoiatusele eelnes seitsme miljardi dollari suurune rahapesuskandaal , millesse oli segatud New Yorgi Pank ( Bank of New York ) ning mille keskmes olid  Peter Berlin  ja  Lucy Edwards  Londonist .|NONE
Toronto|12529428|20055717|1|347|in,prop,sg|in|sg|1|obl|Torontos|6|-1||S|37053611|New Jersey 100 : 93 Torontos peetud võidumängus ei lastud Carteril kordagi palli pealt korvi suruda .|LOC
Toronto|3565935|5742350|2|347|ill,prop,sg|ill|sg|1|obl|Torontosse|7|3||S|10737550|Kolm aastat tagasi kolis keskus Stockholmist Torontosse .|LOC
Toronto|877407|1397299|3|347|in,prop,sg|in|sg|1|obl|Torontos|5|3||S|2554725|Sedakorda leidis tulistamine aset Torontos 1.000 õpilasega Emery kooli parkimisplatsil lumetuisuse ilmaga .|LOC
Toronto|12955098|20725203|4|347|all,prop,sg|all|sg|1|obl|Torontole|8|3||S|38320625|Philadelphias jäi idakonverentsis esimesena asetatud Sixers alla Torontole 93 : 96.|NONE
Toronto|5661461|9079800|5|347|in,prop,sg|in|sg|1|obl|Torontos|9|2||S|16985933|""" Naked News "" alustas 1999. aasta detsembris Torontos ajalehe National Post juures ."|LOC
tugitool|8825596|14173542|1|347|com,el,sg|el|sg|0|obl|tugitoolist|2|1||S|26241585|Tõusin tugitoolist ning astusin sammu lauale lähemale .|LOC
tugitool|7096519|11412046|2|347|com,in,pl|in|pl|0|obl|tugitoolides|11|3||S|21279284|Nad istusid väikese ümmarguse laua taga pehmetes , põhjatuna tunduvais tugitoolides .|LOC
tugitool|4757645|7640731|3|347|com,in,sg|in|sg|0|obl|tugitoolis|3|1||S|14263593|Edgar istub tugitoolis ja räägib 14kilosest kalast , mille ta püüdis .|LOC
tugitool|1836585|2923406|4|347|com,in,sg|in|sg|0|obl|tugitoolis|15|1||S|5462020|Mõni päev enne jõule kaheksa-aastaseks saanud Crislini vanem vend Riho ( 9 ) kõõlub tugitoolis ning silmitseb tädi ja vanaema külalisi teraselt .|LOC
tugitool|6806817|10951483|5|347|com,in,sg|in|sg|0|obl|tugitoolis|11|1||S|20449043|Mehe sõnul ujusid toona toolid mööda tuba , lõõtspill triivis tugitoolis .|LOC
takt|11833106|18937768|1|348|com,in,sg|in|sg|0|obl|taktis|22|2||S|34958197|Pärast lauldi Talitha eestvedamisel ka Eesti laule : Need silmad , need silmad , ei iial unune ... õõtsus rahvas muusika taktis ning vaatas särasilmselt MacKenzie poole .|NONE
takt|11262532|18049113|2|348|com,in,sg|in|sg|0|obl|taktis|10|2||S|33285157|Kui ette ei vaata , siis puistab mõni muusika taktis sigaretiga vehkija sulle tubakatuhka pähe .|NONE
takt|14817993|23307470|3|348|com,in,sg|in|sg|0|obl|taktis|14|1||S|43068013|Pool viimast aastat on teie lauljakarjäär käinud Straussi opereti “ Öö Veneetsias ” taktis : algul mängisite peaosa  suvelavastuses ja siis tuli sama roll Estonias .|NONE
takt|3803190|6125971|4|348|com,in,sg|in|sg|0|obl|taktis|9|-2||S|11447603|See , kuidas nende president hoogsalt loožis muusika taktis kodumaa lippu lehvitas , tegi südame soojaks .|NONE
takt|10539585|16894618|5|348|com,in,sg|in|sg|0|obl|taktis|6|3||S|31191459|Aktsiahinnad liiguvad siiski kõikjal ühes taktis .|NONE
turnee|2317547|3711012|1|357|all,com,sg|all|sg|0|obl|turneele|6|2||S|6947894|Alanud nädalal sõidab Eesti koondis turneele Moskvasse , kus kohtutakse CSKA , Dinamo ja Himkiga .|NONE
turnee|755026|1203353|2|357|all,com,sg|all|sg|0|obl|turneele|5|2||S|2184483|Saksamaa saadab veebruaris Balti turneele oma välisministeeriumi teise mehe Günther Verheugeni .|NONE
turnee|11733418|18777406|3|357|ad,com,sg|ad|sg|0|obl|turneel|12|4||S|34655014|Adamson käis tuntud Vene ja maailma rahvatantsuguru Igor Moiseejeviga 1972 koos turneel : “ Igor valis Sõpruse ise oma turneele kaasa .|NONE
turnee|12920028|20666661|4|357|all,com,sg|all|sg|0|obl|turneele|12|4||S|38210029|Saksa lennumasin Sven Hannawald pani eile Bischofshofenis väärika punkti nelja hüppemäe turneele , võites esimese mehena võistluse 50aastases ajaloos kõik neli mäginädala etappi .|NONE
turnee|10941747|17525018|5|357|ad,com,sg|ad|sg|0|obl|turneel|5|1||S|32327908|Eesti meeskond võitis Aasia turneel kõik viis mängu üldskooriga 12 : 3.|NONE
element|363058|562242|1|363|com,el,sg|el|sg|0|obl|elemendist|7|-1||S|957680|Mineraalid on ühest või mitmest keemilisest elemendist koosnevad struktuurid .|NONE
element|8900115|14305604|2|363|com,el,sg|el|sg|0|obl|elemendist|11|-3||S|26492827|Mart Raja oli nendega karmilt käitunud ja oma trennigrupid niisugusest elemendist alati puhtaks teinud .|NONE
element|4713281|7572040|3|363|all,com,pl|all|pl|0|obl|elementidele|4|2||S|14132662|Muslimivaenulikkus rajaneb Euroopas elementidele , millel on islamiga vähe pistmist , tõdeti esmaspäeval Brüsselis nn islamofoobia fenomeni vaaginud esinduslikul seminaril , mille keskmes oli Sorbonne'i ja Harvardi ülikoolide teaduri Jocelyne Cesare'i juhtimisel valminud raport .|NONE
element|11300145|18109696|4|363|com,el,pl|el|pl|0|obl|elementidest|7|1||S|33395224|Kui Mari Boine kontsert koosnes erinäolistest elementidest , mille vahel kommunikatsiooni ei toimu , siis Charles Lloydi kvartet esitas justkui erinevusteta ühtlase voo , millel puuduvad elemendid .|NONE
element|15308096|23900063|5|363|all,com,sg|all|sg|0|obl|elemendile|13|-1||S|44099378|hulkadena on yks lõpmatus defineeritud läbi teise lõpmatuse siis , kui igale elemendile yhest hulgast vastab läbi ( diferentseeruva ? ) funktsiooni yks ja ainult yks element teisest hulgast nii , et mistahes N esimest elementi yhest hulgast on samased läbi funktsiooni teise hulga N esimese elemendiga .|NONE
eraelu|14854184|23352252|1|372|com,in,sg|in|sg|0|obl|eraelus|2|-2||S|43144686|Kas eraelus pole tulnud ennast või teisi rünnaku eest kaitsta ?|NONE
eraelu|2876945|4613229|2|372|all,com,sg|all|sg|0|obl|eraelule|27|2||S|8654108|On kerge mõista , miks koreograaf Dmitri Harchenko on Zicki uue lavastuse teemaks valinud Edith Piafi ja keskendunud pigem diiva suurte tõusude ja veel suuremate langustega eraelule , kasutades tema loomingut vaid tugeva helitaustana .|NONE
eraelu|5757812|9236291|3|372|com,in,sg|in|sg|0|obl|eraelus|24|-1||S|17277590|""" Varem teadsin bändist ikka kõike , aga nüüd ei jõua enam nende tegemistega kursis olla , "" tunnistab bändi esifänn , kes eraelus peab arvutiõpetaja ametit ning elab Paide lähedal ."|NONE
eraelu|17798406|27173315|4|372|com,in,sg|in|sg|0|obl|eraelus|10|2||S|49598969|Üks süüdistatutest , seersant Chip Frederick , töötas ka eraelus vangivalvurina , kuid kinnitas , et ei talle ega ühelegi teisele sõjaväelasele pole antud mingeid instruktsioone , kuidas vangidega käituda .|NONE
eraelu|8559112|13718303|5|372|com,in,sg|in|sg|0|obl|eraelus|14|2||S|25407602|Kivastiku raamatust saame teada , mis sai Nipernaadist edasi , kuidas käitus ta eraelus , Maretiga abielus olles ( Kivastikul Julia ) , kas taltus tema rännulust , kas mandusid malbed fantaasiad , vakatasid erootilised kujutelmad , kas tal sündis palju lapsi ( 35ndaks leheküljeks on neid Kivastikul kaheksa ) ning kas ta lõpuks lakkas olude sunnil olemast , see , kes ta oli - kirjanik , luuletaja .|NONE
oode|10867696|17405475|1|375|all,com,sg|all|sg|0|obl|ootele|14|1||S|32111431|Tellisin oma metsamehe prae menüü odavamast otsast ( 65 raha ) , jäin ootele .|NONE
oode|13650183|21814367|2|375|ad,com,sg|ad|sg|0|obl|ootel|21|2||S|40359904|Esimesena püüdsid sellega kala taanlased , hiljem rootslased ning viimased paar aastat seisis eri nimede all merd kündnud alus müügi ootel .|NONE
oode|18457490|27962113|3|375|all,com,sg|all|sg|0|obl|ootele|12|2||S|50818838|Arvuteid võib tellida ka ühekaupa , kuid sel juhul jääb tellimus ootele kuni suurema partii saabumiseni .|NONE
oode|9762469|15664536|4|375|ad,com,sg|ad|sg|0|obl|ootel|26|-2||S|28945892|Kas müüt Metallicast kui terve rockipõlvkonna hääletorust on eos meie armsa laulukaare all tükkideks otsustatud õhkida ja 29. juuni lauluväljakut hakkavad ilmestama taevasse viskuvate tulejugade ootel õlletopsidesse põrnitsevad juhuslikud kohalesaabunud ?|NONE
oode|6162935|9893245|5|375|all,com,sg|all|sg|0|obl|ootele|12|2||S|18504462|Tööde teostamise ajal tellitud logod , pildid ja helinad jäävad sõnumikeskusse ootele ning tellimused jõuavad kohale viivitusega , pärast tööde teostamise lõppu .|NONE
polikliinik|2285492|3659363|1|467|com,in,sg|in|sg|0|obl|polikliinikus|4|1||S|6850823|Kolmapäeval käis Tõnismäe polikliinikus veel üks daam , kellel ostetud kiirgustõrje aparaat isegi kaasas oli , öeldi Tõnismäe polikliiniku registratuurist .|LOC
polikliinik|9638571|15467295|2|467|com,ill,sg|ill|sg|0|obl|polikliinikusse|6|1||S|28594865|Kliendid tulevad Staadioni tänaval asuvasse polikliinikusse vabatahtlikult , kui alkohol , narkootikumid või sõltuvus millestki muust ( nagu näiteks mänguautomaatidest ) muutub liialt koormavaks .|LOC
polikliinik|5660857|9078884|3|467|com,in,sg|in|sg|0|obl|polikliinikus|4|2||S|16984278|Käisin hiljuti Kopli polikliinikus .|LOC
polikliinik|5317317|8530923|4|467|com,ill,sg|ill|sg|0|obl|polikliinikusse|12|1||S|15946871|""" Näe ongi luumurd ! "" imestasid tohtrid ja saatsid naise polikliinikusse elastiksidet ostma ."|LOC
polikliinik|7003037|11250035|5|467|com,ill,sg|ill|sg|0|obl|polikliinikusse|11|2||S|20981243|Vaimselt ebastabiilne , granaadiga relvastatud mees tungis esmaspäeva õhtul Narva polikliinikusse , sest ei leidnud mujalt telefoni , et helistada oma endisele naisele .|LOC
Oslo|2696576|4325665|1|477|in,prop,sg|in|sg|1|obl|Oslos|6|3||S|8103669|46 riiki kutsusid reedel Norras Oslos üles keelustama kobarpomme ja lubasid tegutseda selle nimel , et keeld kehtestuks juba tuleval aastal .|LOC
Oslo|10091707|16189591|2|477|el,prop,sg|el|sg|1|obl|Oslost|5|2||S|29899423|21. jaanuaril helistas ta Oslost viimast kord koju ja teatas , et naaseb kolme päeva pärast .|LOC
Oslo|13962814|22228247|3|477|in,prop,sg|in|sg|1|obl|Oslos|7|2||S|41122685|Norra kuningas Harald V annab täna Oslos Nobeli rahupreemia Ameerika Ühendriikide ekspresidendile Jimmy Carterile .|LOC
Oslo|11755112|18811778|4|477|in,prop,sg|in|sg|1|obl|Oslos|3|1||S|34719247|Jaapanlased valmistusid Oslos tänaseks sõpruskohtumiseks Norraga , kui Troussier Pariisi pühapäevasele matusetalitlusele sõitis .|LOC
Oslo|6605164|10628700|5|477|in,prop,sg|in|sg|1|obl|Oslos|3|-1||S|19860983|31. mail Oslos toimunud breiktantsu maailmameistrivõistluste Battle of the Year Skandinaavia alavõistluse võitis ülekaalukalt Prodance'i breiktantsugrupp Submission .|LOC
autonäitus|1779002|2833079|1|481|ad,com,sg|ad|sg|0|obl|autonäitusel|4|-1||S|5291629|Eelmisel aastal Frankfurdi autonäitusel esitles Rover siiski kahte väikest ideeautot , mis annavad ettekujutuse tuleviku Minist .|NONE
autonäitus|14482337|22902930|2|481|ad,com,sg|ad|sg|0|obl|autonäitusel|15|2||S|42358180|Siiani võimsate ja januse mootoriga luksusautodega tähelepanu pälvinud USA väikefirma Fisker kavatseb jaanuaris Detroiti autonäitusel esitleda oma esimest hübriidjõuallikaga sõidukit .|NONE
autonäitus|4729921|7598676|3|481|ad,com,sg|ad|sg|0|obl|autonäitusel|12|4||S|14183953|Laiem publik näeb varsti tootmisse minevat äriklassi Volkswagenit eeloleval kevadel Genfi autonäitusel , teatab AutoExpress .|LOC
autonäitus|4853190|7792045|4|481|ad,com,sg|ad|sg|0|obl|autonäitusel|6|1||S|14546523|Honda näitas hiljuti lõppenud Detroidi autonäitusel oma uut sportkupeed Acura RS-X .|NONE
autonäitus|1916089|3052819|5|481|ad,com,sg|ad|sg|0|obl|autonäitusel|6|1||S|5709869|Esimest korda Motorexi ajaloos osalevad autonäitusel kõik Eestis tegutsevad autofirmad .|LOC
taastamine|5270565|8454522|1|494|all,com,sg|all|sg|0|obl|taastamisele|13|2||S|15802985|Lubadused : šampoon sisaldab kummeliekstrakti ning kõõm kaob tänu peanaha loomuliku ainevahetuse taastamisele .|NONE
taastamine|7888205|12632011|2|494|all,com,sg|all|sg|0|obl|taastamisele|17|3||S|23457603|Võiks järgida põhimõtet , mille kohaselt see kuriteo toimepannud isik , kes aitab kiiremini kaasa õigusrahu taastamisele ja loobub ulatuslikumalt oma õigustest , peab saama ka suurema hüvituse karistuse kergendamise vormis .|NONE
taastamine|10199669|16366635|3|494|all,com,sg|all|sg|0|obl|taastamisele|6|-1||S|30227215|Aasta lõpuks on Jaani kiriku taastamisele kulunud 31 miljonit krooni , lõpliku valmimiseni oleks vaja veel 55 miljonit krooni .|NONE
taastamine|11076684|17743328|4|494|com,el,sg|el|sg|0|obl|taastamisest|6|3||S|32722192|Möödub lihtsalt kümme aastat iseseisvuse taastamisest .|NONE
taastamine|1543869|2456438|5|494|ad,com,sg|ad|sg|0|obl|taastamisel|3|-1||S|4574236|""" Vabriku taastamisel tuli investeerida seadmetesse ligi kaheksa miljonit krooni , "" märkis ta ."|NONE
pingutus|11382146|18238488|1|498|all,com,pl|all|pl|0|obl|pingutustele|8|2||S|33636897|Washingtoni tippkohtumisel märkisime ära ja avaldasime tunnustust pingutustele ja edusammudele , mida võib jätkuvalt Eesti puhul täheldada .|NONE
pingutus|9001063|14471770|2|498|com,el,pl|el|pl|0|obl|pingutustest|16|1||S|26801660|Murdmaasuusatamise MK-etapil Lahtis naiste 10 km klassikadistantsil kaheksandaks tulnud Kristina Shmiguni sõidulusti ahistas Ramsau MMi pingutustest keha näriv väsimus .|NONE
pingutus|12803984|20482411|3|498|com,el,pl|el|pl|0|obl|pingutustest|13|1||S|37860776|Kuigi Jones ei saanud sprindis sel hooajal ühtki kaotust , ei piisanud pingutustest üldvõitja preemia 200 000 dollari teenimiseks .|NONE
pingutus|372266|577878|4|498|all,com,pl|all|pl|0|obl|pingutustele|25|1||S|984762|Diplomaadielu kaksipidisustesse kuulub ka see osa teenistuskohustustest , mis puudutab seltskonnaelu , mille pidulikkus on pöördvõrdeline tühisusega , kogetud nauding aga ei vasta kulutatud pingutustele .|NONE
pingutus|7880711|12623759|5|498|com,el,pl|el|pl|0|obl|pingutustest|3|-1||S|23445350|Hoolimata partei pingutustest vähenes komsomoliorganisatsiooni soovijate arv iga aastaga - 1953. aastal liitus kogu ajaloo-keeleteaduskonnas komsomoliga vaid kolm üliõpilast .|NONE
graafik|4764130|7650709|1|499|com,el,sg|el|sg|0|obl|graafikust|3|1||S|14282043|Sebe võttis graafikust maha ka samal ajal Tallinnast Tartusse suunduva bussi , mida viimase laevaga Eestisse saabunud soomlased kasutasid Taaralinna jõudmiseks .|NONE
graafik|12585925|20141015|2|499|all,com,sg|all|sg|0|obl|graafikule|3|-1||S|37215342|Eesti rekordi graafikule kaotas Nool 161 punktiga , kuid võrreldes Ateenaga oli mees 71 punktiga plussis .|NONE
graafik|12548730|20083090|3|499|com,in,sg|in|sg|0|obl|graafikus|4|-1||S|37105915|85 andis 9000-punkti graafikus liikunud Tomas Dvoraki järel teise koha .|NONE
graafik|1181681|1878009|4|499|all,com,sg|all|sg|0|obl|graafikule|6|2||S|3470748|Samas on elektrirongid sõitnud vastavalt graafikule , ükski oluline remonttöö ei ole jäänud tegemata ja reisijate arv on suurenenud eelarvega võrreldes 4% ning on 102 000 reisijat enam planeeritust .|NONE
graafik|11107478|17792555|5|499|all,com,sg|all|sg|0|obl|graafikule|7|2||S|32810256|Nool kaotab Eesti rekordi 6374 punkti graafikule ainult kahe silmaga .|NONE
järgmine|10369174|16638596|1|500|ill,pos,sg|ill|sg|0|obl|järgmisesse|18|1||A|30726679|Mõlemas peetud kohtumises tuli Pertelson tatamile üldseisul 3 : 3 , järelikult olenes temast , kes pääseb järgmisesse ringi .|NONE
järgmine|15858738|24683773|2|500|el,pos,sg|el|sg|0|obl|järgmisest|11|1||A|45442225|See on väga lühike ja vajadus seda muudatust teha tuleneb järgmisest .|NONE
järgmine|2848320|4567951|3|500|ad,pos,sg|ad|sg|0|obl|järgmisel|11|-1||A|8567127|Näiteks lepib ostja ühel päeval midagi müüjaga kokku , aga järgmisel leiab midagi paremat ja mõtleb ümber , sõnas Leeman .|NONE
järgmine|19238917|29008640|4|500|in,pos,sg|in|sg|0|obl|järgmises|3|1||A|52427790|Põhimõte seisneb järgmises : kui isik lahkub ühest Tallinna linnaosast teise , siis keskregistrisse jääb ta alles .|NONE
järgmine|5407334|8671520|5|500|ad,pos,sg|ad|sg|0|obl|järgmisel|7|-2||A|16213272|Ühel päeval ta jumaldas Demit , järgmisel ei kannatanud tema viluvarjugi .|NONE
linnateater|5603982|8985116|1|503|com,in,sg|in|sg|0|obl|Linnateatris|4|-1||S|16806709|""" Kuna Kuressaare Linnateatris toimunud diskussioonil kultuuriministeeriumile mingeid konkreetseid rahasoove ega ideid teatri tuleviku osas välja ei pakutud , jääb ministeerium äraootavale seisukohale , "" ütles ETAle kultuuriministeeriumi teatrinõunik Reet Weidebaum ."|LOC
linnateater|12735411|20374879|2|503|com,in,sg|in|sg|0|obl|Linnateatris|5|2||S|37657594|"Praegu lavastab ta Tallinna Linnateatris Harold Pinteri draamat "" Kojutulek "" ."|LOC
linnateater|9193407|14776220|3|503|com,in,sg|in|sg|0|obl|Linnateatris|2|1||S|27359451|Esietendus Linnateatris 20. veebruaril .|LOC
linnateater|5999889|9629478|4|503|com,in,sg|in|sg|0|obl|Linnateatris|5|2||S|18012538|Esietendus on 30. novembril Linnateatris .|LOC
linnateater|4441096|7141753|5|503|com,in,sg|in|sg|0|obl|Linnateatris|1|-1||S|13327270|"Linnateatris etendub pühapäeval Nüganeni lavastus "" Pianoola ehk mehhaaniline klaver "" , mis teatavasti hiljuti ka Peterburi teatrifestivalil peaauhinna võitis ."|LOC
läbiotsimine|7857140|12588418|1|505|com,el,sg|el|sg|0|obl|läbiotsimisest|10|2||S|23381892|1960. aasta jaanuarist pärineb ettekanne politsei ja sõjaväejõudude ühisest läbiotsimisest “ miljonäri kodus , kes külastab Hollywoodi öiseid lõbustuskohti ja on kurikuulus homoseksuaal .|NONE
