COLLECTION	SPANSTART	TYPE	TEXT
266875	955	S	Lutikaid avastati eraisikute saitidelt .
			
261818	586	O	Pakistanis elab praegu rohkem kui 141 miljonit inimest .
261818	586	S	Pakistanis elab .
			
144873	161	O	Kuid just nii see on - laupäeval Iirimaal peetud referendum Euroopa Liidu laienemise asjus mõjutab eestlaste elu palju rohkem kui see , mida me ise otsustasime pühapäevastel kohalikel valimistel Eestis .
144873	161	S	Kuid just nii see on - laupäeval Iirimaal peetud referendum Euroopa Liidu laienemise asjus mõjutab eestlaste elu .
			
444233	2873	O	Keskajast pärineb ilmselt rohkem kirjalikke andmeid , kuid on võimalik , et mesilasi kasutatigi sõjapidamises rohkem kui varem .
444233	2873	S	Keskajast pärineb kirjalikke andmeid , kuid on võimalik , et mesilasi kasutatigi sõjapidamises .
			
256477	167	O	Viru Keemia Grupi avalike suhete juht Dainis Hirv ütles , et elu on pärast vähem kui kolm aastat tagasi senise logo välja töötanud Viru Keemia Grupi jaoks palju muutunud .
256477	167	S	Viru Keemia Grupi avalike suhete juht Dainis Hirv ütles , et elu on pärast vähem kui kolm aastat tagasi senise logo välja töötanud Viru Keemia Grupi jaoks muutunud .
			
52505	0	O	Leedu naftakontsern Mažeikiu Nafta töötles 11 kuuga 4,376 miljonit tonni naftat ehk 0,9 protsenti rohkem kui mullu samal ajal.
52505	0	S	Leedu naftakontsern Mažeikiu Nafta töötles 11 kuuga 4,376 miljonit tonni naftat ehk 0,9 protsenti rohkem kui samal ajal .
			
45487	405	O	Ehitamine on pikaajaline äri ning madala kursiga sõlmitud lepingute alusel teenitud dollarid maksavad praegu oluliselt rohkem kui lepingute sõlmimise ajal.
45487	405	S	Ehitamine on pikaajaline äri ning madala kursiga sõlmitud lepingute alusel teenitud dollarid maksavad .
			
234940	1075	O	""" Kui inimese südamelöökide arv kasvab rohkem kui 200 löögini minutis ( Eldzarovil oli see arv 250 ) ning ta ei jõua kiiresti haiglasse , võib ta surra , "" selgitab Voitk ."
234940	1075	S	""" Kui inimese südamelöökide arv kasvab ( Eldzarovil oli see arv 250 ) ning ta ei jõua haiglasse , võib ta surra , "" selgitab Voitk ."
			
700538	1492663	O	Kas siin peaks olema ka mingisugune limiit , et mitte rohkem kui 24 tunniks , aga nädala jooksul mitte rohkem kui mingid korrad .
700538	1492663	S	Siin peaks olema mingisugune limiit , et rohkem kui 24 tunniks , aga nädala jooksul rohkem kui mingid korrad .
			
537638	1271	O	Soojust toodeti ligi 2 vähem kui eelmise aasta veebruaris .
537638	1271	S	Soojust toodeti .
			
602792	1531	O	Klimbergi autokooli juhataja Koit Klimberg kinnitas , et õpilasi on tänavu rohkem kui varasemail aastail , kuid pigem seetõttu , et inimestel on vajadus juhtimisõiguse järele kasvanud .
602792	1531	S	Klimbergi autokooli juhataja Koit Klimberg kinnitas , et õpilasi on rohkem kui varasemail aastail , kuid seetõttu , et inimestel on vajadus juhtimisõiguse järele kasvanud .
			
416880	3193	O	See on kindlasti rohkem kui eelmisel aastal samal ajal.
416880	3193	S	See on rohkem kui eelmisel aastal samal ajal .
			
635989	476	O	Saksamaal usaldatakse politseid rohkem kui valitsust , poliitikuid või mõnda muud organisatsiooni .
635989	476	S	Saksamaal usaldatakse politseid .
			
674713	487	O	Loodan , et saavutan nelja aastaga Realis rohkem kui viie aastaga Torinos , teatas ta eilsel esitlusel Madridis .
674713	487	S	Loodan , et saavutan nelja aastaga Realis , teatas ta eilsel esitlusel Madridis .
			
498445	500	O	Paraku sai ajutine valitsus koos olla vähem kui kaks päeva , sest juba 25. veebruari õhtupoolikul langes linn Saksa vägede kätte .
498445	500	S	Sai ajutine valitsus olla vähem kui kaks päeva , sest 25. veebruari õhtupoolikul langes linn Saksa vägede kätte .
			
668302	2362	O	Karskuspropaganda pole ometi lihtne , sest üldiselt peetakse alkoholi elu positiivsemate nähtuste hulka kuuluvaks ning seda pruugitakse hoopis rohkem kui tubakat , mille ühiskond karmilt hukka mõistab .
668302	2362	S	Karskuspropaganda pole lihtne , sest peetakse alkoholi elu positiivsemate nähtuste hulka kuuluvaks ning seda pruugitakse .
			
95485	257	O	Selle aja jooksul on ta varastanud tuhandeid kordi , mille eest saadud rohkem kui miljon krooni on ta kulutanud peamiselt uimastitele .
95485	257	S	Selle aja jooksul on ta varastanud tuhandeid kordi , mille eest saadud miljon krooni on ta kulutanud uimastitele .
			
219997	319	O	Riik , kel välja panna Madridi Real ja FC Barcelona , pole rohkem kui poole sajandi jooksul MM-idel nelja parema sekka jõudnud .
219997	319	S	Riik , kel välja panna Madridi Real ja FC Barcelona , pole poole sajandi jooksul MM-idel nelja parema sekka jõudnud .
			
627911	1937	O	Euronormid näevad ette , et prügilas , kuhu tuuakse aastas rohkem kui 60 000 kantmeetrit prügi , peavad kaalud olema .
627911	1937	S	Euronormid näevad ette , et prügilas , kuhu tuuakse aastas prügi , peavad kaalud olema .
			
346817	689	O	Arvestades , et euroga liitumisel ei tohi Eesti inflatsioon ületada aasta jooksul madalama inflatsiooniga riikide hinnatõusu rohkem kui 1,5 protsendiga , muutub Eestil selle nõude täitmine kõrgete kütusehindade tõttu ülimalt keeruliseks .
346817	689	S	Arvestades , et euroga liitumisel ei tohi Eesti inflatsioon ületada aasta jooksul madalama inflatsiooniga riikide hinnatõusu , muutub Eestil selle nõude täitmine kõrgete kütusehindade tõttu keeruliseks .
			
584527	2561	O	Aga meeskonnas paistavad olevat mingid äärmiselt suured sisepinged , avamängus oli üksteise sõimamist rohkem kui mängu ennast .
584527	2561	S	Aga meeskonnas paistavad olevat mingid suured sisepinged , avamängus oli üksteise sõimamist rohkem kui mängu ennast .
			
50	1194	O	Disainerist abikaasa Ristomatti Ratia ( 61 ) soovitusel küsis Saagim naljaviluks töö eest utoopilise rahasumma , oli aga samas sada protsenti kindel , et näeb seda samapalju kui oma kõrvu .
50	1194	S	Disainerist abikaasa Ristomatti Ratia ( 61 ) soovitusel küsis Saagim töö eest utoopilise rahasumma , oli aga sada protsenti kindel , et näeb seda .
			
255602	836	O	Rohkem kui hotelli eest loodab Kopli sadam teenida tänasel oksjonil , millel tuleb 700 000-kroonise alghinnaga müügile sadama territooriumil asuv katlamaja .
255602	836	S	Kui hotelli eest loodab Kopli sadam teenida tänasel oksjonil , millel tuleb 700 000-kroonise alghinnaga müügile sadama territooriumil asuv katlamaja .
			
85755	391	O	Aga tööd nõutakse naiselt täpselt samapalju kui mehelt .
85755	391	S	Aga tööd nõutakse naiselt .
			
4827	870	O	""" Suurte meestega on alati muret rohkem kui tavaliselt ."
4827	870	S	""" Suurte meestega on muret rohkem kui tavaliselt ."
			
414461	1772	O	Koos Bennett Jonesiga asutasid nad juba mitu aastat tagasi kompanii Tiger Aspect , mis hoolitseb , et Bean nii tele kui video vahendusel üha enamamate vaatajateni jõuaks (  show  ja sellega kaasnev kõikvõimalik nänn tõid firmale mullu sisse rohkem kui 20 miljonit naela ehk u 460 miljonit krooni ) .
414461	1772	S	Koos Bennett Jonesiga asutasid nad mitu aastat tagasi kompanii Tiger Aspect , mis hoolitseb , et Bean nii tele kui video vahendusel enamamate vaatajateni jõuaks ( show ja sellega kaasnev kõikvõimalik nänn tõid firmale sisse ) .
			
441827	1399	O	Tapa linnapea Voldemar Nellis ütles , et viadukti veidi rohkem kui 800 000 krooni maksnud projekti said nad riigi rahaabiga tõesti valmis , kuid keegi ei anna 60 miljonit selle valmisehitamiseks .
441827	1399	S	Tapa linnapea Voldemar Nellis ütles , et viadukti 800 000 krooni maksnud projekti said nad riigi rahaabiga valmis , kuid keegi ei anna 60 miljonit selle valmisehitamiseks .
			
598710	0	O	Rohkem kui sada mootorratturit vallutas nädalavahetusel Tartu , et kuulata Raekoja platsil Gunnar Grapsi õnameister Contra luuletusi .
598710	0	S	Kui sada mootorratturit vallutas nädalavahetusel Tartu , et kuulata Raekoja platsil Gunnar Grapsi õnameister Contra luuletusi .
			
380620	698	O	Coldplay kõige uuem mõjutus - Pixies - on rohkem kui kümme aastat vana .
380620	698	S	Coldplay uuem mõjutus - Pixies - on kümme aastat vana .
			
345576	354	O	Kevadisel heategevusballil koguti lastekodu tarvis rohkem kui 400 000 krooni , sellest umbes 100 000 krooni eest annetati asju - 3 uut pesumasinat , voodeid , voodipesu ja riideid , mis on juba lasteni jõudnud , lastekodu remondiks lubatud toetust aga oodatakse siiani .
345576	354	S	Kevadisel heategevusballil koguti lastekodu tarvis , sellest 100 000 krooni eest annetati asju - 3 uut pesumasinat , voodeid , voodipesu ja riideid , mis on lasteni jõudnud , lastekodu remondiks lubatud toetust aga oodatakse .
			
208100	375	O	""" Surnud majad "" viib rohkem kui kaks sajandit tagasi Põhjasõja-eelsesse ja Põhjasõja aega ."
208100	375	S	""" Surnud majad "" viib Põhjasõja-eelsesse ja Põhjasõja aega ."
			
498370	2902	O	Keskmine tööpuudus oli möödunud aastal pisut rohkem kui kümme protsenti .
498370	2902	S	Keskmine tööpuudus oli möödunud aastal .
			
367623	1652	O	Arvutuste kohaselt läheb see Euroopa Liidule maksma rohkem kui 120 miljonit eurot . ”
367623	1652	S	Arvutuste kohaselt läheb see Euroopa Liidule maksma . ”
			
275064	1228	O	Kui kuu jooksul peaks parkimise eest laekuma rohkem kui 1,7 miljonit krooni , saab ESS sellest endale 69 protsenti .
275064	1228	S	Kui kuu jooksul peaks parkimise eest laekuma , saab ESS sellest endale 69 protsenti .
			
106106	1103	O	Samas on Tallinnal sel aastal tänavavalgustuse ehituseks ja renoveerimiseks kulutada 25 miljonit krooni , mis on poole rohkem kui varasematel aastatel .
106106	1103	S	On Tallinnal sel aastal tänavavalgustuse ehituseks ja renoveerimiseks kulutada 25 miljonit krooni , mis on poole rohkem kui varasematel aastatel .
			
388196	4541	O	Tal on õnne olnud rohkem kui mõnelgi teisel .
388196	4541	S	Tal on õnne .
			
70655	2713	O	Näiteks Maailmapanga ekspertide hinnanguil ei mahuks efektiivsuse tagamiseks Eestisse rohkem kui 4-5 kohustuslikku kogumispensionifondi .
70655	2713	S	Näiteks Maailmapanga ekspertide hinnanguil ei mahuks efektiivsuse tagamiseks Eestisse 4 - 5 kohustuslikku kogumispensionifondi .
			
591545	1215	O	""" Vegas "" uppus vähem kui kümne minutiga"
591545	1215	S	""" Vegas "" uppus"
			
584010	2222	O	Toosama Tallinna ja Viljandi reis kulutaks elektrirongis elektrit koguni 1,8 korda vähem kui on energiat diislikütuses .
584010	2222	S	Toosama Tallinna ja Viljandi reis kulutaks elektrirongis elektrit kui on energiat diislikütuses .
			
196424	630	O	Rohkem kui pooled 15 000-st 90 km läbijast pingutavad nii-öelda täiega .
196424	630	S	Pooled 15 000-st 90 km läbijast pingutavad täiega .
			
606689	143	O	Tänavu esimesel poolaastal registreeris tööinspektsioon puidutöötlemises ja puittoodete tootmises 175 tööõnnetust ehk neli juhtumit vähem kui mullu samal ajal.
606689	143	S	Esimesel poolaastal registreeris tööinspektsioon puidutöötlemises ja puittoodete tootmises 175 tööõnnetust ehk neli juhtumit vähem kui samal ajal .
			
450353	5073	O	Ja kui mul oli võimalus kuulata üht uut liiki , mida ma polnud lindistanud , ja see uus meeldis mulle rohkem kui olemasolev , siis loobusin ühikust kollektsioonis ja läksin jahtima seda , mis on ilus .
450353	5073	S	Ja kui mul oli võimalus kuulata üht uut liiki , mida ma polnud lindistanud , ja see uus meeldis mulle , siis loobusin ühikust kollektsioonis ja läksin jahtima seda , mis on ilus .
			
564471	572	O	Tabeli alumises pooles kaotas Padar vähem kui kahe minutiga Gruusia judokale .
564471	572	S	Tabeli alumises pooles kaotas Padar Gruusia judokale .
			
378971	685	O	Kokku registreeriti Valgas mullu 599 kuritegu , seega 80 kuritegu rohkem kui eelmisel aastal .
378971	685	S	Registreeriti Valgas 599 kuritegu , 80 kuritegu rohkem kui eelmisel aastal .
			
414651	2711	O	Viinamarjaistandusi on sel aastal 400 hektarit - seega kaks korda rohkem kui seni .
414651	2711	S	Viinamarjaistandusi on sel aastal 400 hektarit - kaks korda rohkem kui seni .
			
687098	136116	O	Otseseid relvakonflikte tuleb kindlasti vähem kui d20-s .
687098	136116	S	Otseseid relvakonflikte tuleb .
			
660802	3836	O	Kunagi kaugemas tulevikus võib-olla muudab , aga seda , et rohkem kui 5% jõudluse kasvu tuleb lähiajal tänu 64bitistele prosedele tavakasutajate jaoks on suht kaheldav .
660802	3836	S	Kaugemas tulevikus muudab , aga seda , et 5% jõudluse kasvu tuleb lähiajal tänu 64bitistele prosedele tavakasutajate jaoks on suht kaheldav .
			
69718	2178	O	Kristiine linnaosa haljastus täienes Tildri tänaval linnaosa piiril , kuhu oktoobri lõpus istutati rohkem kui paarkümmend liiki puid ja hulk põõsaid .
69718	2178	S	Kristiine linnaosa haljastus täienes Tildri tänaval linnaosa piiril , kuhu oktoobri lõpus istutati paarkümmend liiki puid ja hulk põõsaid .
			
697129	20315	O	Samas aga tunduvalt rohkem kui näiteks muskaatpähkel .
697129	20315	S	Aga kui näiteks muskaatpähkel .
			
41014	390	O	Pankade neto intressi kasum oli 444,8 miljonit krooni , mis on 3,8 protsenti vähem kui mullu samal ajal.
41014	390	S	Pankade neto intressi kasum oli 444,8 miljonit krooni , mis on 3,8 protsenti vähem kui samal ajal .
			
16083	1061	O	Uurimuste kohaselt kaalub inimese keha pärast surma 50 grammi vähem kui enne surma .
16083	1061	S	Uurimuste kohaselt kaalub inimese keha pärast surma .
			
433806	2282	O	Mõned asteroidid võivad oma orbiidi piklikkuse tõttu läheneda periheelis Päikesele rohkem kui Merkuur .
433806	2282	S	Mõned asteroidid võivad oma orbiidi piklikkuse tõttu läheneda periheelis Päikesele .
			
518507	2460	O	Ka maailma karikavõistluste etapivõite on Nykänenil rohkem kui kellelgi teisel .
518507	2460	S	Maailma karikavõistluste etapivõite on Nykänenil rohkem kui kellelgi teisel .
			
209249	2374	O	Samas ei luba uus määrus maksta haigushüvitiseks vähem kui 28 krooni 17 senti päeva eest , kui töötaja oli haigestumise ajal tööl täiskohaga .
209249	2374	S	Ei luba uus määrus maksta haigushüvitiseks 17 senti päeva eest , kui töötaja oli haigestumise ajal tööl täiskohaga .
			
658182	5215	O	Tahate öelda , et Eestis maksab bensiin vähem kui Lätis või Leedus ?
658182	5215	S	Tahate öelda , et Eestis maksab bensiin ?
			
381839	611	O	Kui piima on tunduvalt vähem kui töötlemisvõimalusi , tuleb osal töötlejatest võitööstuste ning piimapulbri- ja juustuvabrikute uksed nagunii kinni panna .
381839	611	S	Kui piima on vähem kui töötlemisvõimalusi , tuleb osal töötlejatest võitööstuste ning piimapulbri- ja juustuvabrikute uksed kinni panna .
			
651989	2357	O	Ta rääkis vähem kui teised .
651989	2357	S	Ta rääkis .
			
574664	245	O	Nädala algul Londonis vahi alla võetud Boriss Berezovski ja tema äripartner Julij Dubov lõid nädala keskel Vene meedias laineid rohkem kui Saddam Hussein ja George W. Bush kokku .
574664	245	S	Nädala algul Londonis vahi alla võetud Boriss Berezovski ja tema äripartner Julij Dubov lõid nädala keskel Vene meedias laineid kokku .
			
15105	236	O	Kümmekond tundi pärast topeltmõrva Valga-Valka piiripunktis vahistatud mustlane Ignis ( 35 ) eitab küll tapatööd , kuid politsei on veendunud , et mees teab topeltmõrvast rohkem kui räägib .
15105	236	S	Kümmekond tundi pärast topeltmõrva Valga-Valka piiripunktis vahistatud mustlane Ignis ( 35 ) eitab tapatööd , kuid politsei on veendunud , et mees teab topeltmõrvast kui räägib .
			
288370	0	O	Septembris vähenes Soomes tööpuudus , töötuid oli 3 000 võrra vähem kui mullu samal ajal.
288370	0	S	Septembris vähenes Soomes tööpuudus , töötuid oli 3 000 võrra vähem kui samal ajal .
			
599384	671	O	Saabuva teenindava meeskonna suurus on rohkem kui kaks korda suurem , sama kehtib ka kohaliku meeskonna kohta .
599384	671	S	Saabuva teenindava meeskonna suurus on kaks korda suurem , sama kehtib kohaliku meeskonna kohta .
			
489497	1970	O	50liitrise kotitäie kuivade halgude eest tuleb tänavu maksta 5 krooni rohkem kui ülemöödunud aastal .
489497	1970	S	50liitrise kotitäie kuivade halgude eest tuleb maksta 5 krooni .
			
149570	3206	O	Valimiskuludena ei lähe arvesse ka nende parteikontori töötajate palgad , auto- ja telefoniarved , kes vähem kui 25% oma tööajast tegelevad valimiskampaaniaga .
149570	3206	S	Valimiskuludena ei lähe arvesse nende parteikontori töötajate palgad , auto- ja telefoniarved , kes oma tööajast tegelevad valimiskampaaniaga .
			
417240	3106	O	BFD Reklaamiklubi tegi enne rendilepingu üleandmist Raekoja plats 15 hoones ehitus- ja remonditöid rohkem kui 3,5 miljoni krooni eest .
417240	3106	S	BFD Reklaamiklubi tegi enne rendilepingu üleandmist Raekoja plats 15 hoones ehitus- ja remonditöid .
			
660314	226150	O	Probleemi olemus hakkab peale veidi vähem kui aasta tagasi vastuvõetud mittetulundusühingute seadusest .
660314	226150	S	Probleemi olemus hakkab peale .
			
388024	802397	O	Ja selline soovitus maksis tollal isegi rohkem kui head isiklikud paberid .
388024	802397	S	Ja selline soovitus maksis .
			
698102	1491	O	Nalja sai rohkem kui nii mõnelgi professionaalsete pullimeeste ettevõtmisel .
698102	1491	S	Nalja sai mõnelgi professionaalsete pullimeeste ettevõtmisel .
			
205825	1189	O	Kivirähki sõnul tuleb uuele erakonnale kasuks see , et rohkem kui 40 protsendil valijatest ei ole praegu kindlat erakondlikku eelistust .
205825	1189	S	Kivirähki sõnul tuleb uuele erakonnale kasuks see , et 40 protsendil valijatest ei ole kindlat erakondlikku eelistust .
			
104346	38313	O	"Tulemusena on kiiruspiirangu rikkujaid oluliselt vähem kui "" põõsast mõõtes "" ning üksikuid karistades ."
104346	38313	S	"Tulemusena on kiiruspiirangu rikkujaid vähem kui "" põõsast mõõtes "" ning üksikuid karistades ."
			
517389	918	O	Pajusid on Eestis kaugelt rohkem kui üks
517389	918	S	Pajusid on Eestis rohkem kui üks
			
361145	0	O	Soome suurim päevaleht Helsingin Sanomat kirjutas , et vähem kui aastane ja uute nägudega parempoolne erakond Res Publica võitis Eesti valimised .
361145	0	S	Soome suurim päevaleht Helsingin Sanomat kirjutas , et aastane ja uute nägudega parempoolne erakond Res Publica võitis Eesti valimised .
			
520312	2753	O	Kuna inimeste välismaale lähetamine maksab alati palju rohkem kui kohapealne koolitamine , tuleb eelkõige leida võimalusi kvaliteetsete õppepraktikate läbiviimiseks Eestis .
520312	2753	S	Kuna inimeste välismaale lähetamine maksab , tuleb leida võimalusi kvaliteetsete õppepraktikate läbiviimiseks Eestis .
			
493337	916	O	Paari nädala jooksul peaksid Stockholmis tegutseva Eesti Rahvusfondi juhatuse esimehe Ülo Ignatsi sõnade kohaselt Tallinna jõudma ka Rootsi eesti kogukonna poolt sõduritele kinkimiseks kogutud rohkem kui tuhat raamatut .
493337	916	S	Paari nädala jooksul peaksid Stockholmis tegutseva Eesti Rahvusfondi juhatuse esimehe Ülo Ignatsi sõnade kohaselt Tallinna jõudma Rootsi eesti kogukonna poolt sõduritele kinkimiseks kogutud tuhat raamatut .
			
238103	1834	O	Vajaliku koormuse mängijad igatahes saavad , liiati kulgevad treeningud väga emotsionaalselt - rõõmsalt hõiskavaid pealtvaatajaid on palju rohkem kui Flora-Lantana meistrisarja mängude ajal.
238103	1834	S	Vajaliku koormuse mängijad saavad , kulgevad treeningud - hõiskavaid pealtvaatajaid on rohkem kui Flora-Lantana meistrisarja mängude ajal .
			
408457	1313	O	Eesti paistab teiste Kesk- ja Ida-Euroopa riikide seas silma kõige madalama toiduainetega isevarustamise poolest - toiduteravilja ja liha toodetakse meil pisut rohkem kui kaks kolmandikku omavajadusest .
408457	1313	S	Eesti paistab teiste Kesk- ja Ida-Euroopa riikide seas silma madalama toiduainetega isevarustamise poolest - toiduteravilja ja liha toodetakse meil .
			
431936	4727	O	YUKSI loodi vähem kui kuu ajaga , väidetavalt just Boriss Berezovski initsiatiivil .
431936	4727	S	YUKSI loodi kuu ajaga , Boriss Berezovski initsiatiivil .
			
176755	1098	O	""" Liigniiskuse ja suhtelise sooja tõttu on laialdaselt tekkinud varremädanikku , vabariigi kogusaagist võib hävida tunduvalt rohkem kui kolmandik . """
176755	1098	S	""" Liigniiskuse ja suhtelise sooja tõttu on tekkinud varremädanikku , vabariigi kogusaagist võib hävida . """
			
7126	1282	O	Rohkem kui kuuekümneaastase ajalooga Põrnikat on tänaseks toodetud üle 20 miljoni .
7126	1282	S	Kui kuuekümneaastase ajalooga Põrnikat on toodetud üle 20 miljoni .
			
405313	470	O	- tennisele vutimängu : tenniseturniiri korraldajatel oli kolmapäevase Inglismaa ja Saksamaa vahelise poolfinaali ajal põhjust kukalt kratsida , sest pileti oli lunastanud 4000 inimest vähem kui eelmise aasta samal päeval .
405313	470	S	- tennisele vutimängu : tenniseturniiri korraldajatel oli kolmapäevase Inglismaa ja Saksamaa vahelise poolfinaali ajal põhjust kukalt kratsida , sest pileti oli lunastanud 4000 inimest .
			
533342	79	O	Võltsinguid leiti peaaegu kümnendiku võrra rohkem kui aasta varem .
533342	79	S	Võltsinguid leiti kümnendiku võrra .
			
306808	1652	O	ASi Tallinna Sadam on külastanud tänavu 11 kuuga 5,3 miljonit inimest , mis on 250.000 võrra ehk 4,6 protsenti vähem kui aasta tagasi .
306808	1652	S	ASi Tallinna Sadam on külastanud 11 kuuga 5,3 miljonit inimest , mis on 250.000 võrra 4,6 protsenti vähem kui aasta tagasi .
			
228625	439	O	Peaministri majandusnõuniku Heido Vitsuri sõnul oli meeldiv , et tarbijahinnaindeks kasvas märtsis vähem kui veebruaris .
228625	439	S	Peaministri majandusnõuniku Heido Vitsuri sõnul oli meeldiv , et tarbijahinnaindeks kasvas märtsis .
			
515669	3958	O	Paljudele meestele ei meeldi , kui sa tead muusikast rohkem kui nemad .
515669	3958	S	Paljudele meestele ei meeldi , kui sa tead muusikast .
			
704049	2729	O	Nüüd on tuumariike märksa rohkem kui 1972. aastal .
704049	2729	S	On tuumariike rohkem kui 1972. aastal .
			
103461	738	O	Rohkem kui 200 Lõuna-Austraalias Woomera pagulaslaagris viibivat afgaani põgenikku kuulutasid 15. jaanuaril välja kahenädalase näljastreigi , et protestida Austraalia võimude keeldumise vastu anda neile põgenikustaatus .
103461	738	S	200 Lõuna-Austraalias Woomera pagulaslaagris viibivat afgaani põgenikku kuulutasid 15. jaanuaril välja kahenädalase näljastreigi , et protestida Austraalia võimude keeldumise vastu anda neile põgenikustaatus .
			
700526	70402	O	Hiljutiste andmete alusel sureb südame isheemiatõve tagajärjel naisi koguni rohkem kui mehi ( 6 ) ja see tendents tundub süvenevat .
700526	70402	S	Hiljutiste andmete alusel sureb südame isheemiatõve tagajärjel naisi ja see tendents tundub süvenevat .
			
6800	3509	O	""" Allikvee sõnul tehakse nende haiglas aastas vähem kui viis sellist operatsiooni ."
6800	3509	S	""" Allikvee sõnul tehakse nende haiglas aastas ."
			
180165	4045	O	Ja ehkki vigu on siin rohkem kui üks , julgen ometi väita , et need jäävad õpiku rohketele tugevatele külgedele kaugelt alla .
180165	4045	S	Ja ehkki vigu on rohkem kui üks , julgen väita , et need jäävad õpiku rohketele tugevatele külgedele alla .
			
561032	3986	O	Tüüpilises solaariumis on UVB-kiirguse tase sama kõrge kui ehtsal päikesekiirgusel , kuid kokkuvõttes saab inimene solaariumis UVB-kiirgust siiski vähem kui päikese käes , sest solaariumilambi UVA-kiirguse intensiivsus on 5-10 korda päikesekiirguse omast tugevam .
561032	3986	S	Tüüpilises solaariumis on UVB-kiirguse tase sama kõrge kui ehtsal päikesekiirgusel , kuid kokkuvõttes saab inimene solaariumis UVB-kiirgust , sest solaariumilambi UVA-kiirguse intensiivsus on 5 - 10 korda päikesekiirguse omast tugevam .
			
585490	0	O	Pärnus peetud Kalevi lahtistel meistrivõistlustel kergejõustikus läbis koguni üheksa meest 1500 meetri distantsi vähem kui nelja minutiga .
585490	0	S	Pärnus peetud Kalevi lahtistel meistrivõistlustel kergejõustikus läbis üheksa meest 1500 meetri distantsi .
			
552735	3716	O	Juhtus kõike , ka rohkem kui jubedat .
552735	3716	S	Juhtus kõike .
			
627006	334	O	SA Eesti Õpilasmalev pakub sel aastal töövõimalust rohkem kui 6000 noorele .
627006	334	S	SA Eesti Õpilasmalev pakub sel aastal töövõimalust .
			
580785	451	O	Globaalne  jeeni  müümine viis dollari kursi jeeni suhtes üles rohkem kui ühe jeeni võrra 122 , 70 jeenini .
580785	451	S	Globaalne jeeni müümine viis dollari kursi jeeni suhtes üles 122 , 70 jeenini .
			
482481	3889	O	See firma on alates 1987. aastast välja töötanud rohkem kui 35 laevandusprojekti .
482481	3889	S	See firma on alates 1987. aastast välja töötanud .
			
38632	993	O	Kokku sooritati börsil täna 111 tehingut 24,75 miljoni krooni väärtuses , mis on kuus miljonit krooni rohkem kui eile .
38632	993	S	Sooritati börsil 111 tehingut 24,75 miljoni krooni väärtuses , mis on kuus miljonit krooni rohkem kui eile .
			
675788	2006	O	3 ) tuleks tagada , et toetust saanud lõssi ja lõssipulbrit kasutataks ka tegelikult söödana ; Selleks tuleks anda toetust üksnes segasöödaks töödeldava või vastavalt teatavatele nõuetele denatureeritud lõssi ja lõssipulbri jaoks ; tuleks ka vältida , et sama toote eest ei makstaks toetust rohkem kui üks kord ;
675788	2006	S	3 ) tuleks tagada , et toetust saanud lõssi ja lõssipulbrit kasutataks söödana ; Selleks tuleks anda toetust segasöödaks töödeldava või vastavalt teatavatele nõuetele denatureeritud lõssi ja lõssipulbri jaoks ; tuleks vältida , et sama toote eest ei makstaks toetust ;
			
59910	97	O	Spetsialistide hinnangul rohkem kui 15 miljonit Eesti krooni maksev maal on ainus selle kuulsa impressionisti töö Poolas .
59910	97	S	Spetsialistide hinnangul 15 miljonit Eesti krooni maksev maal on ainus selle kuulsa impressionisti töö Poolas .
			
396999	1414	O	Ta süda valutas Valga arengu pärast rohkem kui see välja paistis .
396999	1414	S	Ta süda valutas Valga arengu pärast kui see välja paistis .
			
528165	0	O	Firma AC Propulsion on loonud elektriauto , mis kiirendab nullist sajani vähem kui nelja sekundiga .
528165	0	S	Firma AC Propulsion on loonud elektriauto , mis kiirendab .
			
2985	2767	O	Eelmistel presidendivalimistel oli tööpuuduse protsent samuti 7,5 , aga tööpakkumiskuulutusi oli tervelt kümnendik vähem kui veerandsajandi eest .
2985	2767	S	Eelmistel presidendivalimistel oli tööpuuduse protsent 7,5 , aga tööpakkumiskuulutusi oli kümnendik vähem kui veerandsajandi eest .
			
370012	25560	O	Ei , ma ei saa sind kuidagi lubada enda juurde , mitte mingil tingimusel ; ma olen nii segaduses , sa tahad rohkem kui , ah , ma kardan , ma kardan , vabanda !
370012	25560	S	, ma ei saa sind lubada enda juurde , mingil tingimusel ; ma olen segaduses , sa tahad kui , , ma kardan , ma kardan , vabanda !
			
448695	171	O	Kui vanasti peeti soome meeste enneaegse surma põhjuseks ennekõike enesetappusid , siis tänavu sureb neid viina tõttu mitu korda rohkem kui enese käe läbi .
448695	171	S	Kui peeti soome meeste enneaegse surma põhjuseks enesetappusid , sureb neid viina tõttu mitu korda .
			
3712	145873	O	Väheste kogemustega noored on tutvunud seksiteemaliste materjalidega ning rääkisid vanematega mõnevõrra vähem kui seksuaalkogemustega noored , kuid samas on nad enam informatsiooni saanud koolist .
3712	145873	S	Väheste kogemustega noored on tutvunud seksiteemaliste materjalidega ning rääkisid vanematega , kuid on nad informatsiooni saanud koolist .
			
135872	45	O	Riigikogu liikmetest on suurima summa börsidele investeerinud kahekordne ekspeaminister Mart Laar , kelle aktsiaportfelli väärtus on vähem kui aastaga kasvanud ligi miljoni võrra - 3,6 miljonile kroonile .
