collectionID	sentenceStart	changed	changes	original	short
509458	93	1	"{""acl_xcomp"": 1}"	oti omalaadses vutiloos keeratakse järgmine lehekülg , loodetavasti suudavad viigini küündinud eestlased pommide asukohta kaalukausil muuta .	Oti omalaadses vutiloos keeratakse järgmine lehekülg , suudavad viigini küündinud eestlased pommide asukohta kaalukausil muuta .
705126	175748	0	{}	+eerox_eml: Dammu nuh said siis voi ?	+ eerox_eml : Dammu nuh said voi ?
576212	4829	0	{}	Ja siis peaaegu iga päev etendus .	Ja iga päev etendus .
115075	74	1	"{""acl_conj"": 1}"	""" Selle restorani vastas elas kellassepp , kas te teate , on ta elus ? """	""" Selle restorani vastas elas kellassepp , te teate , on ta elus ? """
349824	2463	0	{}	Üsna usutav teooria .	Usutav teooria .
4267	75290	0	{}	Mandrite lähedal on põhjareljeefi väiksemate mõõtmetega detailid on sageli reliktid sellest ajast mil see koht asus veel kuival maal .	Mandrite lähedal on põhjareljeefi väiksemate mõõtmetega detailid on reliktid sellest ajast mil see koht asus kuival maal .
696329	6611	0	{}	Nüüd kannan ikka tavaliselt kotis kaasas igaksjuhuks allergiavastaseid tablette .	Kannan kotis kaasas allergiavastaseid tablette .
705248	158061	1	"{""appos_flat"": 1}"	Ladybird: tre jah Miku :)	Ladybird : tre Miku :)
131286	370	1	"{""nsubj:cop_obj"": 1}"	Eriti soovitav on see teha neil inimestel , kellel viimasest vaktsineerimisest on möödas üle kümne aasta .	Soovitav on see teha neil inimestel , kellel viimasest vaktsineerimisest on möödas üle kümne aasta .
700914	8649	0	{}	Jah ta mu sugulane on , vähe raskelt pandav muuseas .	Ta mu sugulane on , pandav .
596092	0	0	{}	Tänavu märtsis sündis Tallinnas 447 last , 139 rohkem kui veebruaris .	Märtsis sündis Tallinnas 447 last , 139 rohkem kui veebruaris .
680466	1350777	0	{}	1995. aastal pehmendas nõukogu oluliselt seda nõuet , andes Erastamisagentuurile õiguse ostja taotlusel ja kohaliku omavalitsuse kooskõlastusel see ära jätta .	1995. aastal pehmendas nõukogu seda nõuet , andes Erastamisagentuurile õiguse ostja taotlusel ja kohaliku omavalitsuse kooskõlastusel see ära jätta .
30545	282	1	"{""nsubj_flat"": 1, ""conj_acl"": 1, ""nsubj_conj"": 1}"	Siis esinevad lisaks A-Rühmale veel Hi-Fly Planet ja MC Bass ning Saksamaalt tulnud Fünf Sterne DeLuxe .	Esinevad lisaks A-Rühmale Hi-Fly Planet ja MC Bass ning Saksamaalt tulnud Fünf Sterne DeLuxe .
388015	556989	1	"{""nsubj:cop_nsubj"": 1, ""cop_aux"": 1, ""acl:relcl_aux"": 1, ""xcomp_acl:relcl"": 1}"	Selgus , et isegi selle järgi , mis me oma koosolekul saadud muljeil olime võinud tähele panna , võis meid ikka veel sügavasti rabada .	Selgus , et selle järgi , mis me oma koosolekul saadud muljeil olime võinud tähele panna , võis meid rabada .
363835	894	0	{}	13. märtsil kella 12.25 ajal hakkas Laki 21 maja juures selleks mitte ettenähtud kohas sõiduteed ületama Mihhail ( s. 1956 ) ja sai löögi vasakult lähenenud sõiduautolt Suzuki Baleno , mida juhtis Toomas ( s. 1970 ) .	13. märtsil kella 12.25 ajal hakkas Laki 21 maja juures selleks ettenähtud kohas sõiduteed ületama Mihhail ( s . 1956 ) ja sai löögi lähenenud sõiduautolt Suzuki Baleno , mida juhtis Toomas ( s . 1970 ) .
221772	469	0	{}	Kriitikute hinnangul viitab see aga pigem vajadusele suurendada matemaatikatundide arvu , mitte vähendada materjali mahtu , sest matemaatikat on vaja teadmistepõhise majanduse edendamiseks .	Kriitikute hinnangul viitab see vajadusele suurendada matemaatikatundide arvu , vähendada materjali mahtu , sest matemaatikat on vaja teadmistepõhise majanduse edendamiseks .
667164	427	1	"{""obl_nsubj"": 1}"	Volikogu avaldas umbusaldust kaheksa aastat valda juhtinud Rein Poolakule ja volikogu esimehele Toomas Välimäele , kes peavad nüüd hüvasti jätma ka oma kohaga Harjumaa Omavalitsuste Liidus .	Volikogu avaldas umbusaldust kaheksa aastat valda juhtinud Rein Poolakule ja volikogu esimehele Toomas Välimäele , kes peavad hüvasti jätma oma kohaga Harjumaa Omavalitsuste Liidus .
99336	0	0	{}	Suuremad metsa- ja rabapõlengud on reedeks suudetud kontrolli alla saada ning praegu kestavad järelkustutustööd vaid Raplamaal Tiitsu karjääris , teatas ETA .	Suuremad metsa- ja rabapõlengud on reedeks suudetud kontrolli alla saada ning kestavad järelkustutustööd Raplamaal Tiitsu karjääris , teatas ETA .
78130	981	0	{}	Tüüpiline hotellirestoran pole ka Tallinna päevaks-paariks külastavale turistile teab mis vaatamisväärsus .	Tüüpiline hotellirestoran pole Tallinna päevaks-paariks külastavale turistile teab mis vaatamisväärsus .
3716	108680	1	"{""nsubj_nmod"": 1}"	Seega ei saa õiguskord kinnisasjade puhul seostada võõrandaja legitimatsiooni valdusega .	Ei saa õiguskord kinnisasjade puhul seostada võõrandaja legitimatsiooni valdusega .
27801	1742	1	"{""nmod_obl"": 1, ""obl_nummod"": 1}"	Te tulge pühapäe Tatari tänavale , tulge nii õhtupoole , nii ... kella viie paiku , siis kõneleme selle asja üle pikemalt .	Te tulge pühapäe Tatari tänavale , tulge ... kella viie paiku , siis kõneleme selle asja üle .
669798	2091	1	"{""nsubj:cop_obj"": 1, ""cop_aux"": 1}"	Ja ma ei viitsi rohkem , kui kellegi ära unustanud olen , võib mulle südametunnistusele koputada .	Ja ma ei viitsi , kui kellegi ära unustanud olen , võib mulle südametunnistusele koputada .
549081	243	0	{}	Kõik me mäletame veel lõputut janti minister Variku tabamatu poja püüdmise ümber .	Kõik me mäletame lõputut janti minister Variku tabamatu poja püüdmise ümber .
475287	1298	0	{}	Ka Savisaar avaldas arvamust , et Rahvaerakond ei hiili hääletamisest kõrvale .	Savisaar avaldas arvamust , et Rahvaerakond ei hiili hääletamisest kõrvale .
700941	602406	0	{}	Kui see eelnõu seadusena vastu võetakse , kas siis võiks maareformi seadusega rahule jääda ja proovida seda ka ellu viia ?	Kui see eelnõu seadusena vastu võetakse , võiks maareformi seadusega rahule jääda ja proovida seda ellu viia ?
409686	120849	1	"{""nmod_obl"": 1}"	Kes kannab seal tolknevate trippidega pihikut või koitanud kraega palitut !	Kes kannab tolknevate trippidega pihikut või koitanud kraega palitut !
294000	2669	0	{}	Iirlastel aga kujunes ühendajaks rohkem kirik .	Iirlastel aga kujunes ühendajaks kirik .
481522	1860	1	"{""obj_nmod"": 1}"	Eesti Energia tavatseb aga valitsuse heakskiidul seada tarbija lihtsalt fakti ette - hind on nüüd selline ja kõik .	Eesti Energia tavatseb valitsuse heakskiidul seada tarbija fakti ette - hind on selline ja kõik .
123224	95	0	{}	Aasta 2006 oli Eesti majandusele väga hea .	Aasta 2006 oli Eesti majandusele hea .
526195	2951	1	"{""compound:prt_case"": 1}"	Kuid seda jõulisem on sealt vastu vaatav üldistus .	Kuid seda jõulisem on vastu vaatav üldistus .
262170	13093	0	{}	Psühhodraama looja J. L. Moreno olla öelnud , et tänapäeva inimene kardab omaenda spontaansust , nii nagu meie esivanemad kartsid tuld .	Psühhodraama looja J. L. Moreno olla öelnud , et tänapäeva inimene kardab omaenda spontaansust , meie esivanemad kartsid tuld .
39056	4822	0	{}	Ei usu üldse .	Ei usu .
421855	539	0	{}	Näiteks  Günther Reindorffi  keskmisel tasemel pastelli “ Suursaar ” alghind oli 49 500 , mis kaugelt ületas töö reaalse väärtuse .	Näiteks Günther Reindorffi keskmisel tasemel pastelli “ Suursaar ” alghind oli 49 500 , mis ületas töö reaalse väärtuse .
705338	263900	0	{}	deftogir: ja munnid ka	Deftogir : ja munnid
674783	945	0	{}	Õppisin katoliku nunnade juures , kus oli väga tugev lauluõpetaja .	Õppisin katoliku nunnade juures , kus oli tugev lauluõpetaja .
593702	1422	0	{}	Veelgi enam , nad püüavad neid igati kaitsta , kui see vähegi võimalikuks osutub .	, nad püüavad neid kaitsta , kui see võimalikuks osutub .
478204	1786	0	{}	Hiiglama nukker oli olla .	Nukker oli olla .
501220	173	1	"{""xcomp_conj"": 1}"	Siis otsustaski härra Z . kojamehe nõu kuulda võtta ja ühel pühapäevahommikul teeskles küll jahileminekut , kuid peitis end vastasmaja trepikotta .	Otsustaski härra Z . kojamehe nõu kuulda võtta ja ühel pühapäevahommikul teeskles jahileminekut , kuid peitis end vastasmaja trepikotta .
415072	2717	0	{}	Vene või saksa innustust siin naljalt ei korda .	Vene või saksa innustust ei korda .
589632	145	1	"{""cop_aux"": 1, ""nsubj:cop_nsubj"": 1}"	Nagu Ford ja Citroën , on ka Renault oma uue keskklassimudeli veel suuremaks paisutanud .	Nagu Ford ja Citroën , on Renault oma uue keskklassimudeli suuremaks paisutanud .
705273	247800	0	{}	kriska: kas keegi viljandist akut tunneb we	Kriska : keegi viljandist akut tunneb we
365013	5618	0	{}	Iga korraga populaarsemaks muutuv eelhääletus on valimispäevalt võtnud tema pidulikkuse ja kirglikkuse .	Iga populaarsemaks muutuv eelhääletus on valimispäevalt võtnud tema pidulikkuse ja kirglikkuse .
481952	3822	1	"{""cop_aux"": 1, ""nsubj:cop_obj"": 1}"	Siis oleks põlengu ala kolmest küljest statsionaarse veega piiratud .	Oleks põlengu ala kolmest küljest statsionaarse veega piiratud .
250199	1448	1	"{""obl_obj"": 1}"	1980. aastate alguses võttis disainer Tõnu Kallas minisuusa , uuris , kuidas see töötab , ning disainis algsest minikast veidi toekama , pikema ja laiema plastsuusa , mida praegu turustatakse juuniorsuusa nime all .	1980. aastate alguses võttis disainer Tõnu Kallas minisuusa , uuris , kuidas see töötab , ning disainis algsest minikast toekama , pikema ja laiema plastsuusa , mida turustatakse juuniorsuusa nime all .
486647	6131	1	"{""nmod_nsubj"": 1, ""nmod_obl"": 1}"	Väärast ajalookrambist vabanemist soovin ka meie naabritele Venemaal .	Väärast ajalookrambist vabanemist soovin meie naabritele Venemaal .
598756	4203	0	{}	Fikseeritud üür 8 krooni on juba 6 aastat .	Fikseeritud üür 8 krooni on 6 aastat .
378882	58571	1	"{""conj_advcl"": 1}"	"Kahjuks on sedalaadi rumaluse mõjusid ka meie kultuuris ning arvestades kristluse levikut ja mõju maailmas , ei tundugi see vast nii kummaline , et patuse tegevuse kategooria esineb siiani inimeste teadvuses küllalt suures osas maailmast ... """	"On sedalaadi rumaluse mõjusid meie kultuuris ning arvestades kristluse levikut ja mõju maailmas , ei tundugi see kummaline , et patuse tegevuse kategooria esineb inimeste teadvuses suures osas maailmast ... """
248615	1459	1	"{""advcl_conj"": 1}"	Enamik küsitluses osalenud ameeriklastest taunis Iraani tuumapüüdlusi , samas kui üle poole Jordaania vastajatest neid toetas .	Enamik küsitluses osalenud ameeriklastest taunis Iraani tuumapüüdlusi , Jordaania vastajatest neid toetas .
599882	4561	0	{}	Ja eriti sina , desertöör !	Ja sina , desertöör !
155222	2157	0	{}	Pikkpõldi sõnul pole vajadust ise tervisekontrolli teha , sest viimasel ajal kontrollib politsei bussijuhte aina tihedamalt .	Pikkpõldi sõnul pole vajadust tervisekontrolli teha , sest viimasel ajal kontrollib politsei bussijuhte .
313067	1498	0	{}	Aserbaidžaani president Ilham Alijev tõotas isegi torujuhtme avamistseremoonial võtta tagasi praegu aseritest etniliselt puhastatud Mägi-Karabahh .	Aserbaidžaani president Ilham Alijev tõotas torujuhtme avamistseremoonial võtta tagasi aseritest puhastatud Mägi-Karabahh .
382324	5668	0	{}	Aga ei midagi , kohtan ainult sümpaatseid ja toredaid inimesi .	Aga ei midagi , kohtan sümpaatseid ja toredaid inimesi .
660777	271	0	{}	kui võrrelda selle piires , siis teeb Athlon igati ära	Kui võrrelda selle piires , teeb Athlon ära
652374	103949	1	"{""ccomp_advcl"": 1}"	Suudad küll , kui püüad .	Suudad , kui püüad .
458425	3536	1	"{""obl_nmod"": 1, ""obj_nmod"": 1}"	Allveelaev Kursk läks põhja täpselt kuu aega tagasi , 12. augustil , kui kaks võimast plahvatust laeva esiotsa ribadeks kiskusid .	Allveelaev Kursk läks põhja kuu aega tagasi , 12. augustil , kui kaks võimast plahvatust laeva ribadeks kiskusid .
477259	2085	1	"{""acl_xcomp"": 1}"	Seene sõnul peaks riik igati toetama töö kõrvalt Avatud Ülikoolis õppimist , sest inimene ei katkesta õpingute ajaks oma tööd , samas aga kogub pidevalt uusi teadmisi .	Seene sõnul peaks riik toetama töö kõrvalt Avatud Ülikoolis õppimist , sest inimene ei katkesta õpingute ajaks oma tööd , aga kogub uusi teadmisi .
182378	757	1	"{""obj_nsubj:cop"": 1, ""aux_cop"": 1, ""compound:prt_advmod"": 1, ""root_acl"": 1, ""obj_root"": 1}"	"See on ülal , ühepoolselt vastu võetud otsus , "" leidis direktor ."	"See on , vastu võetud otsus , "" leidis direktor ."
376231	228910	1	"{""nsubj:cop_nsubj"": 1, ""nsubj:cop_nmod"": 1, ""ccomp_appos"": 1, ""nsubj_conj"": 1, ""conj_ccomp"": 1}"	Kui majake valmis sai , rääkis Kivilill , kelle esivanemad Saaremaa mullas puhkasid ja sugulased sealsamas elasid , et see on “ kolme pörsakese ” maja , et need laulsid “ pönnadi pönnadi üppas pöis ” , et hunt “ tömbas kopsud öhku täis ” ja maja “ karmauhti löhki käis ” .	Kui majake valmis sai , rääkis Kivilill , kelle esivanemad Saaremaa mullas puhkasid ja sugulased elasid , et see on “ kolme pörsakese ” maja , et need laulsid “ pönnadi pönnadi üppas pöis ” , et hunt “ tömbas kopsud öhku ” ja maja “ löhki käis ” .
521973	3832	1	"{""acl_conj"": 1, ""conj_obl"": 1, ""nmod_obl"": 1}"	Ma olen tegelikult laulmisõpetajaks õppinud , aga leivatööna rahvamaja juhatanud 25 aastat 10 aastat Hallistes ja 15 aastat Lillis .	Ma olen laulmisõpetajaks õppinud , aga leivatööna rahvamaja juhatanud 25 aastat 10 aastat Hallistes ja 15 aastat Lillis .
705271	116495	1	"{""appos_flat"": 1}"	deftogir|kylmadoos: kle kust ma neid pilte sul kunagi nägin ?	Deftogir | kylmadoos : kle kust ma neid pilte sul nägin ?
311304	90	0	{}	Kõik on aga rahul ja raha jääb ülegi .	Kõik on rahul ja raha jääb ülegi .
466107	2280	1	"{""nsubj:cop_root"": 1, ""root_nsubj:cop"": 1}"	"Muusikaliõhtu Paldiskis oli lausa müsteerium , tõeline kontrast ja supernäide , kuidas ka varemetele on võimalik elu sisse puhuda . """	"Muusikaliõhtu Paldiskis oli müsteerium , tõeline kontrast ja supernäide , kuidas varemetele on võimalik elu sisse puhuda . """
181615	1226	0	{}	Mooni ja Välja ristmik on osaliselt suletud läbisõiduga mööda Mooni tänavat .	Mooni ja Välja ristmik on suletud läbisõiduga mööda Mooni tänavat .
574579	2483	1	"{""nsubj:cop_nummod"": 1}"	Põhjuseks on tavalistest respiratoorsetest nakkushaigustest mitu korda suurem suremus üle 7% nakatunutest .	Põhjuseks on tavalistest respiratoorsetest nakkushaigustest mitu korda suurem suremus 7% nakatunutest .
37082	170	0	{}	Süüriat 30 aastat kuni oma surmani juhtinud Hafez al-Assadi poeg Bashar ( 34 ) kogus rahvahääletusel 97,29 protsenti häältest , teatas Süüria siseminister Mohamed Harba eile .	Süüriat 30 aastat kuni oma surmani juhtinud Hafez al-Assadi poeg Bashar ( 34 ) kogus rahvahääletusel 97,29 protsenti häältest , teatas Süüria siseminister Mohamed Harba .
640616	2349907	0	{}	Küllalt suure ruumi omamine on kallis .	Suure ruumi omamine on kallis .
406034	2060	0	{}	Inimene võib käituda sarnaselt pärismaailmale .	Inimene võib käituda pärismaailmale .
653038	2265	1	"{""nmod_root"": 1, ""root_nmod"": 1}"	kas tegemist on disainerprogrammeerimisega v6i arendusprogrammeerimisega .. etc .	Tegemist on disainerprogrammeerimisega v6i arendusprogrammeerimisega .. etc .
687102	2617660	0	{}	Parima kiiruse ja hinna suhtega mängukaart on hetkel kindlalt nVidia GeForce 4 ti 4200.2400 krooni eest kaarti kyll ja kyll .	Parima kiiruse ja hinna suhtega mängukaart on hetkel nVidia GeForce 4 ti 4200.2400 krooni eest kaarti kyll ja kyll .
109818	1061	1	"{""nsubj_nsubj:cop"": 1}"	Põletikus põlved , mis nüüd pärast võistlust jälle tuikavad , ei andnud tema sõnul rajal endast kordagi märku .	Põletikus põlved , mis pärast võistlust tuikavad , ei andnud tema sõnul rajal endast kordagi märku .
445988	9675	0	{}	Nüüd pürid sa pidevalt kellekski teiseks , lootes , et see teie suhteid parandab .	Pürid sa kellekski teiseks , lootes , et see teie suhteid parandab .
426133	2430	1	"{""advcl_conj"": 1}"	Jah , ta tuleb , kui kõvasti maksta ja anda talle korter , aga praegu käib see kohalikule klubile üle jõu .	, ta tuleb , maksta ja anda talle korter , aga käib see kohalikule klubile üle jõu .
180443	424	0	{}	Sest majanduslikult saab Venemaa meid haavata just elektriliini ja raudteerööbast pidi .	Sest saab Venemaa meid haavata elektriliini ja raudteerööbast pidi .
77925	893	1	"{""root_obl"": 1, ""obj_root"": 1}"	""" Sellest on veel vara rääkida , "" märkis ta napisõnaliselt ."	""" Sellest on vara rääkida , "" märkis ta ."
105669	446	1	"{""det_obj"": 1, ""acl_xcomp"": 1, ""nsubj_obj"": 1, ""advcl_acl"": 1, ""csubj_xcomp"": 1}"	Lähitulevikus hakkavad Ego šokolaadi müüma lisaks Eestile ka kõik hästi varustatud kauplused Lätis ja Leedus , kus samuti osa šokolaadi müügituludest läheb lastega seotud ettevõtmiste toetamiseks .	Lähitulevikus hakkavad Ego šokolaadi müüma lisaks Eestile kõik varustatud kauplused Lätis ja Leedus , kus osa šokolaadi müügituludest läheb lastega seotud ettevõtmiste toetamiseks .
464957	30	1	"{""appos_nmod"": 1, ""flat_obl"": 1}"	Erastamisagentuuri nõukogu andis eile agentuuri peadirektorile volitused sõlmida valvekoondise ostu-müügileping EVK Grupiga .	Erastamisagentuuri nõukogu andis agentuuri peadirektorile volitused sõlmida valvekoondise ostu-müügileping EVK Grupiga .
568035	2776	0	{}	« Hommikul mõistsin , et see tähendaks väga suuri riske ning otsustasin olukorraga leppida , » lausus britt .	« Hommikul mõistsin , et see tähendaks suuri riske ning otsustasin olukorraga leppida , » lausus britt .
425008	432	0	{}	Ligimestel ei saa siin mingit ütlemist olla .	Ligimestel ei saa mingit ütlemist olla .
381060	1976	0	{}	Samas on ka selge , et 68 parlamendisaadiku hääled on võimelised kokku koguma ainult üksikud inimesed .	On selge , et 68 parlamendisaadiku hääled on võimelised kokku koguma üksikud inimesed .
504132	393	1	"{""acl_xcomp"": 1}"	Reisijate hulgas pole see rong erilist populaarsust võitnud ning ilmselt ei suuda ka raudtee reisijatele pakkuda nõutud mugavusi ega kiirust .	Reisijate hulgas pole see rong erilist populaarsust võitnud ning ei suuda raudtee reisijatele pakkuda nõutud mugavusi ega kiirust .
4601	5048	0	{}	Valguse  psühhofüsioloogiline  toime ilmneb peamiselt optilise kiirguse otseses mõjus rakkudele , kudedele ja organitele .	Valguse psühhofüsioloogiline toime ilmneb optilise kiirguse otseses mõjus rakkudele , kudedele ja organitele .
698379	1646204	0	{}	Ma olen siin puldis selleks , et teatada , et Mõõdukate fraktsioon kutsub Riigikogu üles toetama õiguskantsleri ettepanekut .	Ma olen puldis selleks , et teatada , et Mõõdukate fraktsioon kutsub Riigikogu üles toetama õiguskantsleri ettepanekut .
600897	1016	0	{}	Sõiduautosid saab huviline tänavu vähem näha – kuni 15 marki .	Sõiduautosid saab huviline näha – kuni 15 marki .
370029	439	1	"{""aux_cop"": 1, ""root_acl"": 1, ""nsubj_root"": 1}"	Nüüd aga on Bridgeti asemele asunud Olivia Joules .	Aga on Bridgeti asemele asunud Olivia Joules .
696744	50867	1	"{""nsubj:cop_obj"": 1}"	tüdrukut/poissi oled sa suudelnud : jah	Tüdrukut / poissi oled sa suudelnud :
705054	286682	0	{}	Siin müüb Eesti riik .	Müüb Eesti riik .
693314	469673	0	{}	Aga kui tal on poolteise- kuni kolmeaastane laps , siis äkki lapsele antav väike riigipoolne toetus mõjutab ema töötajäämisel teda väga tugevasti , see on 100-kroonine vahe .	Aga kui tal on poolteise- kuni kolmeaastane laps , siis lapsele antav väike riigipoolne toetus mõjutab ema töötajäämisel teda , see on 100-kroonine vahe .
82135	645	1	"{""amod_nsubj"": 1, ""acl_conj"": 1}"	Väidetavalt nõudsid Aavik ja tema lähemad alluvad raskelt liikuseeskirju rikkunud inimestelt enda bensiiniarvete tasumist , lubades siis rikkujale juhiload alles jätta .	Nõudsid Aavik ja tema lähemad alluvad liikuseeskirju rikkunud inimestelt enda bensiiniarvete tasumist , lubades rikkujale juhiload alles jätta .
502491	712	0	{}	“ Kaalume tõsiselt ka mõisa kasutamist , sest see on kultuuriväärtus , mille õige omanik peaks võibolla siiski riik olema . ”	“ Kaalume mõisa kasutamist , sest see on kultuuriväärtus , mille õige omanik peaks riik olema . ”
494555	597	0	{}	Sama satsiga jätkamine tähendaks , et edasi sõuab ka kohe 40aastaseks saav Jaanson .	Sama satsiga jätkamine tähendaks , et edasi sõuab 40aastaseks saav Jaanson .
237853	1096	1	"{""ccomp_nmod"": 1, ""nsubj:cop_ccomp"": 1}"	Ka Hansapanga kapitaliturgude osakonna juhataja Tõnu Pekk usub , et buum aktsiaturul jätkuvat ning ennustab , et turul ka veel üsna palju tõusuruumi .	Hansapanga kapitaliturgude osakonna juhataja Tõnu Pekk usub , et buum aktsiaturul jätkuvat ning ennustab , et turul tõusuruumi .
678754	293088	0	{}	Tase , sa rääkisid eile õhtul ka , et Kingo on KÕIKIDEST foorumitest välja visatud .	Tase , sa rääkisid õhtul , et Kingo on KÕIKIDEST foorumitest välja visatud .
532171	1182	1	"{""obl_nummod"": 1}"	See pole keelatud ühelegi kõrgele riigiametnikule - meenutagem kasvõi president Lennart Meri maa- ja praeguse peaministri Mart Siimanni majaostu .	See pole keelatud ühelegi riigiametnikule - meenutagem president Lennart Meri maa- ja praeguse peaministri Mart Siimanni majaostu .
340094	92	1	"{""obl_nmod"": 1}"	Keskkonnaministeerium on otsustanud jätta riigile lõviosa umbes 300 000 hektarist omanikuta metsamaast , sest kardab metsa hävimist selle erakätesse sattumisel .	Keskkonnaministeerium on otsustanud jätta riigile lõviosa 300 000 hektarist omanikuta metsamaast , sest kardab metsa hävimist selle sattumisel .
373047	468	0	{}	Veetnud kogu elu skisofreenikust isa ( Vesa-Matti Loiri ) hirmuvalitsuse all , ihkavad vennad vaid kõige lihtsamat - normaalset elu .	Veetnud kogu elu skisofreenikust isa ( Vesa-Matti Loiri ) hirmuvalitsuse all , ihkavad vennad lihtsamat - normaalset elu .
606273	675	0	{}	Pärast kolmandat tõket kadus rütm , hakkasin liiga palju lendama .	Pärast kolmandat tõket kadus rütm , hakkasin lendama .
541503	2669	1	"{""advcl_acl"": 1}"	Samas ei andnud eile ajakirjanike küsimustele vastanud Eesti ja Läti riiklike energiafirmade juhid tarbijaile lootust , et liitumistehing toob kaasa senisest odavamad hinnad .	Ei andnud ajakirjanike küsimustele vastanud Eesti ja Läti riiklike energiafirmade juhid tarbijaile lootust , et liitumistehing toob kaasa senisest odavamad hinnad .
652367	16196	0	{}	Ilusa näitsiku pilt võib ka teinekord juures olla , tegemist on eelarvamust ja ühepoolse info senise pakkumise muutmiega .	Ilusa näitsiku pilt võib juures olla , tegemist on eelarvamust ja ühepoolse info senise pakkumise muutmiega .
38867	4283	0	{}	Annan ka ise selles klassis tundi , tean seda tüdrukut .	Annan ise selles klassis tundi , tean seda tüdrukut .
200297	1630	0	{}	Toon siit-sealt mõned juhu-näited .	Toon mõned juhu-näited .
441372	3272	0	{}	Ma hindaksin seda tõsiseks siis , kui see ei jõuaks õigustmõistva lahendini .	Ma hindaksin seda tõsiseks , kui see ei jõuaks õigustmõistva lahendini .
695458	3416	0	{}	""" Haapsalu ainult võidab sellest , ” sõnas Haapsalu Linnamajanduse ASi juhataja Märt Maiste , kelle sõnul võib OÜ Rainvel saada lõikamise ainuõiguse 3 – 5 aastaks ."	""" Haapsalu võidab sellest , ” sõnas Haapsalu Linnamajanduse ASi juhataja Märt Maiste , kelle sõnul võib OÜ Rainvel saada lõikamise ainuõiguse 3 – 5 aastaks ."
183297	281	0	{}	Ajalooliselt tõetruu ja sümbolistlikult üldistav psühholoogiline proosateos annab ilmeka pildi kõrbe ja mäestiku puutemaal asuvast piirikindlusest ja selle ohvitseridest , kes trotsivad oma ilmetut saatust .	Tõetruu ja üldistav psühholoogiline proosateos annab ilmeka pildi kõrbe ja mäestiku puutemaal asuvast piirikindlusest ja selle ohvitseridest , kes trotsivad oma ilmetut saatust .
254037	4298	0	{}	1978. aastal abiellus Harrison oma teise naise Oliviaga , pärast 1987. aastal ilmunud sooloplaati ja paari kõrvalprojekti tõmbus Harrison suuresti avalikkuse eest tagasi ja keskendus pereelule .	1978. aastal abiellus Harrison oma teise naise Oliviaga , pärast 1987. aastal ilmunud sooloplaati ja paari kõrvalprojekti tõmbus Harrison avalikkuse eest tagasi ja keskendus pereelule .
523353	827	1	"{""obj_nsubj"": 1, ""csubj_acl"": 1, ""obl_obj"": 1, ""acl_conj"": 1}"	Kohtus sai 10. märtsil 2001 toimunud protseduuri vaadata ka Meiwesi salvestatud 4,5 tunniselt videolt .	Kohtus sai 10. märtsil 2001 toimunud protseduuri vaadata Meiwesi salvestatud 4,5 videolt .
197533	677	0	{}	""" Leiame , et hind on praegu sobival tasemel ja kavatseme oma positsioone ka edaspidi tugevdada , "" lausus sel aastal oma osalust Telekomis 53,71 protsendile kasvatanud TeliaSonera kommunikatsioonijuht Brigitta Grafström . ."	""" Leiame , et hind on sobival tasemel ja kavatseme oma positsioone tugevdada , "" lausus sel aastal oma osalust Telekomis 53,71 protsendile kasvatanud TeliaSonera kommunikatsioonijuht Brigitta Grafström . ."
90314	1529	1	"{""aux_cop"": 1, ""nsubj_nsubj:cop"": 1}"	Linlaste evolutsioonipuul kõige kaugemale arenenutena on nad võtnud kasutusele paar lihtsat , kuid tõhusat reeglit .	Linlaste evolutsioonipuul arenenutena on nad võtnud kasutusele paar lihtsat , kuid tõhusat reeglit .
171530	4223	0	{}	Ametlikult ei näe tema eluloos kokkupuudet eriteenistustega , kuid maksupolitsei eesotsas olles esines ajakirjanduses siiski sellekohaseid vihjeid ja küsimusi .	Ei näe tema eluloos kokkupuudet eriteenistustega , kuid maksupolitsei eesotsas olles esines ajakirjanduses sellekohaseid vihjeid ja küsimusi .
453696	13	0	{}	Maailmakuulus eesti helilooja Arvo Pärt võttis eile Kadrioru lossis president Lennart Merilt vastu Riigivapi teise klassi teenetemärgi .	Maailmakuulus eesti helilooja Arvo Pärt võttis Kadrioru lossis president Lennart Merilt vastu Riigivapi teise klassi teenetemärgi .
301982	4795	1	"{""nmod_obl"": 1, ""obl_nmod"": 1}"	Praegu põhivool puudub , esimest korda eesti kirjanduse ajaloos üldse .	Põhivool puudub , esimest korda eesti kirjanduse ajaloos .
463608	1242	0	{}	Rektori kinnitusel sai määravaks see , et väljaõpe muutub sel moel odavamaks , sest ametilenduritel on teoreetiline väljaõpe juba olemas .	Rektori kinnitusel sai määravaks see , et väljaõpe muutub sel moel odavamaks , sest ametilenduritel on teoreetiline väljaõpe olemas .
397615	4556	0	{}	Püüa teha oma tööd edukalt .	Püüa teha oma tööd .
128135	386	1	"{""obj_nsubj:cop"": 1, ""aux_cop"": 1}"	Ringkonnakohus asus oma otsuses seisukohale , et tehingud ei olnud tehtud maksudest kõrvalehoidumiseks , vaid aktsiate koondamine välismaisesse äriühingusse oli majanduslikult põhjendatud .	Ringkonnakohus asus oma otsuses seisukohale , et tehingud ei olnud tehtud maksudest kõrvalehoidumiseks , vaid aktsiate koondamine välismaisesse äriühingusse oli põhjendatud .
